FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Martin,Kelly,DEF,CRY,4400000,1,15,1.4,3.18181818181818E-07,3.40909090909091E-06,0,20579,0,16,0,0,0,0,0,3.4,1219,-1,0,15,1,0.1,0,0.3,0,0,0,0,1,0.8,34157,0,96,0,0,702,452,0,0,93,Swansea,Southampton,Hull City,Man Utd,Chelsea,1,1,1,0.7,0.8,0.9,1.6,0.8,1.5,0.9,1,0.7,1.3,0.7,1,0.9,0.9,0.7,1,1.4,0.8,1.4,1.1,0.7,0.9,0.7
,Kenedy,MID,WAT,5200000,0,1,0.0277777777777778,5.34188034188034E-09,1.92307692307692E-07,0,1996,0,0,0,0,0,0,0,0.2,25,-3,0,1,3,0,0,0,0,0,0,0,0,0,1095,0,86,0,0,16,4,0,0,2,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahbi,Khazri,MID,SUN,6100000,0,10,0.277777777777778,4.55373406193078E-08,1.63934426229508E-06,0,10478,2,11,0,0,0,0,0,1.6,127,-4,0,10,4,0,0,0.3,0,0,1,0,0,0.2,722,0,172,0,0,426,16,0,0,29,Liverpool,Leicester,Swansea,Chelsea,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5100000,1,17,0.472222222222222,9.25925925925926E-08,3.33333333333333E-06,0,3842,0,14,0,0,0,0,0,3.3,184,-4,0,17,4,0.3,0,1.7,0,0,1,0,0,0.1,962,0,241,0,0,546,33,0,0,101,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Kightly,MID,BUR,4300000,0,4,0.111111111111111,2.58397932816537E-08,9.30232558139535E-07,0,9592,0,1,0,0,0,0,0,0.9,475,-2,0,4,2,0,0,0,0,0,0,0,0,0.4,8312,0,0,0,0,95,78,0,0,14,Man City,Stoke,Bournemouth,West Ham,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,King,MID,LEI,4800000,0,12,0.333333333333333,6.94444444444444E-08,2.5E-06,0,10630,0,7,0,0,0,0,0,2.5,264,-2,0,12,2,0.3,0,1.3,0,0,0,0,0,0.2,3086,0,174,0,0,445,111,0,0,61,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Joshua,King,MID,BOU,5400000,3,37,3.4,6.2962962962963E-07,6.85185185185185E-06,0,43252,1,14,0,0,0,2,0,6.9,2810,-1,0,37,1,0.4,0,2,2,0,3,0,1,0.8,43639,0,321,0,0,838,341,0,0,98,Arsenal,Liverpool,Burnley,Leicester,Southampton,1.8,2.7,2.1,4.8,3.6,1.7,2.8,2.5,2.5,3.9,3.2,1.9,2.8,2.2,2.5,3.5,3.6,2.2,1.7,3,1.8,3.8,3.1,3.4,4.5,2.5
Stephen,Kingsley,DEF,SWA,4100000,0,19,2.7,6.58536585365854E-07,4.63414634146341E-06,0,226349,0,9,0,0,0,0,0,4.6,15294,1,0,19,-1,0.1,0,0.3,2,0,2,0,0,12.7,501969,0,75,0,1,585,7330,0,0,113,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,2.7,2.4,2.2,2.8,2.8,3.7,3.4,3.2,3.3,3.5,2.8,2.3,2.3,2.1,2.9,2.9,2.8,2.2,2.6,3.5,2.5,3,2,2.6,2.1,2.5
Jan,Kirchhoff,MID,SUN,4400000,0,6,0.166666666666667,3.78787878787879E-08,1.36363636363636E-06,0,2455,1,8,0,0,0,0,0,1.4,44,-1,0,6,1,0,0,0,0,0,0,0,0,0,703,0,118,0,0,298,11,0,0,38,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4700000,0,5,1.3,2.76595744680851E-07,1.06382978723404E-06,0,36955,0,6,0,0,0,0,0,1.1,550,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.5,8057,0,0,0,0,271,60,0,0,56,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0.8,0.7,1.6,0.7,0.6,1.2,0.7,0.6,0.6,0.9,0.8,0.7,1,0.6,1.4,1.1,0.6,1,1.4,0.9,0.7,1,0.6,1.1,1.1,0.8
Aleksandar,Kolarov,DEF,MCI,5800000,2,22,2,3.44827586206897E-07,3.79310344827586E-06,0,114010,4,9,0,0,0,0,0,3.8,2879,-2,0,22,2,0.5,0,3,0,0,2,0,0,3.6,43581,1,429,0,0,932,2159,0,0,157,Burnley,Chelsea,Leicester,Watford,Arsenal,1.2,1.5,1,1.7,2.4,1.8,2.3,2,1.2,1.7,2.4,1.6,1.6,1.3,1.2,2,2.7,2.6,1.2,1.7,1.7,1.7,1.7,1.8,1.5,1.5
Vincent,Kompany,DEF,MCI,5900000,1,3,0.0833333333333333,1.41242937853107E-08,5.08474576271186E-07,0,15621,1,1,0,0,0,0,0,0.5,1110,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.4,4771,0,173,0,0,114,91,0,0,13,Burnley,Chelsea,Leicester,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0833333333333333,1.63398692810458E-08,5.88235294117647E-07,0,62490,0,0,0,0,0,0,0,0.6,1092,-4,0,3,4,0,0,0,0,0,0,0,0,0.8,12296,0,289,0,0,46,29,0,0,9,Southampton,Man Utd,Watford,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine,Kone,DEF,SUN,4400000,6,19,1.9,4.31818181818182E-07,4.31818181818182E-06,0,63004,0,17,0,0,0,0,0,4.3,983,-1,0,19,1,0.6,0,2.7,0,0,1,0,0,1.2,16322,0,176,0,0,900,1007,0,0,142,Liverpool,Leicester,Swansea,Chelsea,Watford,2,1.5,1.5,1.5,1.7,1,1,2.7,2,1.4,1.7,1.7,1.9,1,1.3,1.4,1.9,1.2,1,1.3,2.7,2.2,2.3,1.5,1.6,1
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0,0,0,0,5112,0,0,0,0,0,0,0,0,93,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,418,0,0,0,0,0,11,-1,0,0,Leicester,Hull City,Southampton,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Koscielny,DEF,ARS,6600000,2,56,5.1,7.72727272727273E-07,8.48484848484848E-06,0,138542,1,8,0,0,0,2,0,8.6,10108,6,-1,56,-6,0.3,0,1.7,8,0,4,0,0,21.4,698266,0,493,0,2,990,43210,1,0,272,Bournemouth,West Ham,Stoke,Everton,Man City,7.4,6.7,6.4,5.6,5.9,6.3,6.4,6.4,7.1,7,6.4,5.6,6.3,6.8,6.6,6,6.8,5.4,7,7.2,6.8,5.7,6.2,5.2,7.1,6.5
Cheikhou,Kouyate,MID,WHU,5100000,2,26,2.2,4.31372549019608E-07,5.09803921568627E-06,0,76784,1,23,0,0,0,0,0,5.1,1274,-4,0,26,4,0.4,0,2,0,0,3,0,0,1,17278,0,498,0,0,1080,317,0,0,152,Man Utd,Arsenal,Liverpool,Burnley,Hull City,1.4,1.1,1.1,2.3,1.6,1.6,1.4,1.9,1.5,1.7,1.3,1.2,1.6,1.3,1.4,1.1,2.6,1.4,1.1,1.7,1.7,2,1.4,1.6,1.2,1.1
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6323,0,0,0,0,0,141,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,8,0,0,0,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,19392,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2909,0,0,0,0,0,10,0,0,0,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,7100000,0,59,1.63888888888889,2.30829420970266E-07,8.30985915492958E-06,0,540813,1,12,0,0,0,3,0,8.2,79108,1,1,59,-1,0.7,0,4.7,8,0,2,0,5,8.2,601626,0,416,0,2,766,2869,-1,0,229,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0,0,0,1,0.8,1,0.8,1,0.8,1.1,0.9,0.8,1,0.8,0.8,1.5,0.8,1.3,1.3,0.8,0.8,0.9,0.8,1.1,0.8,1.2
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,7687,0,0,0,0,0,0,0,0.2,52,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1156,0,72,0,0,13,6,0,0,3,Hull City,Watford,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6700000,0,28,0.777777777777778,1.16086235489221E-07,4.17910447761194E-06,0,501404,1,2,0,0,0,1,0,4.2,7729,-3,0,28,3,0,1,0,4,0,4,0,1,4.4,301424,0,519,0,0,595,43,0,0,93,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Manuel,Lanzini,MID,WHU,6400000,8,39,1.08333333333333,1.69270833333333E-07,6.09375E-06,0,14866,1,15,0,0,0,3,0,6.1,915,-1,0,39,1,0.7,0,4.3,5,0,3,0,0,0.3,21682,0,381,0,1,672,1917,0,0,173,Man Utd,Arsenal,Liverpool,Burnley,Hull City,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,14,-3,0,0,3,0,0,0,0,0,0,0,0,0,147,0,58,0,0,0,11,0,0,0,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Leadbitter,MID,MID,4800000,1,2,0.0555555555555556,1.15740740740741E-08,4.16666666666667E-07,0,415,0,0,0,0,0,0,0,0.4,12,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0,176,0,0,0,0,30,11,0,0,6,Leicester,Hull City,Southampton,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Ledley,MID,CRY,4500000,0,22,0.611111111111111,1.35802469135802E-07,4.88888888888889E-06,0,24986,0,12,0,0,0,1,0,4.9,2059,0,0,22,0,0.2,0,1,1,0,1,0,0,0.6,20937,0,121,0,0,577,30,0,0,107,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4400000,1,18,0.5,1.13636363636364E-07,4.09090909090909E-06,0,12715,0,6,0,0,0,0,0,4.1,326,-1,0,18,1,0.2,0,1,0,0,2,0,1,0.2,12564,0,56,0,0,287,94,0,0,76,Swansea,Southampton,Hull City,Man Utd,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4300000,0,8,0.222222222222222,5.16795865633075E-08,1.86046511627907E-06,0,21105,0,2,0,0,0,0,0,1.9,854,-2,0,8,2,0.1,0,0.3,0,0,0,0,1,0.4,18911,0,28,0,0,86,252,0,0,27,Hull City,Watford,Chelsea,Swansea,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,44931,0,0,0,0,0,0,0,0,1636,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,49765,0,0,0,0,0,2094,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,EVE,5600000,2,5,0.138888888888889,2.48015873015873E-08,8.92857142857143E-07,0,11227,0,2,0,0,0,0,0,0.9,92,-4,0,5,4,0.2,0,1.3,0,0,0,0,0,0.2,1382,0,278,0,0,115,39,0,0,24,Southampton,Man Utd,Watford,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,2390,0,1,0,0,0,0,0,0.3,17,-1,0,2,1,0,0,0,0,0,0,0,0,0,162,0,180,0,0,69,5,0,0,12,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,5700000,0,15,0.416666666666667,7.30994152046784E-08,2.63157894736842E-06,0,36552,0,6,0,0,0,0,0,2.6,1191,-3,0,15,3,0.2,0,1.3,0,0,2,0,1,0.4,10021,0,318,0,0,334,484,0,0,67,West Ham,Everton,Tottenham,Crystal Palace,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,2,23,1.9,3.95833333333333E-07,4.79166666666667E-06,0,4527,1,27,0,0,0,0,0,4.8,151,-2,0,23,2,0.4,0,2,0,0,1,0,1,0.1,2505,0,0,0,0,1029,85,0,1,171,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,1.1,1.6,1,1,1,1,1.4,1.1,1.4,1,1.3,1,1,1.7,1.3,1.2,1,1.1,1.3,1,1.2,1.3,1.1,1.8,1.2,1.1
Fernando,Llorente,FWD,SWA,6100000,0,24,2.7,4.42622950819672E-07,3.9344262295082E-06,0,138443,0,16,0,0,0,1,0,3.9,2885,-4,0,24,4,0.2,0,1,1,0,1,0,1,1.2,72411,0,0,0,0,698,862,0,0,61,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,2.7,2.2,2.8,2.7,2.7,2.9,2.6,3.2,2,2.6,2.4,2.9,3.1,2,3.1,3.6,2,2.1,2.4,2.7,2.4,2.4,2.3,2.7,2.7,2.4
Hugo,Lloris,GLK,TOT,5500000,1,39,3.9,7.09090909090909E-07,7.09090909090909E-06,0,198688,0,7,0,20,0,0,0,7.1,10295,0,0,39,0,0.3,0,1.7,1,0,4,0,0,6.8,139479,0,419,0,0,844,1644,0,0,181,Chelsea,Swansea,Man Utd,Hull City,Burnley,3.2,4.6,3.1,4.8,5.3,4.3,3.9,4.4,4.8,3.5,3.1,4.3,4.5,5.4,5,4.8,5.3,3.2,4.4,4.9,5.8,2.5,5.3,4.6,3.9,4.4
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0277777777777778,5.44662309368192E-09,1.96078431372549E-07,0,3657,0,0,0,0,0,0,0,0.2,30,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,334,0,68,0,0,9,5,0,0,3,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,30363,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4093,0,0,0,0,0,41,0,0,0,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4726,0,0,0,0,0,432,0,0,0,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,1,9,1.1,1.80327868852459E-07,1.47540983606557E-06,0,435624,1,5,0,0,0,0,0,1.5,1319,-4,0,9,4,0,0,0.3,0,0,0,0,0,3.2,50940,0,435,0,0,349,762,0,0,21,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.6,0.9,0.6,0.6,0.6
Donald,Love,DEF,SUN,4000000,1,4,0.111111111111111,2.77777777777778E-08,1E-06,0,81739,1,5,0,0,0,0,0,1,3613,0,1,4,0,0.2,0,0.7,0,0,0,0,0,4.3,210318,0,3,0,0,198,5586,-1,0,37,Liverpool,Leicester,Swansea,Chelsea,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5000000,6,35,3.9,7.8E-07,7E-06,0,107140,2,11,0,0,0,2,0,7,2539,0,0,35,0,0.9,0,4.3,2,0,2,0,0,6.1,222274,0,248,0,0,810,31462,0,0,172,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,4.5,4,5.8,4.1,3.1,5.5,4.2,3,2.9,4.7,4.5,4.2,5,2.4,5.4,5.4,3.3,5.1,5.8,4.8,4.1,5.2,3.7,5.3,4.5,4.4
Matthew,Lowton,DEF,BUR,4500000,0,29,2.4,5.33333333333333E-07,6.44444444444444E-06,0,14872,3,19,0,0,0,0,0,6.4,1425,0,0,29,0,0.5,0,2.3,2,0,3,0,0,0.8,30849,0,0,0,0,1080,525,0,0,201,Man City,Stoke,Bournemouth,West Ham,Tottenham,2.2,2.2,3.3,2.5,1.4,2.3,2.3,1.3,2.9,2.7,2.4,1.5,2.3,1.8,1.8,2.4,1.2,2.7,3,1.6,1.2,2.1,2,2.6,1.6,3.6
Leiva,Lucas,MID,LIV,4400000,0,5,0.138888888888889,3.15656565656566E-08,1.13636363636364E-06,0,7196,1,2,0,0,0,0,0,1.1,284,-1,0,5,1,0.2,0,0.7,0,0,0,0,0,0.2,7866,0,253,0,0,192,85,0,0,28,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,3401,0,0,0,0,0,0,0,0,165,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4261,0,0,0,0,0,148,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9800000,2,71,6.5,6.63265306122449E-07,7.24489795918367E-06,0,542978,0,12,0,0,0,7,0,7.2,117664,8,1,71,-8,0.5,0,5.3,13,0,3,0,3,33.3,1513518,0,754,0,2,926,19210,-1,0,254,Southampton,Man Utd,Watford,Arsenal,Liverpool,7.3,9.2,7.1,8.7,9.8,6.6,7.8,9.6,9.4,7.9,7.8,9.8,7.9,9.8,6.8,9.4,9.3,7,7,9.8,9.8,7.1,8.8,8,9.5,7.5
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3584,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.1,158,0,3,0,0,0,3,0,0,0,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,17,0,0,0,Burnley,Chelsea,Leicester,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,0,8,1.1,2.5E-07,1.81818181818182E-06,0,1088,0,14,0,0,0,0,0,1.8,94,-1,0,8,1,0.3,0,1.3,0,0,0,0,1,0,1463,0,0,0,0,378,31,0,0,84,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.6,0.6,0.7,0.6,1,0.6,0.6,0.6,0.9,0.6,0.6,1.2,1.1,0.7,0.6,0.6,0.6,1.2,0.6,0.6,0.9,0.6,0.7,0.6,0.8,0.6
Riyad,Mahrez,MID,LEI,9000000,8,39,3.3,3.66666666666667E-07,4.33333333333333E-06,0,756583,2,18,0,0,0,2,0,4.3,5351,-5,0,39,5,0.5,1,4.7,2,0,3,0,2,10.2,90365,0,994,0,0,944,2695,0,0,134,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,3.7,2.8,2.7,1.7,2.2,3.9,3.4,2.8,2.9,2,1.9,3.8,2.6,2.6,3.3,1.6,1.7,3.3,4.6,1.8,2.2,3.2,2,3.7,1.6,3.9
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,22,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,38,0,0,0,0,2,7,0,0,5,Bournemouth,West Ham,Stoke,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4500000,0,15,0.416666666666667,9.25925925925926E-08,3.33333333333333E-06,0,74594,0,5,0,0,0,1,0,3.3,3121,0,0,15,0,0,0,0,2,0,0,0,1,0.9,88038,0,0,0,1,151,10,0,0,55,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steve,Mandanda,GLK,CRY,4400000,0,19,2.1,4.77272727272727E-07,4.31818181818182E-06,0,93708,0,17,0,24,0,0,0,4.3,7642,-1,0,19,1,0.3,0,1.3,0,0,0,0,0,3.1,41572,0,0,0,0,810,78,0,0,120,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,2,2,1.3,1.5,1.7,2.8,1.6,2.7,1.8,1.9,1.5,2.3,1.5,1.9,1.8,1.8,1.4,1.9,2.5,1.6,2.5,2,1.5,1.7,1.3
Sadio,Mane,MID,LIV,9100000,3,64,5.8,6.37362637362637E-07,7.03296703296703E-06,0,459118,1,11,0,0,0,6,0,7,14961,1,0,64,-1,0.7,0,6,4,0,3,0,2,15.7,494329,0,635,0,1,959,22662,0,0,208,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,8.6,5,7.3,7.2,5.1,7.1,6.1,6.7,6.2,7.4,6.5,6.2,7,6.2,5.5,8.7,4.7,8,8.1,6.1,5.7,6.8,5.9,7.4,5,7.7
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,19780,0,0,0,0,0,0,0,0,79,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,721,0,235,0,0,0,6,0,0,0,Burnley,Chelsea,Leicester,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,4476,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8226,0,0,0,0,0,208,0,0,0,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4300000,0,3,0.0833333333333333,1.93798449612403E-08,6.97674418604651E-07,0,30634,0,4,0,4,0,0,0,0.7,223,-2,0,3,2,0,0,0,0,0,0,0,0,0.4,4063,0,210,0,0,180,66,0,0,25,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
