FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,20790,0,0,0,0,0,0,0,0,162,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,14461,0,62,0,0,0,47,0,0,0,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5400000,0,4,0.148148148148148,2.74348422496571E-08,7.40740740740741E-07,0,35048,0,1,0,0,0,0,0,0.7,416,-6,1,4,6,0.2,0,1,0,0,0,0,0,0.3,2066,0,0,0,0,102,138,-1,0,9,Bournemouth,Man City,Chelsea,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Robertson,DEF,HUL,4400000,0,13,1.6,3.63636363636364E-07,2.95454545454545E-06,0,51023,2,17,0,0,0,0,0,2.9,8439,-1,1,13,1,0,0,0,1,0,1,0,0,1.2,47920,0,0,0,0,692,11,-1,0,115,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,1.2,1.4,1.9,0.8,0.9,1.3,1.5,0.9,0.9,1.8,2.4,1.3,0.8,0.8,1,1.6,0.8,1,1.9,0.8,1.3,1.1,1.7,1.3
Paul,Robinson,GLK,BUR,4000000,0,0,0,0,0,0,28263,0,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8967,0,0,0,0,0,258,0,0,0,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4800000,0,0,0,0,0,0,2715,0,0,0,0,0,0,0,0,91,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,564,0,110,0,0,0,21,0,0,0,West Ham,Chelsea,Swansea,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,5000000,4,7,0.259259259259259,5.18518518518519E-08,1.4E-06,0,5182,0,0,0,0,0,0,0,1.4,462,0,0,7,0,0.3,0,1.7,0,0,0,0,1,0.2,9756,0,0,0,0,45,1684,0,0,30,Man City,Leicester,Burnley,Hull City,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jay,Rodriguez,MID,SOU,6300000,0,11,0.407407407407407,6.46678424456202E-08,1.74603174603175E-06,0,15298,0,3,0,0,0,1,0,1.7,349,-2,0,11,2,0,0,0.3,2,0,0,0,0,0.2,3622,0,56,0,0,89,37,0,0,23,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Rodwell,MID,SUN,4500000,1,15,2.1,4.66666666666667E-07,3.33333333333333E-06,0,60454,2,11,0,0,0,0,0,3.3,3059,0,0,15,0,0.3,0,1.3,1,0,0,0,1,1.2,64341,0,112,0,0,549,85,0,0,79,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,1,1,1.3,1,2.6,1.5,1.5,1.6,1.3,1,1.1,1.5,1.2,1.5,1.3,1.6,1,1.3,1.9,2.2,1.4,1.2,1.9,1.4,1,2,1.6,1.6,1
Marcos,Rojo,DEF,MUN,5200000,0,0,0,0,0,0,13199,0,2,0,0,0,0,0,0,296,-3,0,0,3,0,0,0,0,0,0,0,0,0.4,1442,0,192,0,0,39,600,0,0,4,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,2439,0,0,0,0,0,0,0,0,100,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,466,0,40,0,0,0,19,0,0,0,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6600000,2,37,4.1,6.21212121212121E-07,5.60606060606061E-06,0,183321,0,10,0,0,0,3,0,5.5,21690,1,1,37,-1,0.3,0,2,5,0,2,0,1,5.1,273548,0,354,0,0,744,5626,-1,0,96,Man City,Leicester,Burnley,Hull City,Watford,5.5,3.7,5.8,6,4.4,3.7,4.9,4.7,4.2,4,5.1,3.4,5.7,4.9,4.7,4.6,5.5,4.9,4,3.8,3.9,4.6,5,5.7,4.9,5.9,3.9,4.9,5.2
Wayne,Rooney,FWD,MUN,8600000,0,21,0.777777777777778,9.04392764857881E-08,2.44186046511628E-06,0,217016,3,7,0,0,0,1,0,2.4,7328,-4,1,21,4,0.1,0,0.7,1,0,2,0,2,2.6,99164,0,509,0,0,492,266,-1,0,97,Burnley,Swansea,Arsenal,West Ham,Everton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Danny,Rose,DEF,TOT,5900000,5,31,6.2,1.05084745762712E-06,5.25423728813559E-06,0,182249,3,2,0,0,0,1,0,5.3,2417,-1,0,31,1,0.8,0,5,3,0,3,0,1,5.7,101601,0,346,0,1,450,9144,0,0,109,Leicester,Arsenal,West Ham,Chelsea,Swansea,9.3,7.9,9.1,6,8.5,5.8,8.2,9.3,6.9,7.6,9,8.9,6.2,7.1,7.9,6.9,8.8,8.8,7.7,9.3,6.3,7.7,8.6,9.3,4.9,8.5,7.2,8.2,8.4
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5881,0,0,0,0,0,233,0,0,0,Man City,Leicester,Burnley,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4700000,3,14,2,4.25531914893617E-07,2.97872340425532E-06,0,19805,0,8,0,0,0,0,0,3,369,-3,0,14,3,0.5,0,2.3,0,0,2,0,0,0.3,6368,0,269,0,0,488,321,0,0,60,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,1.4,1.5,1.2,1.1,1,1.8,1.3,2,1.1,1.6,1.4,1,1,1.3,1,2.2,1,1.8,1.7,1,1.4,1.1,1.1,1.6,1.1,1.4,1.3,1.7,1.2
Bacary,Sagna,DEF,MCI,5300000,0,14,0.518518518518518,9.78336827393431E-08,2.64150943396226E-06,0,205360,1,3,0,0,0,0,0,2.6,7217,-2,1,14,2,0,0,0,0,0,1,0,1,2.3,23892,0,386,0,0,347,49,-1,0,73,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Diafra,Sakho,FWD,WHU,5800000,0,0,0,0,0,0,4243,0,0,0,0,0,0,0,0,121,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1072,0,286,0,0,0,57,0,0,0,Everton,Stoke,Tottenham,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou,Sakho,DEF,LIV,4700000,0,0,0,0,0,0,2847,0,0,0,0,0,0,0,0,80,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,399,0,273,0,0,0,22,-1,0,0,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5400000,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,41,-1,0,0,1,0,0,0,0,0,0,0,0,0,208,0,220,0,0,0,21,0,0,0,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11300000,3,57,6.3,5.57522123893805E-07,5.04424778761062E-06,0,256293,0,8,0,0,0,4,0,5,23223,3,0,57,-3,0.3,1,3.7,6,0,4,0,4,24.1,810967,0,690,0,2,728,31739,0,0,171,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,8.4,6.9,8.1,8.6,7,7,7.1,6.4,7.1,6.7,6.3,8.7,9.1,7.3,6,6.4,6.9,5.2,9.4,7.7,6.4,6.8,7.9,9.3,8.5,6.2,8.3,7.9,7.5
Leroy,Sane,MID,MCI,7600000,7,12,0.444444444444444,5.84795321637427E-08,1.57894736842105E-06,0,24062,0,2,0,0,0,0,0,1.6,334,-4,0,12,4,0.4,0,3.3,2,0,0,0,1,0.2,5320,0,0,0,0,213,1534,0,0,52,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0,0,0,0,6535,0,0,0,0,0,0,0,0,226,-3,1,0,3,0,0,0,0,0,0,0,0,0.2,2258,0,0,0,0,0,133,-1,0,0,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4900000,0,2,0.0740740740740741,1.51171579743008E-08,4.08163265306122E-07,0,12917,0,2,0,0,0,0,0,0.4,232,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,866,0,236,0,0,95,58,0,0,14,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,5000000,3,27,3.9,7.8E-07,5.4E-06,0,245521,0,10,0,30,0,0,0,5.4,8146,0,0,27,0,0.9,0,4.7,3,0,2,0,0,8.8,65798,0,475,0,0,596,1294,0,0,143,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,3.2,5.3,3.1,4.5,3,4.8,2.7,3.9,5.1,5.8,3.1,5.2,3,2.3,4.7,3.2,5.8,4.8,4.2,3.7,5.8,5.6,2.3,4.1,5.8,3.1,4.9,2.3,5.8
Morgan,Schneiderlin,MID,MUN,4600000,0,1,0.037037037037037,8.05152979066022E-09,2.17391304347826E-07,0,9820,0,0,0,0,0,0,0,0.2,247,-4,1,1,4,0,0,0,0,0,0,0,0,0.2,1137,0,317,0,0,6,28,-1,0,3,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5200000,0,0,0,0,0,0,5308,0,0,0,0,0,0,0,0,120,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,538,0,200,0,0,0,27,0,0,0,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6400000,15,32,6.4,1E-06,5E-06,0,280400,1,2,0,0,0,3,0,5.1,2058,-1,-1,32,1,1,0,6.7,5,0,3,0,0,5.8,164815,0,302,0,1,446,89767,1,0,98,Swansea,West Ham,Bournemouth,Watford,Burnley,7.9,6.9,9.1,8.3,9.6,6.3,8,9.6,5,5.9,7.8,8.2,8.8,8,7.5,7.2,6,8,6.2,7.4,7.4,6.9,6.3,6.9,8.7,7.3,6.1,5.4,6.7
Luke,Shaw,DEF,MUN,5400000,0,22,0.814814814814815,1.50891632373114E-07,4.07407407407407E-06,0,576431,0,5,0,0,0,0,0,4,35569,-1,1,22,1,0.1,0,0.3,2,0,2,0,1,13.4,347829,0,92,0,1,435,5782,-1,0,108,Burnley,Swansea,Arsenal,West Ham,Everton,0.6,0.4,1,0.7,0.4,0.6,0.5,0.4,0.5,0.4,0.6,0.8,0.5,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,0.4,0.5
Ryan,Shawcross,DEF,STK,4900000,11,25,2.8,5.71428571428571E-07,5.10204081632653E-06,0,32789,3,16,0,0,0,0,0,5.1,810,-1,0,25,1,1.3,0,6.3,2,0,2,0,2,2,26995,0,176,0,1,810,14741,0,0,142,Swansea,West Ham,Bournemouth,Watford,Burnley,2.4,3.6,3.8,2.7,3.4,3.9,3.3,3,3.5,2,2.5,2.7,2.3,2.6,2.8,3.2,2.8,2.2,2.1,2.7,1.6,2.1,4,2.4,2.8,3.8,2.4,3.6,2.7
,Sheyi Ojo,MID,LIV,4800000,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,60,0,81,0,0,0,1,0,0,0,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7200000,2,33,3.7,5.13888888888889E-07,4.58333333333333E-06,0,195270,1,15,0,0,0,2,0,4.6,4821,-3,0,33,3,0.6,0,4.3,4,0,1,0,1,3.5,36663,0,586,0,0,717,5091,0,0,123,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,3.6,3.9,3.2,3,2.7,4.4,3.5,4.9,3,4.2,3.7,2.1,2.1,3.4,2.8,5.1,2.6,4.5,4.3,2.7,3.8,3.1,3.1,4,3.2,3.8,3.5,4.3,3.2
David,Silva,MID,MCI,8700000,2,24,3,3.44827586206897E-07,2.75862068965517E-06,0,174293,1,8,0,0,0,0,0,2.8,2828,-3,0,24,3,0.4,0,3.7,2,0,1,0,2,2.4,42838,0,351,0,0,693,2307,0,0,148,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,2.2,3.1,2.3,1.9,2.6,2.2,2.7,1.7,2.8,1.5,3.7,1.9,2.6,1.9,2.8,1.6,3.2,2.8,2.6,2,1.7,1.5,2.3,1.8,2.7,3.3,2.4,4.1,2.6
Danny,Simpson,DEF,LEI,5000000,2,21,2.6,5.2E-07,4.2E-06,0,52403,3,10,0,0,0,0,0,4.2,2276,0,0,21,0,0.5,0,2.7,1,0,3,0,0,1.6,11745,0,390,0,0,655,261,0,0,121,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,1.7,3.1,1.6,2.5,1.6,2.7,1.4,2.5,2.9,3.9,1.6,3,1.5,1.3,2.6,1.6,3.9,2.7,2.8,2.5,3.8,3.3,1.3,2.2,3.6,1.6,2.8,1.3,3.9
Jerome,Sinclair,FWD,WAT,4800000,0,0,0,0,0,0,12266,0,0,0,0,0,0,0,0,247,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3487,0,0,0,0,0,321,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6800000,1,12,0.444444444444444,6.5359477124183E-08,1.76470588235294E-06,0,8789,1,1,0,0,0,0,0,1.8,1233,-2,0,12,2,0.3,0,2.3,0,0,3,0,0,0.1,9618,0,0,0,0,326,156,0,0,26,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8500000,5,23,4.6,5.41176470588235E-07,2.70588235294118E-06,0,64639,0,5,0,0,0,2,0,2.7,10007,0,0,23,0,0.3,0,2.7,3,0,3,0,1,1.6,112826,0,0,0,1,355,5045,0,0,73,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,2.7,6.5,3.9,5.9,4.3,6.9,2.6,4,6.5,6.7,4.3,6.5,3.3,3.1,6.3,4.6,6.9,6.5,3.5,3.9,6.4,6.9,3.3,4.4,6.2,3.9,6,4.2,6.9
Chris,Smalling,DEF,MUN,5900000,0,19,2.7,4.57627118644068E-07,3.22033898305085E-06,0,32786,0,9,0,0,0,1,0,3.2,3283,-1,0,19,1,0.5,0,2.7,0,0,1,0,0,1.4,15374,0,381,0,0,453,1255,0,0,105,Burnley,Swansea,Arsenal,West Ham,Everton,0,2.4,3.6,3.9,1.8,3.5,3.1,2.4,3.1,2.3,3.3,4,3.4,2.5,1.4,2.6,1.8,3.8,2.3,2.3,2.9,2.7,2.3,2.8,1.8,2.5,3.6,2.4,3.3
Adam,Smith,DEF,BOU,4800000,6,38,4.2,8.75E-07,7.91666666666667E-06,0,95575,3,12,0,0,0,1,0,8.1,3817,3,-1,38,-3,0.8,0,3.7,3,0,3,0,2,13.1,495210,0,297,0,1,810,56488,1,0,205,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,3.6,6.1,4.3,4.6,6.3,2.7,6.1,6.3,2.6,3.7,6.1,4.3,5.4,6.1,2.8,5.3,3.6,2.4,6.3,5.3,3.5,3.9,5.7,3.7,4.9,3.5,6.2,6.3,2.1
Bradley,Smith,DEF,BOU,4000000,0,0,0,0,0,0,99071,0,0,0,0,0,0,0,0,7749,0,0,0,0,0,0,0,0,0,0,0,0,3.6,56083,0,35,0,0,0,352,0,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,HUL,5600000,2,38,4.2,7.5E-07,6.78571428571429E-06,0,283608,1,21,0,0,0,3,0,6.7,107911,1,1,38,-1,0.3,0,1.7,6,0,1,0,0,4.9,388789,0,0,0,0,767,405,-1,0,135,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,3.5,6,3.2,3.5,4.1,3,3.8,4.5,4.6,3.5,4.8,2.7,3.8,4.9,4.6,3.7,4.2,3.3,4.1,3.7,4.7,3.6,4,4.9,4.7,3.4
Ramadan,Sobhi,MID,STK,4900000,0,2,0.0740740740740741,1.51171579743008E-08,4.08163265306122E-07,0,27847,0,1,0,0,0,0,0,0.4,686,-6,1,2,6,0,0,0,0,0,0,0,0,0.4,4012,0,0,0,0,16,30,-1,0,7,Swansea,West Ham,Bournemouth,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,53,0,0,0,Southampton,Everton,Middlesbrough,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,7600000,3,47,1.74074074074074,2.29044834307992E-07,6.18421052631579E-06,0,170811,0,2,0,0,0,4,0,6.1,71229,1,1,47,-1,0.4,0,3.3,6,0,4,0,2,11.6,597175,0,244,0,2,439,23326,-1,0,140,Leicester,Arsenal,West Ham,Chelsea,Swansea,2,0.9,1.1,0.9,1.2,0.9,1,1.7,0.9,1,1.1,1.2,0.9,1.1,1.4,0.9,1.1,1.3,0.9,1.3,0.9,1,1.2,1.6,0.9,0.9,0.9,1.5,1.1
Pape,Souare,DEF,CRY,4300000,0,6,0.222222222222222,5.16795865633075E-08,1.3953488372093E-06,0,48252,0,3,0,0,0,0,0,1.4,1108,-2,0,6,2,0,0,0,0,0,0,0,0,0.4,20015,0,354,0,0,270,14,0,0,37,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Julian,Speroni,GLK,CRY,4400000,0,0,0,0,0,0,4622,0,0,0,0,0,0,0,0,184,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,677,0,13,0,0,0,15,0,0,0,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,542,0,0,0,Everton,Stoke,Tottenham,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5600000,0,41,1.51851851851852,2.71164021164021E-07,7.32142857142857E-06,0,18636,1,7,0,0,0,3,0,7.3,14845,1,0,41,-1,1.5,0,8.3,6,0,2,0,3,1.5,73213,0,217,0,1,416,8845,0,0,134,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,1.5,0.8,0.8,0.8,0.8,1.8,1.1,0.8,0.8,0.8,0.8,1.1,0.9,0.8,0.9,0.8,0.8,1,1.1,0.8,0.8,1,0.8,1.3,0.8,1,1.5,0.8
Maarten,Stekelenburg,GLK,EVE,5100000,1,38,4.2,8.23529411764706E-07,7.45098039215686E-06,0,49748,2,8,0,18,0,0,0,7.5,7195,1,0,38,-1,1.3,0,6.7,3,0,2,0,0,5,171264,1,151,2,1,810,11635,0,0,154,West Ham,Chelsea,Swansea,Southampton,Man Utd,6.1,3.4,4.9,4.4,4.7,4.5,5.7,6.3,2.7,5.2,6,4.9,5.4,5.2,6.3,4.5,5.8,4.6,5.4,4.8,4.8,3.3,5.7,6.2,5,5.3,4.6,5,5.5
Jack,Stephens,DEF,SOU,4000000,0,0,0,0,0,0,5553,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5320,0,0,0,0,0,244,0,0,0,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,8400000,2,49,5.4,6.42857142857143E-07,5.83333333333333E-06,0,481562,3,9,0,0,0,4,0,5.8,67272,4,1,49,-4,0.2,0,1.7,5,0,1,0,3,20.7,1143366,0,400,0,2,775,26262,-1,0,167,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,5.5,7.1,5.7,4.9,6.2,5.5,6.5,4.5,6.6,3.4,8,5,6.2,4.9,6.6,4.3,7.3,6.5,6.3,5.2,4.5,4.1,5.7,4.8,6.4,7.4,6,8.1,6.2
Kevin,Stewart,DEF,LIV,4400000,0,4,0.148148148148148,3.36700336700337E-08,9.09090909090909E-07,0,3587,0,0,0,0,0,0,0,0.9,210,-1,0,4,1,0,0,0,0,0,0,0,0,0.1,1883,0,69,0,0,20,43,0,0,12,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
John,Stones,DEF,MCI,5000000,2,14,1.6,3.2E-07,2.8E-06,0,532368,1,9,0,0,0,0,0,2.8,37915,0,0,14,0,0.3,0,1.7,0,0,0,0,0,25.6,258047,0,336,0,0,727,9784,0,0,134,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,1,0.9,1.4,0.8,1.2,0.8,1.1,2.1,1.3,1.5,1.6,0.8,1.7,1.6,1.1,0.9,1,1,1.8,2.1,2.1,0.8,1.1,1,1.3,1,1.5,1.4,1
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2071,0,0,0,0,0,88,0,0,0,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,5100000,1,27,3.9,7.64705882352941E-07,5.29411764705882E-06,0,196281,2,7,0,0,0,3,0,5.3,16744,1,0,27,-1,0.5,0,2.7,4,0,1,0,0,5.7,364565,0,0,0,1,509,16516,0,0,117,Bournemouth,Man City,Chelsea,Leicester,Hull City,4.7,4.9,4.1,3.8,4.4,4.1,4.9,4.1,4,4,5.1,4.6,4.3,4.1,3.6,4.1,5.1,4.7,5,3.9,5.2,5.8,5.1,3.1,3.4,4.7,3.8,4.2,4.8
Daniel,Sturridge,FWD,LIV,9900000,0,15,2.1,2.12121212121212E-07,1.51515151515152E-06,0,55202,1,3,0,0,0,0,0,1.5,5521,-1,0,15,1,0.1,0,0.7,0,0,1,0,2,1.1,44144,0,283,0,0,347,3544,0,0,35,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,1.7,1.7,1.2,2.5,1,2.1,1.6,1.2,1.9,2.3,1.7,1.1,2,2,2.6,1.8,1.1,1.4,2.5,1.6,2,2.3,1.5,1.5,2,1.4,2.1,1.5,1.7
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,6481,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.1,198,0,69,0,0,0,5,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
