FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Arthur,Masuaku,DEF,WHU,4800000,0,11,2.2,4.58333333333333E-07,2.29166666666667E-06,0,22073,1,13,0,0,0,0,0,2.3,607,-2,0,11,2,0,0,0,1,0,1,0,1,0.2,17447,0,0,0,0,436,3,0,0,107,Everton,Stoke,Tottenham,Man Utd,Arsenal,0,2.8,1.9,1.2,2.9,2.5,2.5,1.7,1.8,1.1,1.7,2.4,1.8,1.8,1.7,2.1,1.8,2,1.6,2.2,2.2,3,1.8,1.7,1.9,2.6,2.6,3.1,1.3
Juan,Mata,MID,MUN,7400000,1,31,4.4,5.94594594594595E-07,4.18918918918919E-06,0,89925,0,6,0,0,0,2,0,4.2,6194,-1,0,31,1,0.2,0,1.3,3,0,3,0,1,2.6,103091,0,586,0,0,445,19484,0,0,135,Burnley,Swansea,Arsenal,West Ham,Everton,6.2,4.8,3.3,4.6,3.6,4.7,4.1,3.9,6.2,5.4,3.5,3.9,4.1,4.3,4,4.9,3.1,5.9,3.4,5.6,4.8,5.1,4.9,4.7,3.5,5,3.1,2.9,4.5
Nemanja,Matic,MID,CHE,5000000,6,35,3.9,7.8E-07,7E-06,0,60637,2,9,0,0,0,0,0,7,3409,0,0,35,0,1.1,0,5.7,0,0,4,0,5,3.5,86979,0,373,0,0,775,25448,0,0,174,Southampton,Everton,Middlesbrough,Tottenham,Man City,2.6,4.4,4.5,4.1,2.3,4.2,3.9,3.2,5.1,4.1,2.2,3,3.7,2,2.9,2.7,4.3,2.7,4.3,3.2,3.9,3.7,2.3,3.3,4.4,2.7,4.7,3,5.4
Joel,Matip,DEF,LIV,5400000,2,18,2.6,4.81481481481482E-07,3.33333333333333E-06,0,37569,1,6,0,0,0,0,0,3.3,2003,-1,0,18,1,0.7,0,3.7,1,0,1,0,0,1.9,30537,0,0,0,0,630,3805,0,0,120,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,2.8,2.5,2.1,3,1.8,3.8,2.1,1.6,3.6,2.4,2.1,1.4,2.4,2.7,2.6,3.4,1.3,3.6,3.3,1.6,2.6,3.7,3.1,2.1,3.2,2.1,3.2,3.1,2.2
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,4,0,0,0,5,0,0,0,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,4500000,7,7,0.259259259259259,5.76131687242798E-08,1.55555555555556E-06,0,189,0,0,0,0,0,0,0,1.6,21,0,0,7,0,0.5,0,2.3,1,0,1,0,0,0,617,0,0,0,0,90,337,0,0,30,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dieumerci,Mbokani,FWD,HUL,5500000,0,6,0.222222222222222,4.04040404040404E-08,1.09090909090909E-06,0,3073,0,4,0,0,0,0,0,1.1,374,0,0,6,0,0.1,0,0.7,0,0,0,0,1,0,4086,0,0,0,0,104,22,0,0,18,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McArthur,MID,CRY,4900000,2,30,4.3,8.77551020408163E-07,6.12244897959184E-06,0,22430,1,10,0,0,0,2,0,6.1,5138,-1,0,30,1,0.4,0,2,4,0,0,0,1,1,56571,0,282,0,0,572,1784,0,0,117,Liverpool,Burnley,Man City,Swansea,Southampton,3.2,3.9,3.7,5.1,4.4,5.2,5,4,4.9,3.5,4.3,3.9,4.4,3.4,5.5,4.5,4.8,4.3,4,4.3,3.2,3.8,2.7,6.2,2.7,5.6,3.4,3.7,4.6
Gareth,McAuley,DEF,WBA,4800000,8,37,4.1,8.54166666666667E-07,7.70833333333333E-06,0,183991,0,10,0,0,0,2,0,7.7,12176,3,0,37,-3,0.8,0,4,2,0,2,0,0,24.6,681450,0,339,0,1,810,12443,0,0,153,Man City,Leicester,Burnley,Hull City,Watford,4.4,2.9,5.8,5.4,4.5,3.6,4.4,4.3,5.6,4.6,4.4,4.8,5.3,4.7,5.5,5.2,6.1,5.4,3.8,5.3,3.5,4.7,5.6,6,3.8,5.2,3.8,4.9,4.8
Oliver,McBurnie,FWD,SWA,4500000,0,1,0.037037037037037,8.23045267489712E-09,2.22222222222222E-07,0,2741,0,0,0,0,0,0,0,0.2,220,0,0,1,0,0,0,0,0,0,0,0,0,0.1,4424,0,0,0,0,5,172,0,0,3,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,3401,0,0,0,0,0,0,0,0,177,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,547,0,82,0,0,0,15,0,0,0,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4800000,0,4,0.148148148148148,3.08641975308642E-08,8.33333333333333E-07,0,10148,0,3,0,0,0,0,0,0.8,143,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.2,1739,0,365,0,0,161,27,0,0,22,West Ham,Chelsea,Swansea,Southampton,Man Utd,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,5000000,1,25,0.925925925925926,1.85185185185185E-07,5E-06,0,7935,3,6,0,0,0,1,0,5,919,0,0,25,0,0.5,0,2.7,1,0,2,0,2,0.2,7620,0,336,0,0,502,85,0,0,96,Man City,Leicester,Burnley,Hull City,Watford,0,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5
Luke,McGee,GLK,TOT,4000000,0,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2294,0,0,0,0,0,48,0,0,0,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,13,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,McManaman,MID,WBA,4300000,0,0,0,0,0,0,4578,0,0,0,0,0,0,0,0,235,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,1726,0,27,0,0,0,264,-1,0,0,Man City,Leicester,Burnley,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,McNair,DEF,SUN,4400000,1,4,0.148148148148148,3.36700336700337E-08,9.09090909090909E-07,0,9024,0,8,0,0,0,0,0,0.9,494,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.4,3845,1,28,0,0,195,51,0,0,25,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,McQueen,MID,SOU,4500000,2,7,0.259259259259259,5.76131687242798E-08,1.55555555555556E-06,0,441,0,2,0,0,0,0,0,1.6,265,0,0,7,0,0.8,0,3.5,0,0,0,0,1,0.1,2622,0,0,0,0,167,1073,0,0,46,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4500000,2,23,2.6,5.77777777777778E-07,5.11111111111111E-06,0,15515,1,13,0,0,0,0,0,5.1,1129,0,0,23,0,0.6,0,2.7,0,0,2,0,1,0.8,19674,1,0,0,0,810,1314,0,0,157,Man Utd,Crystal Palace,West Brom,Man City,Stoke,1.3,3.4,1.7,2.7,2.7,3.8,2.6,1.8,2.4,3.2,1.3,3.4,2.9,3.2,1.7,2.9,2.1,1.8,2.5,1.7,3.6,3.8,1.7,1.3,2.5,2.4,3,1.5,3.9
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,26834,1,0,0,0,0,0,0,0,580,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,2335,0,0,0,0,52,11,0,0,-1,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per,Mertesacker,DEF,ARS,4900000,0,0,0,0,0,0,4017,0,0,0,0,0,0,0,0,109,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,549,0,265,0,0,0,19,0,0,0,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Meyler,MID,HUL,4500000,1,20,0.740740740740741,1.64609053497942E-07,4.44444444444444E-06,0,9111,1,16,0,0,0,1,0,4.4,1003,0,0,20,0,0.3,0,1.3,0,0,1,0,0,0.4,13421,0,0,0,0,647,374,0,0,121,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3393,0,0,0,0,0,0,0,0,52,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,373,0,18,0,0,0,5,0,0,0,Southampton,Everton,Middlesbrough,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,GLK,LIV,4900000,0,16,3.2,6.53061224489796E-07,3.26530612244898E-06,0,82642,0,8,0,10,0,0,0,3.2,7353,-1,1,16,1,0,0,0,1,0,0,0,0,2.3,64023,0,340,1,0,450,332,-1,0,81,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,3.8,3.4,2.8,4,2.6,4.7,2.9,2.3,4.5,3.3,2.9,2,3.3,3.7,3.5,4.5,1.7,4.4,4.4,2.2,3.6,4.8,3.9,2.9,4.2,2.9,4.2,3.8,3
,Mika,GLK,SUN,4500000,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,7,0,0,0,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,4019,0,0,0,0,0,0,0,0,162,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1650,0,209,0,0,0,26,0,0,0,Southampton,Everton,Middlesbrough,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Milner,MID,LIV,6700000,2,48,6,8.95522388059701E-07,7.16417910447761E-06,0,97431,1,8,0,0,0,4,0,7.2,46341,2,0,48,-2,0.7,0,5,9,0,1,0,1,7,306269,0,508,0,3,701,25316,0,0,217,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0,7.7,5.3,8.9,4.8,7.3,7.9,5.6,7.5,6.9,6.9,6.5,7.8,7.4,7.3,7.4,6.1,5.5,9,4.8,8,8.9,6.3,6.1,7.2,6.9,7.9,5.5,8.1
Tyrone,Mings,DEF,BOU,4500000,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,1,0,0,0,35,0,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Mirallas,MID,EVE,6300000,2,29,1.07407407407407,1.70487948265726E-07,4.6031746031746E-06,0,173823,0,5,0,0,0,1,0,4.5,9382,-2,1,29,2,0.2,0,1.3,1,0,2,0,2,2.3,200328,0,245,0,0,540,408,-1,0,99,West Ham,Chelsea,Swansea,Southampton,Man Utd,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.8,0.5,0.5,0.5,0.5,0.5,1,0.8,0.5,0.5,0.5,0.5,0.5
Henrikh,Mkhitaryan,MID,MUN,8900000,0,4,0.148148148148148,1.66458593424886E-08,4.49438202247191E-07,0,231875,0,2,0,0,0,0,0,0.4,918,-6,0,4,6,0,0,0,0,0,0,0,0,1.3,4548,0,0,0,0,107,128,0,0,8,Burnley,Swansea,Arsenal,West Ham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nacho,Monreal,DEF,ARS,6000000,6,34,3.8,6.33333333333333E-07,5.66666666666667E-06,0,106914,1,9,0,0,0,0,0,5.7,9844,0,0,34,0,0.8,0,4.7,4,0,4,0,0,4.6,50096,0,511,0,0,793,3020,0,0,192,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,5,3.4,5.4,5.1,4.8,3.7,3.6,4.2,4.7,4.1,4.6,5,3.7,3.5,3.6,4.4,4.9,4.4,4.5,3.7,5,5.4,4.5,4.5,4.6,3.5,5.3,3.9
Jefferson,Montero,MID,SWA,5100000,0,4,0.148148148148148,2.90486564996369E-08,7.84313725490196E-07,0,7247,0,2,0,0,0,0,0,0.8,171,-4,0,4,4,0,0,0,0,0,0,0,0,0.1,1726,0,202,0,0,120,7,0,0,30,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4600000,0,3,0.111111111111111,2.41545893719807E-08,6.52173913043478E-07,0,124611,1,3,0,0,0,0,0,0.7,3218,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,1.9,8436,0,394,0,0,110,261,0,0,15,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,5000000,2,30,3.3,6.6E-07,6E-06,0,418683,0,15,0,0,0,1,0,6,29995,0,0,30,0,0.6,0,3,0,0,3,0,0,19.9,212550,0,549,0,0,810,3833,0,0,164,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,2.5,4.2,2.4,3.5,2.3,3.8,2,3.3,4.1,4.9,2.4,4.1,2.3,1.7,3.7,2.4,4.9,3.8,3.5,3.2,4.9,4.5,1.8,3.2,4.9,2.4,3.9,1.7,4.9
James,Morrison,MID,WBA,4700000,0,4,0.148148148148148,3.15208825847124E-08,8.51063829787234E-07,0,2614,1,0,0,0,0,0,0,0.9,87,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0,501,0,266,0,0,75,26,0,0,14,Man City,Leicester,Burnley,Hull City,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Victor,Moses,MID,CHE,5500000,3,25,0.925925925925926,1.68350168350168E-07,4.54545454545455E-06,0,7209,1,0,0,0,0,2,0,4.5,1190,0,0,25,0,0.9,0,5,2,0,3,0,0,0.6,21660,0,127,0,1,316,10304,0,0,103,Southampton,Everton,Middlesbrough,Tottenham,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
Lys,Mousset,FWD,BOU,5200000,0,0,0,0,0,0,2196,0,0,0,0,0,0,0,0,82,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,614,0,0,0,0,0,70,-1,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4300000,0,1,0.037037037037037,8.61326442721792E-09,2.32558139534884E-07,0,3267,0,0,0,0,0,0,0,0.2,152,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,745,0,111,0,0,16,55,0,0,8,Swansea,West Ham,Bournemouth,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Musa,FWD,LEI,7000000,8,15,0.555555555555556,7.93650793650794E-08,2.14285714285714E-06,0,347112,0,7,0,0,0,1,0,2.1,1965,-5,0,15,5,0.5,0,3.3,2,0,1,0,0,3.6,31308,0,0,0,0,301,5127,0,0,50,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Shkodran,Mustafi,DEF,ARS,6000000,5,24,4,6.66666666666667E-07,4E-06,0,13781,1,4,0,0,0,0,0,4,1740,0,0,24,0,0.8,0,4.7,2,0,3,0,0,1.7,64750,0,0,0,0,540,8637,0,0,136,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,4.8,5.4,3.6,5.8,5.4,5.1,4,3.9,4.5,5,4.4,4.9,5.3,4,3.8,3.9,4.7,5.2,4.8,4.8,4,5.3,5.7,4.8,4.8,5,3.8,5.6,4.2
Jordon,Mutch,MID,CRY,4300000,0,1,0.037037037037037,8.61326442721792E-09,2.32558139534884E-07,0,3378,0,1,0,0,0,0,0,0.2,227,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,1963,0,54,0,0,9,120,0,0,7,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4300000,0,0,0,0,0,0,26931,0,0,0,0,0,0,0,0,747,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,1562,0,218,0,0,0,50,0,0,0,Man City,Leicester,Burnley,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.5625E-07,1.5625E-07,0,11674,0,0,0,0,0,0,0,0.2,109,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,839,0,164,0,0,16,13,0,0,0,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Naughton,DEF,SWA,4500000,9,22,2.4,5.33333333333333E-07,4.88888888888889E-06,0,26467,1,15,0,0,0,0,0,4.9,729,0,0,22,0,0.8,0,3.7,3,0,2,0,0,1.2,25806,0,239,0,0,810,2028,0,0,175,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,3.2,1.7,1.8,2.4,2.4,2.3,2.3,2.3,3.1,3,2.9,2.9,3.1,2.5,1.8,2.3,1.7,2.6,2.7,2,1.6,2.7,3.2,2.3,2.9,1.6,1.9,2.2,2.1
Jesus,Navas,MID,MCI,6200000,1,10,0.37037037037037,5.97371565113501E-08,1.61290322580645E-06,0,31566,0,4,0,0,0,0,0,1.6,755,-3,0,10,3,0.2,0,1,0,0,0,0,1,0.6,11013,0,408,0,0,187,172,0,0,36,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Didier,Ndong,MID,SUN,4800000,1,9,1.5,3.125E-07,1.875E-06,0,470,2,8,0,0,0,0,0,1.8,50,-2,1,9,2,0.4,0,1.7,0,0,0,0,0,0,628,0,0,0,0,468,11,-1,0,66,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0.8,0.8,0.8,0.8,1.6,0.9,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,1.1,1.3,0.8,0.8,1.1,0.8,0.8,1.2,0.9,0.9,0.8
Alvaro,Negredo,FWD,MID,6400000,2,31,3.4,5.3125E-07,4.84375E-06,0,894528,0,10,0,0,0,1,0,4.8,46821,-1,0,31,1,0.3,0,1.7,5,0,2,0,2,14.2,916582,0,0,0,1,711,9580,0,0,72,Bournemouth,Man City,Chelsea,Leicester,Hull City,3.8,4.1,3.3,3.1,3.8,3.3,4.1,3.3,3.2,3.3,4.3,3.8,3.5,3.3,2.9,3.3,4.2,3.9,4.1,3.2,4.4,5.1,4.2,2.4,2.8,3.9,3.1,3.4,4
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2917,0,0,0,0,0,187,0,0,0,Swansea,West Ham,Bournemouth,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5700000,0,0,0,0,0,0,1877,0,0,0,0,0,0,0,0,78,-3,0,0,3,0,0,0,0,0,0,0,0,0,700,0,19,0,0,0,46,0,0,0,West Ham,Chelsea,Swansea,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,1671,0,0,0,0,0,0,0,0,38,-1,0,0,1,0,0,0,0,0,0,0,0,0,298,0,38,0,0,0,8,0,0,0,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,6900000,0,2,0.0740740740740741,1.07353730542136E-08,2.89855072463768E-07,0,270,0,0,0,0,0,0,0,0.3,22,-1,0,2,1,0,0,0.3,0,0,0,0,0,0,301,0,0,0,0,6,12,0,0,3,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,6300000,3,17,1.9,3.01587301587302E-07,2.6984126984127E-06,0,99977,3,15,0,0,0,0,0,2.7,2677,-2,0,17,2,0.4,0,2.3,0,0,3,0,0,1.7,9102,0,581,0,0,716,86,0,0,114,Everton,Stoke,Tottenham,Man Utd,Arsenal,1,1.2,1,1.2,1,1,1.9,1.1,1.4,1,1.6,1.1,1.7,1.1,1,1.2,1.3,1.2,1,2.2,1.4,1,1.3,1.4,1.4,1.1,1.2,1,1
,Nolito,MID,MCI,8800000,1,31,1.14814814814815,1.3047138047138E-07,3.52272727272727E-06,0,232137,0,2,0,0,0,3,0,3.5,4186,-2,0,31,2,0.3,0,2.3,2,0,1,0,2,1.6,207254,0,0,0,1,350,830,0,1,100,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,1.1,0.6
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,22962,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6048,0,10,0,0,0,189,0,0,0,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havard,Nordtveit,MID,WHU,4800000,0,10,0.37037037037037,7.71604938271605E-08,2.08333333333333E-06,0,3916,0,7,0,0,0,0,0,2.1,93,-2,0,10,2,0.1,0,0.3,0,0,1,0,0,0.1,935,0,0,0,0,308,9,0,0,48,Everton,Stoke,Tottenham,Man Utd,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
