FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Joel,Ward,DEF,CRY,4900000,2,9,1.8,3.6734693877551E-07,1.83673469387755E-06,0,16611,1,5,0,0,0,0,0,1.8,2864,-1,1,9,1,0.3,0,1.7,0,0,0,0,0,0.8,4744,0,333,0,0,447,1154,-1,0,68,Sunderland,Everton,West Ham,Leicester,Liverpool,1.5,1,2.6,0.9,2.5,0.9,1.1,1.5,2.6,1.6,0.9,1.2,1.2,2.4,1.4,1.8,1.1,1.3,1.4,2.1,1,1.2,1.5,1.1,0.9,1.5,2.4,1.5,1.7,1.8,0.9,1,0.9
Stephen,Ward,DEF,BUR,4500000,1,11,2.2,4.88888888888889E-07,2.44444444444444E-06,0,2026,1,8,0,0,0,0,0,2.4,567,0,0,11,0,0.3,0,1.3,0,0,1,0,0,0.2,4298,0,0,0,0,450,954,0,0,78,Watford,Arsenal,Southampton,Everton,Man Utd,1.9,3.2,1.4,1.8,1.1,3,1.2,1.9,2.2,3.3,1.8,1.1,1.8,2.3,1.1,3.3,2.4,2.4,1.1,2,1.6,1.5,1.7,1.4,2.4,3,1.1,1.1,1.5,1.6,2.3,1.2,3.3
James,Ward-Prowse,MID,SOU,5300000,0,6,0.4,7.54716981132075E-08,1.13207547169811E-06,0,6953,0,2,0,0,0,0,0,1.1,1087,-2,0,6,2,0.3,0,1.7,0,0,0,0,1,0.2,763,0,266,0,0,74,37,0,0,24,West Ham,Leicester,Burnley,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcin,Wasilewski,DEF,LEI,4000000,0,0,0,0,0,0,15146,0,0,0,0,0,0,0,0,3736,0,0,0,0,0,0,0,0,0,0,0,0,1.1,8415,0,35,0,0,0,1948,0,0,0,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,5000000,1,10,2,4E-07,2E-06,0,4574,1,7,0,0,0,0,0,2,1045,0,0,10,0,0.2,0,1,0,0,0,0,1,0.1,4476,0,185,0,0,270,203,0,0,27,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,1.2,1.1,1.7,1,1,1.2,1,1,2,1.8,1.1,1.1,1.7,1.3,1.1,1.3,1.3,1,1.2,1.8,1.2,1,1.9,2.1,1.5,1.3,1.5,1.4,1,1.9,1.8,1.2,1.1
Ben,Watson,MID,WAT,4400000,0,-2,-0.133333333333333,-3.03030303030303E-08,-4.54545454545455E-07,0,39213,0,0,0,0,0,0,0,-0.5,5046,-1,0,-2,1,0,0,0,0,0,0,0,0,0.9,1560,0,351,0,0,12,454,0,1,-6,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4500000,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,27,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7400000,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,0,147,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,491,0,164,0,0,0,54,0,0,0,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4400000,2,10,2,4.54545454545455E-07,2.27272727272727E-06,0,14567,1,13,0,0,0,0,0,2.3,3145,-1,1,10,1,0.4,0,1.7,1,0,0,0,0,0.8,7495,0,432,0,0,426,2876,-1,0,65,West Brom,Man Utd,Sunderland,Hull City,Swansea,1.1,1.7,1.5,1.9,1.2,1,1.9,1.5,2.1,1,1.8,2,1,1.1,1,2,1.5,1,1.3,1.2,1,1.6,1,1.1,1.3,1.3,1.1,1,1.8,1.4,1.2,1,1
Connor,Wickham,FWD,CRY,5700000,0,6,2,3.50877192982456E-07,1.05263157894737E-06,0,35685,0,3,0,0,0,0,0,1.1,3223,-3,1,6,3,0.1,0,0.7,0,0,0,0,0,0.5,6611,0,225,0,0,245,656,-1,0,12,Sunderland,Everton,West Ham,Leicester,Liverpool,2.1,1.2,2.5,1,2.5,1.3,1.9,1.8,2.5,2.4,1.5,1.9,1.9,1.6,1.6,1.5,1.3,1.1,2,2.6,1.6,1.3,1.3,1.8,1.5,1.2,1.6,2.1,1.6,2.5,1.5,1.6,1.3
Georginio,Wijnaldum,MID,LIV,7800000,2,16,3.2,4.1025641025641E-07,2.05128205128205E-06,0,79614,0,8,0,0,0,0,0,2.1,11232,-2,0,16,2,0.4,0,3,0,0,0,0,2,2.2,11070,0,630,0,0,431,1033,0,0,89,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,2.5,2.7,3.8,3.1,1.8,3,1.6,3.9,1.8,3.6,2.9,1.8,3.4,2.5,3,2.6,3.3,3,2.8,2.9,1.9,2.1,4.7,1.6,2.7,4.4,2.6,1.9,3.3,2.2,4.3,1.6,4
Ashley,Williams,DEF,EVE,5000000,2,15,3.8,7.6E-07,3E-06,0,80732,0,1,0,0,0,0,0,3,13698,0,0,15,0,0.9,0,4.7,0,0,2,0,0,9.1,124347,0,487,0,0,280,46214,0,0,83,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,4.4,5.1,3.3,3.2,5.6,3.5,3.9,4.5,2.7,4.2,4.7,5.6,2.7,5.1,5.7,3.3,5,5.4,5.7,3.7,4.1,4.2,4,3,4.7,3,4.2,4.9,4.7,3.5,5,3.4,5.4
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,1,0,0,0,5,0,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7400000,1,16,1.06666666666667,1.44144144144144E-07,2.16216216216216E-06,0,234437,1,5,0,0,0,1,0,2.2,43348,-1,0,16,1,0.6,0,4.7,3,0,1,0,0,6.1,90862,0,512,0,1,314,4581,0,0,80,Arsenal,Hull City,Leicester,Man Utd,Southampton,0.5,0.6,0.9,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.6
Jack,Wilshere,MID,BOU,5900000,2,4,0.266666666666667,4.51977401129943E-08,6.77966101694915E-07,0,24305,1,4,0,0,0,0,0,0.7,10084,-1,0,4,1,0.2,0,1,0,0,0,0,0,1,50519,0,18,0,0,134,1411,0,0,18,Everton,Watford,Hull City,Tottenham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0.1,273,0,1,0,0,0,17,0,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,2545,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0.3,8504,0,0,0,0,0,2607,0,0,0,Stoke,Sunderland,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4700000,0,0,0,0,0,0,4016,0,0,0,0,0,0,0,0,276,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,255,0,131,0,0,0,80,-1,0,0,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,240,0,0,0,0,0,0,0,0.2,54,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,289,0,0,0,0,1,27,0,0,3,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,35583,1,5,0,0,0,0,0,0.2,4200,0,0,1,0,0,0,0,0,0,0,0,0,0.4,715,0,330,0,0,180,2,0,0,23,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5300000,6,11,0.733333333333333,1.38364779874214E-07,2.07547169811321E-06,0,135673,1,2,0,0,0,1,0,2.1,10446,-2,0,11,2,0.5,0,2.7,0,0,1,0,0,4.4,40333,0,0,0,0,210,15778,0,0,45,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Claudio,Yacob,MID,WBA,4500000,2,10,2,4.44444444444444E-07,2.22222222222222E-06,0,4214,2,5,0,0,0,0,0,2.2,829,0,0,10,0,0.4,0,1.7,0,0,2,0,0,0.2,3170,0,286,0,0,441,464,0,0,56,Stoke,Sunderland,Tottenham,Liverpool,Man City,1.6,1.9,1.1,1,1,1.2,2.2,1.7,1.2,1,1.3,1.6,1,1,1,1,1.7,1.8,1.4,1,2,1.3,1.1,1,1.6,1.4,1.9,1.2,1,2.1,1.2,1.2,1.7
,Yaya Toure,MID,MCI,7700000,0,0,0,0,0,0,52391,0,0,0,0,0,0,0,0,1864,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,1007,0,525,0,0,0,97,0,0,0,Swansea,Tottenham,Everton,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,11588,0,0,0,0,0,0,0,0,906,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,336,0,227,0,0,0,8,0,0,0,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4400000,0,2,0.133333333333333,3.03030303030303E-08,4.54545454545455E-07,0,6871,0,1,0,0,0,0,0,0.5,1037,-1,0,2,1,0,0,0,0,0,0,0,0,0.3,1775,0,152,0,0,90,142,0,0,17,West Ham,Leicester,Burnley,Man City,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Young,MID,MUN,5300000,1,1,0.0666666666666667,1.25786163522013E-08,1.88679245283019E-07,0,1943,0,2,0,0,0,0,0,0.2,155,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,330,0,178,0,0,53,86,0,0,6,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Zabaleta,DEF,MCI,4800000,0,4,0.266666666666667,5.55555555555556E-08,8.33333333333333E-07,0,33572,1,2,0,0,0,0,0,0.8,7155,-2,1,4,2,0.2,0,1,0,0,0,0,0,1.4,14167,0,152,0,0,181,904,-1,0,25,Swansea,Tottenham,Everton,Southampton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wilfried,Zaha,MID,CRY,5400000,2,17,3.4,6.2962962962963E-07,3.14814814814815E-06,0,47600,3,4,0,0,0,1,0,3.1,13914,-1,0,17,1,0.9,0,5,3,0,0,0,1,3,79053,0,353,0,0,385,17270,0,0,65,Sunderland,Everton,West Ham,Leicester,Liverpool,3.9,2.5,3.6,2.7,3,2.6,2.4,3.5,4.3,3.7,3.8,3,3.1,2.1,3.2,2,2.6,2.5,3.9,3.4,4,2.7,2.8,2.9,2.4,2.2,2,4.6,1.7,4.7,1.9,2.4,3.4
Simone,Zaza,FWD,WHU,6700000,1,2,1,1.49253731343284E-07,2.98507462686567E-07,0,21686,1,7,0,0,0,0,0,0.3,10015,-3,3,2,3,0.1,0,1,0,0,0,0,0,0.4,33313,0,0,0,0,121,1612,-3,0,8,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,1,0.6,0.5,0.8,0.5,1.1,0.5,0.5,0.6,0.5,1,0.6,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.8,0.7,0.5,0.6,0.5,0.5,0.8,0.5,1,0.5
Ron-Robert,Zieler,GLK,LEI,4500000,6,7,0.466666666666667,1.03703703703704E-07,1.55555555555556E-06,0,3008,0,1,0,2,0,0,0,1.6,448,0,0,7,0,0.5,0,2.3,0,0,1,0,0,0.3,1665,0,0,0,0,124,785,0,0,28,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0.2,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2098,0,0,0,0,0,0,0,0,125,-2,0,0,2,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,3,0,0,0,Swansea,Tottenham,Everton,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,CHE,5400000,0,0,0,0,0,0,4737,0,0,0,0,0,0,0,0,410,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,502,0,185,0,0,0,68,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Zuniga,DEF,WAT,4400000,12,14,0.933333333333333,2.12121212121212E-07,3.18181818181818E-06,0,16333,0,0,0,0,0,1,0,3.2,5739,-1,0,14,1,0.9,0,4,2,0,0,0,1,1.7,47799,0,0,0,1,28,46286,0,0,35,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0.5,0.8,0.5,0.6,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.6,0.6,0.5,0.9,0.5,0.5,1.1,0.6,0.5,1,1,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.9,0.5,0.5,0.5
