FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Bradley,Smith,DEF,BOU,4000000,0,0,0,0,0,0,66601,0,0,0,0,0,0,0,0,13070,0,0,0,0,0,0,0,0,0,0,0,0,4.1,41510,0,35,0,0,0,10215,0,0,0,Everton,Watford,Hull City,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,HUL,5700000,8,31,2.06666666666667,3.62573099415205E-07,5.43859649122807E-06,0,82944,0,6,0,0,0,3,0,5.5,17565,2,-1,31,-2,1.1,0,6,6,0,1,0,0,7.8,301029,0,0,0,0,407,105162,1,0,125,Liverpool,Chelsea,Bournemouth,Stoke,Watford,1,1,1.5,1,1.8,1.4,2.4,1,2.3,1,1.3,1.2,1,1,1.6,1.5,1.4,2.1,1,1.3,1.7,1.6,1,1.5,1,1.2,1.1,2.1,1,1.3,1.2,1.5,1
Ramadan,Sobhi,MID,STK,5100000,0,2,0.133333333333333,2.61437908496732E-08,3.92156862745098E-07,0,23006,0,1,0,0,0,0,0,0.4,3601,-4,1,2,4,0.1,0,0.3,0,0,0,0,0,0.5,3575,0,0,0,0,16,633,-1,0,7,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Heung-Min,Son,MID,TOT,7400000,3,22,1.46666666666667,1.98198198198198E-07,2.97297297297297E-06,0,10082,0,0,0,0,0,2,0,3,6872,-1,0,22,1,1,0,7.3,3,0,2,0,1,1.1,46516,0,244,0,1,180,22618,0,0,69,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,1.1,0.7,0.7,0.7,1.4,0.7,0.9,0.7,0.8,0.9,0.7,1.5,0.7,0.8,0.7,0.7,0.7,1.1,1.1,0.7,0.8,0.7,0.7,1.2,0.7,0.9,0.7,1.3,0.7,0.7,0.7,1,1
Pape,Souare,DEF,CRY,4400000,0,6,2,4.54545454545455E-07,1.36363636363636E-06,0,38121,0,3,0,0,0,0,0,1.3,9725,-1,1,6,1,0.2,0,0.7,0,0,0,0,0,0.7,19898,0,354,0,0,270,62,-1,0,37,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.1,1.8,2.6,1.7,2,2.1,1,1.2,1
Julian,Speroni,GLK,CRY,4400000,0,0,0,0,0,0,3505,0,0,0,0,0,0,0,0,596,-1,1,0,1,0,0,0,0,0,0,0,0,0.3,543,0,13,0,0,0,69,-1,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5500000,2,5,0.333333333333333,6.06060606060606E-08,9.09090909090909E-07,0,574,0,4,0,0,0,0,0,0.9,80,0,0,5,0,0.3,0,1.7,0,0,1,0,0,0,181,0,217,0,0,146,32,0,0,18,Everton,Watford,Hull City,Tottenham,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Maarten,Stekelenburg,GLK,EVE,5000000,-1,16,3.2,6.4E-07,3.2E-06,0,24754,2,3,0,9,0,0,0,3.2,7807,0,0,16,0,0.7,0,3.7,0,0,2,0,0,3.3,87802,1,151,0,0,450,25255,0,0,73,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,3.5,4.1,2.5,2.4,4.7,2.7,3,3.8,2,3.3,4,4.8,2,4.1,4.8,2.5,4.1,4.6,4.7,2.8,3.2,3.3,3.1,2.3,3.9,2.3,3.3,3.9,3.9,2.7,3.9,2.6,4.6
Jack,Stephens,DEF,SOU,4000000,0,0,0,0,0,0,3820,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3078,0,0,0,0,0,886,0,0,0,West Ham,Leicester,Burnley,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,8500000,13,38,7.6,8.94117647058823E-07,4.47058823529412E-06,0,120708,1,4,0,0,0,3,0,4.6,28504,5,-2,38,-5,1.1,0,9.7,5,0,1,0,3,22.9,863784,0,400,0,2,419,290018,2,0,141,Swansea,Tottenham,Everton,Southampton,West Brom,10.6,8,8.7,11.4,9.1,10.2,8.8,8.4,9.5,8.5,9.5,7.2,11.1,6.1,11.4,8.8,9.1,7.5,9.8,8.5,10.4,10.3,9.9,9.5,7.7,8.4,8.2,7.9,9.6,10.1,10,11.4,9.9
Kevin,Stewart,DEF,LIV,4500000,1,4,0.266666666666667,5.92592592592593E-08,8.88888888888889E-07,0,2361,0,0,0,0,0,0,0,0.9,386,0,0,4,0,0.2,0,1,0,0,0,0,0,0.2,1395,0,69,0,0,20,276,0,0,12,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
John,Stones,DEF,MCI,5000000,1,7,1.4,2.8E-07,1.4E-06,0,368730,1,4,0,0,0,0,0,1.4,93786,0,0,7,0,0.3,0,1.3,0,0,0,0,0,28.8,200592,0,336,0,0,367,23428,0,0,63,Swansea,Tottenham,Everton,Southampton,West Brom,1,0.8,0.7,1.9,0.8,0.7,1.1,0.7,0.7,0.7,0.7,1.7,1.1,1.2,1.2,0.7,1,1.2,0.9,0.9,0.7,1,1.4,1.8,1.8,0.7,0.7,1,0.9,0.7,1.3,1,0.8
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,291,0,0,0,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,5100000,0,17,5.7,1.11764705882353E-06,3.33333333333333E-06,0,125068,0,3,0,0,0,2,0,3.3,43015,1,0,17,-1,0.3,0,1.3,3,0,1,0,0,4.6,252831,0,0,0,1,260,18039,0,0,82,Tottenham,West Ham,Watford,Arsenal,Bournemouth,6.2,6.9,7.1,8,8.6,7.6,7.7,6.1,6.4,6.7,8.5,7,6.7,7,8.3,8.1,8.5,6.8,6.1,6.1,7.2,8.1,7.2,6.7,8.3,8.6,8.6,7,6.5,7.6,7.5,8.6,6.9
Daniel,Sturridge,FWD,LIV,10000000,1,9,2.3,2.3E-07,9E-07,0,32700,0,3,0,0,0,0,0,0.9,9914,0,0,9,0,0.2,0,2.3,0,0,0,0,1,1.2,30597,0,283,0,0,198,10415,0,0,21,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,1.9,2.1,2.1,1.4,2.5,1.2,2.7,1.2,3.2,1.5,1.2,3.3,2.6,2.1,1.3,2.3,2.6,2.6,1.9,1.2,2.2,3.3,1.5,1.8,3,2.7,1.3,2.4,1.9,3.2,1.5,2.2
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,5867,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0.1,169,0,69,0,0,0,15,0,0,0,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5800000,1,3,0.2,3.44827586206897E-08,5.17241379310345E-07,0,2055,0,0,0,0,0,0,0,0.5,237,-2,0,3,2,0.2,0,1,0,0,0,0,0,0,317,0,0,0,0,37,69,0,0,16,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4900000,2,11,2.2,4.48979591836735E-07,2.24489795918367E-06,0,4335,0,9,0,0,0,0,0,2.2,803,-1,0,11,1,0.5,0,2.3,0,0,1,0,0,0.2,878,0,385,0,0,450,146,0,0,80,Everton,Watford,Hull City,Tottenham,Middlesbrough,1.5,1.1,1.4,1.6,1.5,2.3,1.3,1.1,1.8,1.1,2.9,2.6,1.1,1.3,1.2,1.4,1.7,1.9,1.1,1.4,1.1,1.3,2.2,1.9,1.1,1.1,1.8,1.1,2.4,1.5,2,2.9,1.1
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,118,-1,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,3,0,0,0,Man City,Liverpool,Arsenal,Watford,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7200000,6,18,3.6,5E-07,2.5E-06,0,126274,0,4,0,0,0,0,0,2.5,14514,-3,1,18,3,0.7,0,4.7,0,0,2,0,2,2.6,22710,0,564,0,0,405,2358,-1,0,69,West Ham,Leicester,Burnley,Man City,Chelsea,1.8,2,5.4,1.8,3.8,3,3.8,3.4,1.9,4.8,2.7,1.8,3.6,3.8,1.9,1.9,5.4,2.8,4.4,3.2,2.7,2.3,4.6,1.8,5.3,4.1,2,3.1,1.8,3.1,1.8,3.1,4.2
Matt,Targett,DEF,SOU,4500000,0,5,1.7,3.77777777777778E-07,1.11111111111111E-06,0,18949,0,4,0,0,0,0,0,1.1,4360,0,0,5,0,0.2,0,0.7,0,0,0,0,0,0.7,11819,0,169,0,0,270,328,0,0,53,West Ham,Leicester,Burnley,Man City,Chelsea,1.2,0.8,1.9,0.8,1.3,1,2.6,1.2,1,1.2,1.5,0.8,1.6,1.5,0.8,0.8,1.6,1,2.6,0.9,2.5,0.8,1,0.8,2.4,2.1,0.8,1.2,0.8,1.1,1.1,0.8,2.2
James,Tarkowski,DEF,BUR,4000000,0,0,0,0,0,0,21110,1,1,0,0,0,0,0,0,3626,0,0,0,0,0,0,0,0,0,0,0,0,1.5,11189,0,0,0,0,19,2809,0,0,-2,Watford,Arsenal,Southampton,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4400000,0,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,29058,0,1,0,0,0,0,0,0.2,2611,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.4,1546,0,321,0,0,40,272,0,0,1,Man City,Liverpool,Arsenal,Watford,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,19245,0,0,0,0,0,0,0,0,3492,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2877,0,12,0,0,0,113,0,0,0,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5400000,0,10,2.5,4.62962962962963E-07,1.85185185185185E-06,0,125336,1,4,0,0,0,0,0,1.8,30729,-1,1,10,1,0.4,0,2,0,0,1,0,0,3.1,52967,0,228,0,0,360,317,-1,0,64,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,2.7,2.4,1.5,2.5,1.8,1.7,2.4,1.5,2.3,2.4,2.7,3.6,3.2,2,1.2,1.7,2.8,3.3,1.4,2.3,2.9,1.9,3.4,3.1,1.9,2.2,1.3,3.8,1.8,1.8,2.1,2.4
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2720,0,0,0,0,0,906,0,0,0,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,5000000,7,8,0.533333333333333,1.06666666666667E-07,1.6E-06,0,1320,0,1,0,0,0,1,0,1.6,296,0,0,8,0,0.5,0,2.3,0,0,0,0,0,0.1,1161,0,221,0,0,54,817,0,0,24,Sunderland,Everton,West Ham,Leicester,Liverpool,0.3,0.3,0.5,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5500000,0,9,0.6,1.09090909090909E-07,1.63636363636364E-06,0,7539,0,4,0,0,0,0,0,1.6,1687,0,0,9,0,0.1,0,0.7,0,0,1,0,1,0.2,8815,0,0,0,0,195,46,0,0,32,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Andros,Townsend,MID,CRY,6300000,14,21,4.2,6.66666666666667E-07,3.33333333333333E-06,0,128679,1,4,0,0,0,1,0,3.3,12412,-2,1,21,2,1,0,6,3,0,1,0,1,4.2,54576,0,315,0,1,430,31898,-1,0,94,Sunderland,Everton,West Ham,Leicester,Liverpool,5.3,3.6,4.9,3.8,4.1,3.7,3.4,4.8,5.7,5,5.1,4.1,4.2,3,4.4,2.9,3.6,3.5,5.2,4.7,5.3,3.7,3.9,4.1,3.3,3.1,2.9,6.1,2.2,6.2,2.7,3.3,4.7
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,85,-1,0,0,1,0,0,0,0,0,0,0,0,0,74,0,101,0,0,0,0,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4900000,0,1,0.0666666666666667,1.36054421768707E-08,2.04081632653061E-07,0,456,0,0,0,0,0,0,0,0.2,137,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0,796,0,0,0,0,10,43,-1,0,3,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Trippier,DEF,TOT,4800000,0,0,0,0,0,0,2276,0,0,0,0,0,0,0,0,237,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,260,0,110,0,0,0,41,-1,0,0,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,HUL,4000000,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1199,0,0,0,0,0,338,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,5800000,0,4,0.266666666666667,4.59770114942529E-08,6.89655172413793E-07,0,6552,0,2,0,0,0,0,0,0.7,871,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.2,1636,0,226,0,0,69,290,0,0,10,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,264,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,473,0,0,0,0,0,11,0,0,0,Watford,Arsenal,Southampton,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4500000,2,5,1.7,3.77777777777778E-07,1.11111111111111E-06,0,113298,0,6,0,5,0,0,0,1.1,15421,0,0,5,0,0.2,0,1,0,0,0,0,0,4.9,20156,0,0,0,0,270,1435,0,0,34,Tottenham,West Ham,Watford,Arsenal,Bournemouth,1.2,1.8,0.9,2.4,2,0.9,1,0.8,0.8,1.5,2.2,1.1,0.8,0.8,1.2,1.2,2.3,1.2,1.2,0.9,1.6,2.1,1.2,0.8,1.5,1.6,1.6,2.1,1.3,0.9,0.9,2.3,1.7
Antonio,Valencia,DEF,MUN,5600000,2,20,4,7.14285714285714E-07,3.57142857142857E-06,0,111201,0,4,0,0,0,0,0,3.6,43424,1,0,20,-1,0.7,0,4,3,0,2,0,0,12.8,212317,0,186,0,1,421,19151,0,0,101,Leicester,Stoke,Liverpool,Chelsea,Burnley,4.7,5.1,4.8,3.6,5.4,5.2,5.1,6,4,4.7,5.2,4.5,4.6,3.6,4.8,6,5.6,3.4,2.8,3.8,3.5,6,4.6,3.8,4.5,3.7,5,3.9,3.3,4.4,5.6,4.3,5.5
Enner,Valencia,FWD,EVE,5500000,1,9,2.3,4.18181818181818E-07,1.63636363636364E-06,0,94602,0,4,0,0,0,0,0,1.6,17637,0,0,9,0,0.1,0,0.7,0,0,1,0,1,2.8,75580,0,200,0,0,236,5525,0,0,13,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,1.6,2,2.1,1.8,2.8,2.1,1.8,1.8,1.6,2.6,1.8,2.9,1.5,3.1,2.8,2.1,1.9,3.3,2.6,2.1,2.3,1.5,1.7,1.8,2.2,1.8,2.4,2.9,2.1,2.1,2.5,2,2.3
Patrick,van Aanholt,DEF,SUN,5000000,0,13,3.3,6.6E-07,2.6E-06,0,77634,0,8,0,0,0,1,0,2.6,24311,0,0,13,0,0.2,0,1,2,0,0,0,0,5.3,56041,0,369,0,1,360,3432,0,0,69,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,4.3,3.2,4.7,4.1,4,3.7,2.3,4.1,3.4,4.1,2.7,2.7,2.4,2.6,4.9,4,3.6,3.4,4.3,4.9,3.1,2.6,3,4,3.5,2.2,2.1,4.9,4.8,4.8,4.3,3.1,2.8
Mike,van der Hoorn,DEF,SWA,4300000,0,0,0,0,0,0,4921,0,0,0,0,0,0,0,0,536,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,550,0,0,0,0,0,173,0,0,0,Man City,Liverpool,Arsenal,Watford,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil,van Dijk,DEF,SOU,5400000,7,11,2.2,4.07407407407407E-07,2.03703703703704E-06,0,164235,2,6,0,0,0,0,0,2,20927,-1,0,11,1,0.6,0,3,1,0,1,0,0,8.5,12797,0,452,0,0,450,2287,0,0,85,West Ham,Leicester,Burnley,Man City,Chelsea,1.8,1.1,2.8,1.1,2,1.6,3.3,1.8,1.6,1.8,2.2,1.2,2.4,2.3,1.1,1.1,2.4,1.5,3.3,1.4,3.2,1.1,1.5,1.1,3.3,3,1.2,1.9,1.1,1.7,1.7,1.1,3
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,93,-1,0,0,1,0,0,0,0,0,0,0,0,0,81,0,81,0,0,0,8,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9900000,6,24,4.8,4.84848484848485E-07,2.42424242424242E-06,0,462878,0,7,0,0,0,2,0,2.4,74219,-1,0,24,1,0.7,0,6.7,3,0,2,0,1,16.2,123373,0,945,0,0,450,18275,0,0,85,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,3.9,7.2,4.6,6.8,3.2,6.3,5.4,6.4,5.3,7.1,3.5,5.3,5.7,7.2,4.4,7.1,3.8,3.9,6.2,5.3,7.2,6.4,4.8,4.3,6.9,6.9,3.8,4.1,5.9,4,6.9,4.5,7.2
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,36,0,0,0,10,0,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5500000,7,22,4.4,8E-07,4E-06,0,27606,2,2,0,0,0,0,0,4,7388,0,0,22,0,0.9,0,4.7,2,0,3,0,0,4.9,88078,0,335,0,0,450,48131,0,0,114,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,4.2,4.5,5,4.9,5.5,6,6.6,4,5.2,3.4,4.1,6.3,4.8,4.9,4.7,5.3,3.8,5.5,4.4,5,5.8,4.4,5.5,6.6,3.6,5.7,4.6,6.6,3.1,5.8,5.1,3.8,5.9
Sam,Vokes,FWD,BUR,6000000,1,16,3.2,5.33333333333333E-07,2.66666666666667E-06,0,23786,0,6,0,0,0,1,0,2.7,7852,0,0,16,0,0.3,0,1.7,3,0,1,0,0,1,37698,0,0,0,0,378,5416,0,0,47,Watford,Arsenal,Southampton,Everton,Man Utd,4.1,3.7,1.8,3.2,1.9,4,2,4.2,3.4,4.7,2.3,1.6,3.7,4.4,2.3,4.8,2.4,4.5,2.8,4.3,3.7,2.7,2.3,3.1,3.3,4.6,2.2,1.8,3.6,2,3.7,1.7,4.8
Michel,Vorm,GLK,TOT,5000000,0,9,3,6E-07,1.8E-06,0,13871,0,1,0,6,0,0,0,1.8,2749,0,0,9,0,0.1,0,0.7,0,0,1,0,0,0.4,17142,0,3,0,0,236,293,0,0,51,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,2.3,2.5,2.8,2.9,3.2,4.1,4.5,2.2,3,1.8,2.3,3.8,3.3,2.7,2.6,3.1,2.1,3.2,2.4,3.4,3.9,2.4,3.5,4.5,2,3.4,2.6,4.5,1.6,3.9,3.4,2,3.5
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,18979,0,0,0,0,0,0,0,0.2,2120,0,0,1,0,0,0,0,0,0,0,0,0,0.5,3756,0,0,0,0,3,74,0,0,3,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7500000,13,28,5.6,7.46666666666667E-07,3.73333333333333E-06,0,76321,0,7,0,0,0,2,0,3.7,9312,0,0,28,0,0.9,1,6.7,3,0,1,0,2,2.6,91949,0,316,0,1,431,23584,0,0,99,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,5.6,6.3,6,7,8,5.3,7.6,8,5.3,6.2,6.2,4.9,5.7,6,6.1,7.8,8.4,5.5,5.9,4.6,5.6,4.3,8.2,6.4,4.6,6.6,6.2,7.9,6.8,5.6,6.9,7.6,5
Kyle,Walker,DEF,TOT,5800000,8,33,6.6,1.13793103448276E-06,5.68965517241379E-06,0,158182,1,1,0,0,0,0,0,5.8,11870,3,-1,33,-3,1.2,0,6.7,7,0,3,0,2,32.4,591157,0,461,0,1,387,201810,1,0,124,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,7.7,8.1,8.5,7.4,9.5,9,9.9,7.3,8.5,6.5,7.5,9.9,7.3,8.6,8.4,9,7.1,8.9,7.9,7.6,8.7,7.9,8.2,9.9,6.8,9.2,8.2,9.9,5.9,8.7,7.6,7,9.9
Jonathan,Walters,MID,STK,5800000,2,7,0.466666666666667,8.04597701149425E-08,1.20689655172414E-06,0,4581,0,10,0,0,0,0,0,1.2,844,-2,0,7,2,0.3,0,1.7,0,0,0,0,0,0.1,478,0,312,0,0,247,60,0,0,17,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Victor,Wanyama,MID,TOT,5000000,3,18,3.6,7.2E-07,3.6E-06,0,107435,1,2,0,0,0,1,0,3.5,26487,0,1,18,0,0.3,0,1.7,3,0,2,0,0,4.6,182161,0,268,0,1,414,7193,-1,0,87,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,4.2,2.6,3,2.8,5,2.3,3.9,2.6,3.5,3.8,2.6,5.1,2.4,3.4,3.2,3.2,2.1,4.3,4.3,1.8,3.6,2.8,2.8,4.6,2.9,3.9,3.2,4.8,3,2.2,2.3,4.1,4
