FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,28,0,0,0,Watford,Arsenal,Bournemouth,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,6,24,6,1.11111111111111E-06,4.44444444444444E-06,0,20159,1,2,0,0,0,0,0,4.4,6848,-1,0,24,1,1.5,0,8,3,0,3,0,1,1.2,29676,0,415,0,1,360,12121,0,0,91,Burnley,Man City,Chelsea,Hull City,Liverpool,0,5.4,8,8.3,9,8.2,7.4,7.3,7.5,6.2,8.9,8.4,6.2,6.2,8.9,7.9,8.9,7.2,8.3,6.5,6.8,6.9,9,8.5,7.3,8.1,6,7.5,6.5,6.6,8.3
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,285,0,75,0,0,0,11,0,0,0,Man City,Burnley,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5600000,4,32,5.3,9.46428571428571E-07,5.71428571428571E-06,0,52068,0,5,0,0,0,0,0,5.7,11893,1,0,32,-1,0.8,0,4.7,7,0,2,0,2,7.5,207181,0,477,0,0,540,37866,0,0,178,Liverpool,Chelsea,Burnley,Swansea,Arsenal,6.4,5.6,8,7.2,6.9,7.4,5.8,7.4,7.1,6.7,6.8,5.7,6.7,7.9,7.2,5.8,4.9,6.4,5.1,8,6.6,6.2,6.7,6.4,6.7,6.2,5.8,6.3,7.2,6.7,7
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,26,0,0,0,West Ham,Leicester,Liverpool,Burnley,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5800000,0,12,0.571428571428571,9.85221674876847E-08,2.06896551724138E-06,0,82675,1,8,0,0,0,1,0,2.1,5478,-2,0,12,2,0.1,0,0.7,0,0,0,0,0,1.3,39404,0,360,0,0,271,314,0,0,47,Sunderland,Hull City,Swansea,West Ham,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yannick,Bolasie,MID,EVE,6100000,1,19,2.7,4.42622950819672E-07,3.11475409836066E-06,0,150931,2,4,0,0,0,0,0,3.1,30843,1,0,19,-1,0.4,0,2.7,1,0,2,0,2,5.4,175626,0,469,0,0,487,4865,0,0,82,Man City,Burnley,West Ham,Chelsea,Swansea,1.4,1.6,2.3,1.6,2.3,1.6,2.4,1.9,1.4,1.9,1.8,2.4,2.5,2.1,1.8,2.2,3.2,2.7,3,1.4,2.1,1.9,1.4,2.1,3.3,3.3,1.6,2.2,2.4,2.5,1.4
Wilfried,Bony,FWD,STK,7300000,2,8,2,2.73972602739726E-07,1.0958904109589E-06,0,62433,0,9,0,0,0,0,0,1.1,4385,-2,0,8,2,0.3,0,2,0,0,1,0,0,1,63408,0,249,0,0,316,4255,0,0,24,Sunderland,Hull City,Swansea,West Ham,Bournemouth,1.9,2.6,1.7,1.9,2.2,2,2.2,1.4,1.5,1.9,1.8,1.6,2,1.9,1.3,1.5,1.6,1.5,1.1,1.5,1.6,1.7,1.2,1.2,2.4,1.7,2.2,2.1,1.2,1.1,1.2
Fabio,Borini,FWD,SUN,5200000,0,4,2,3.84615384615385E-07,7.69230769230769E-07,0,62784,0,2,0,0,0,0,0,0.8,1763,-3,1,4,3,0,0,0,0,0,1,0,0,0.6,5495,0,280,0,0,153,53,-1,0,11,Stoke,West Ham,Arsenal,Bournemouth,Hull City,0,0,0,0,0,0,2,2.1,1.8,2.1,1.3,1.2,2.5,2.2,1.5,1.3,1.6,1.6,1.2,2,1.7,2.3,1.9,1.1,1.4,2.2,1.3,2.3,2.5,1.8,1.5
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2691,0,0,0,0,0,0,0,0,77,-1,0,0,1,0,0,0,0,0,0,0,0,0,62,0,123,0,0,0,2,0,0,0,Liverpool,Chelsea,Burnley,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4600000,2,27,3.9,8.47826086956522E-07,5.8695652173913E-06,0,53109,1,11,0,25,0,0,0,6,5279,1,-1,27,-1,0.7,0,3.3,0,0,2,0,0,7.6,127642,0,281,1,1,630,37469,1,0,143,Hull City,Tottenham,Middlesbrough,Sunderland,Stoke,4.5,5.6,2.6,5.2,4,4,5.8,2.4,5.5,5.8,2.3,3.4,5.8,3.7,4.9,5.6,2.4,4.9,3,2.1,5.8,4.9,3.3,3.3,4.8,3,4.4,3,5.8,5.8,2
Sofiane,Boufal,MID,SOU,6800000,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,98,-2,1,0,2,0,0,0,0,0,0,0,0,0,3203,0,0,0,0,0,148,-1,0,0,Burnley,Man City,Chelsea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,FWD,HUL,4500000,0,0,0,0,0,0,2101,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2852,0,0,0,0,0,175,0,0,0,Bournemouth,Stoke,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5300000,2,16,2.3,4.33962264150943E-07,3.0188679245283E-06,0,6199,0,9,0,0,0,0,0,3,400,-2,0,16,2,0.4,0,2.3,0,0,2,0,0,0.1,1604,0,0,0,0,630,109,0,0,80,Southampton,Everton,Man Utd,Crystal Palace,West Brom,1.2,2.1,1.2,1.9,1.2,1.9,1.2,2.8,1.2,1.2,2.5,2.7,1.2,2.3,1.2,3,1.2,2,1.3,1.3,1.2,1.4,1.9,2.1,1.5,1.2,2.2,1.2,2,1.2,2.1
Cameron,Brannagan,MID,LIV,4300000,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,102,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,613,0,27,0,0,0,268,-1,0,0,Man Utd,West Brom,Crystal Palace,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5500000,11,22,5.5,1E-06,4E-06,0,19319,0,4,0,13,0,0,0,4,3323,0,0,22,0,1.2,0,6.7,3,0,1,0,0,2.5,83802,0,0,1,1,360,13584,0,0,99,Everton,Southampton,West Brom,Middlesbrough,Crystal Palace,7.4,8.2,6.3,6.6,6.6,5.3,7.2,4.4,7.3,7.7,7.3,5.8,8.2,5.3,8.2,6.2,7.3,5.5,6.1,6.2,7.7,8.2,6.8,5.1,6.8,6.1,7.6,5.7,7.8,8.1,5.6
Miguel,Britos,DEF,WAT,4400000,0,5,1,2.27272727272727E-07,1.13636363636364E-06,0,2432,2,8,0,0,0,0,0,1.1,613,-1,0,5,1,0.2,0,0.7,0,0,0,0,0,0.1,3135,0,205,0,0,450,28,0,0,68,Middlesbrough,Swansea,Hull City,Liverpool,Leicester,0,0.5,0.5,0.7,0.6,0.8,0.5,0.5,0.5,0.5,0.6,0.6,0.8,0.5,0.5,1.2,0.8,0.5,1.1,0.8,0.5,0.6,0.5,0.5,0.5,0.5,0.6,1.1,0.5,0.5,0.5
Leon,Britton,MID,SWA,4400000,1,4,0.19047619047619,4.32900432900433E-08,9.09090909090909E-07,0,2035,1,4,0,0,0,0,0,0.9,135,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.1,816,0,166,0,0,199,167,0,0,26,Arsenal,Watford,Stoke,Man Utd,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,20856,0,0,0,0,0,0,0,0,2444,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,22852,0,22,0,0,0,6559,0,0,0,Man City,Burnley,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,3067,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2299,0,0,0,0,0,260,0,0,0,Bournemouth,Stoke,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,4900000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,181,0,230,0,0,0,27,0,0,0,Tottenham,Liverpool,Man City,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2084,0,0,0,0,0,34,0,0,0,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4800000,0,0,0,0,0,0,118430,0,0,0,0,0,0,0,0,4811,-2,0,0,2,0,0,0,0,0,0,0,0,1.5,1937,0,341,0,0,0,57,0,0,0,Sunderland,Hull City,Swansea,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,1,7,0.333333333333333,7.40740740740741E-08,1.55555555555556E-06,0,20528,2,6,0,0,0,0,0,1.6,3753,0,0,7,0,0.1,0,0.3,0,0,1,0,0,0.5,11167,0,39,0,0,264,39,0,0,56,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Willy,Caballero,GLK,MCI,4900000,0,6,0.285714285714286,5.83090379008746E-08,1.22448979591837E-06,0,22332,0,3,0,5,0,0,0,1.2,1317,-1,1,6,1,0,0,0,0,0,0,0,0,0.4,19984,0,45,0,0,270,70,-1,0,39,Everton,Southampton,West Brom,Middlesbrough,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5700000,1,3,0.142857142857143,2.5062656641604E-08,5.26315789473684E-07,0,105430,2,4,0,0,0,0,0,0.5,2660,-3,0,3,3,0.1,1,0.7,0,0,0,0,0,1.3,6235,0,397,0,0,233,337,0,0,19,West Ham,Leicester,Liverpool,Burnley,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gary,Cahill,DEF,CHE,5900000,6,18,2.6,4.40677966101695E-07,3.05084745762712E-06,0,74075,1,9,0,0,0,0,0,3.1,5477,-1,0,18,1,0.5,0,2.7,0,0,2,0,0,4.6,15490,0,283,0,0,630,1186,0,0,115,Leicester,Man Utd,Southampton,Everton,Middlesbrough,2.8,1.8,2.4,2.4,1.9,2.9,1.5,2.5,2.2,2.6,3.7,3.4,2.2,1.4,2.1,2.9,3.5,1.7,2.4,3.1,2.4,3.3,2.9,2.4,2.1,1.5,3.3,1.8,2,2.2,2.6
Jonathan,Calleri,FWD,WHU,6800000,0,4,0.19047619047619,2.80112044817927E-08,5.88235294117647E-07,0,1927,0,2,0,0,0,0,0,0.6,152,-2,1,4,2,0,0,0.3,0,0,0,0,0,0,2021,0,0,0,0,108,59,-1,0,4,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6400000,8,23,3.3,5.15625E-07,3.59375E-06,0,75692,0,7,0,0,0,2,0,3.6,3197,-1,0,23,1,0.6,0,3.7,2,0,4,0,0,2.6,67711,0,165,0,0,524,32447,0,0,53,Hull City,Tottenham,Middlesbrough,Sunderland,Stoke,4.4,3.6,2.5,4.6,3.4,1.9,4.9,1.7,4.7,4,2.2,3.2,3.4,3.8,4.8,4.1,1.8,4.7,2.3,2,4.9,4.4,1.7,2.6,4.3,1.6,4,2.8,4.9,4.9,1.6
Geoff,Cameron,DEF,STK,4400000,2,7,1.4,3.18181818181818E-07,1.59090909090909E-06,0,7165,0,11,0,0,0,0,0,1.6,563,-1,0,7,1,0.4,0,1.7,1,0,0,0,0,0.4,6486,0,293,0,0,450,3031,0,0,70,Sunderland,Hull City,Swansea,West Ham,Bournemouth,0.9,1.2,0.8,1.5,1.5,0.8,1.3,1.9,1.2,1,1.3,0.7,0.8,0.9,0.7,0.8,0.9,1,0.9,0.7,0.7,0.7,0.7,0.7,1.7,0.7,1.1,1.7,0.8,1.8,1
Fraizer,Campbell,FWD,CRY,4400000,0,0,0,0,0,0,17018,0,0,0,0,0,0,0,0,2180,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,19809,0,12,0,0,0,3271,0,0,0,West Ham,Leicester,Liverpool,Burnley,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4589,0,0,0,0,0,0,0,0,67,-1,0,0,1,0,0,0,0,0,0,0,0,0,220,0,175,0,0,0,5,0,0,0,Swansea,Middlesbrough,Sunderland,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4800000,1,3,0.142857142857143,2.97619047619048E-08,6.25E-07,0,43684,0,1,0,0,0,0,0,0.6,1052,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0.7,4401,0,399,0,0,44,330,0,0,5,Man Utd,West Brom,Crystal Palace,Watford,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Etienne,Capoue,MID,WAT,5300000,2,48,6.9,1.30188679245283E-06,9.0566037735849E-06,0,150851,0,12,0,0,0,4,0,9.2,33685,8,-1,48,-8,0.9,0,4.7,11,0,0,0,1,43.3,1576796,0,347,0,2,602,79109,1,0,166,Middlesbrough,Swansea,Hull City,Liverpool,Leicester,9.3,9.5,7.7,4.9,10.4,9,8,8.9,6.1,8.9,8.4,8.2,9,9.1,6.9,6.4,10.4,8.7,8.9,9.3,7.3,8,9.5,8.5,6.6,8.8,9.6,7.7,7.8,7.6,8.3
Michael,Carrick,MID,MUN,4300000,0,1,0.0476190476190476,1.10741971207087E-08,2.32558139534884E-07,0,35133,0,0,0,0,0,0,0,0.2,3781,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,1.3,33321,0,275,0,0,13,3434,0,0,4,Liverpool,Chelsea,Burnley,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,6200000,0,2,0.0952380952380952,1.53609831029186E-08,3.2258064516129E-07,0,265225,0,2,0,0,0,0,0,0.3,2305,-3,0,2,3,0,0,0,0,0,0,0,0,1.4,29434,0,381,0,0,90,95,0,0,7,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Carroll,MID,TOT,4300000,0,1,0.0476190476190476,1.10741971207087E-08,2.32558139534884E-07,0,3737,0,0,0,0,0,0,0,0.2,324,-2,1,1,2,0,0,0,0,0,0,0,0,0.2,1913,0,93,0,0,1,191,-1,0,3,West Brom,Bournemouth,Leicester,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,67,-1,0,0,1,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,44,0,0,0,West Brom,Bournemouth,Leicester,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,0,6,1.2,2.66666666666667E-07,1.33333333333333E-06,0,11271,1,7,0,0,0,0,0,1.3,2145,0,0,6,0,0.2,0,1,0,0,0,0,0,0.4,3463,0,335,0,0,405,18,0,0,51,Middlesbrough,Swansea,Hull City,Liverpool,Leicester,0,0,0,0.9,0.8,1.1,0.6,0.7,0.6,0.6,0.9,0.9,1.1,0.6,0.6,1.6,1.1,0.6,1.4,1,0.6,0.8,0.7,0.7,0.6,0.6,0.8,1.4,0.6,0.6,0.6
Lee,Cattermole,MID,SUN,4400000,0,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,4039,1,3,0,0,0,0,0,0.7,332,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.1,1266,0,246,0,0,175,21,0,0,17,Stoke,West Ham,Arsenal,Bournemouth,Hull City,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Santiago,Cazorla,MID,ARS,7600000,3,36,5.1,6.71052631578947E-07,4.73684210526316E-06,0,182334,2,3,0,0,0,2,0,4.7,28123,1,0,36,-1,0.4,0,2.7,5,0,4,0,2,6.2,325099,0,259,0,0,528,10809,0,0,144,Swansea,Middlesbrough,Sunderland,Tottenham,Man Utd,5.4,6.4,6.8,4.9,6,7,5,5.6,5.2,4.1,5.2,5.1,4.7,6.6,7.3,5.8,5,4.6,5.1,3.2,7.3,5.5,5,5.5,5.5,7.1,6.7,4.5,5.7,6.2,5.5
Petr,Cech,GLK,ARS,5500000,6,25,3.6,6.54545454545455E-07,4.54545454545455E-06,0,165959,1,7,0,19,0,0,0,4.5,9738,0,0,25,0,0.8,0,4.3,0,0,3,0,0,17.2,144753,1,409,0,0,630,34400,0,0,121,Swansea,Middlesbrough,Sunderland,Tottenham,Man Utd,3.5,3,3.9,4.3,3,5.4,4.7,4.6,3.3,2.9,3.8,4.3,3.8,4.4,5,3.6,3.2,3.2,4.2,4.4,4.1,4,3.5,5,4.6,3.6,3.8,4,2.7,5,3.6
,Cedric,DEF,SOU,5000000,1,24,3.4,6.8E-07,4.8E-06,0,34672,0,6,0,0,0,0,0,4.8,15604,0,0,24,0,1.2,0,6,5,0,2,0,0,1.8,54995,0,320,0,0,552,6150,0,0,131,Burnley,Man City,Chelsea,Hull City,Liverpool,0,0,0,3.8,5.1,3.7,3.7,3.2,4.3,3,4.4,3.9,2.6,2.5,4.2,3.5,5,3.1,4.7,2.7,2.9,3.2,5.1,4.4,3.2,3.7,2.5,3.3,3.7,2.8,4.7
Nacer,Chadli,MID,WBA,6500000,10,34,1.61904761904762,2.49084249084249E-07,5.23076923076923E-06,0,34552,1,5,0,0,0,3,0,5.3,7816,0,-1,34,0,1.6,0,10.7,6,0,0,0,2,3.6,152873,0,173,0,2,344,59920,1,0,113,Tottenham,Liverpool,Man City,Leicester,Burnley,0.8,0.8,0.8,0.8,1.5,1.2,1,0.8,0.9,1,0.8,0.8,0.8,0.8,1.3,1.3,0.9,0.8,1.4,0.8,0.8,0.8,1,0.9,1,0.8,0.8,1.5,0.8,0.9,1.1
Nathaniel,Chalobah,MID,CHE,4500000,1,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,193,0,0,0,0,0,0,0,0.2,26,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,271,0,0,0,0,2,21,0,0,2,Leicester,Man Utd,Southampton,Everton,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,ARS,5900000,1,14,0.666666666666667,1.12994350282486E-07,2.3728813559322E-06,0,83330,0,3,0,0,0,1,0,2.4,4787,-1,0,14,1,0.1,0,0.3,0,0,1,0,0,1.4,57721,0,186,0,0,259,444,0,0,54,Swansea,Middlesbrough,Sunderland,Tottenham,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Calum,Chambers,DEF,MID,4400000,2,9,0.428571428571429,9.74025974025974E-08,2.04545454545455E-06,0,101093,0,7,0,0,0,1,0,2,4309,-1,0,9,1,0.2,0,1,0,0,0,0,0,3.3,82882,0,70,0,0,270,2182,0,0,60,Watford,Arsenal,Bournemouth,Man City,Chelsea,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4010,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,85,0,0,0,3,0,0,0,Tottenham,Liverpool,Man City,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4400000,0,0,0,0,0,0,4356,0,0,0,0,0,0,0,0,293,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,553,0,0,0,0,0,44,0,0,0,Chelsea,Crystal Palace,Tottenham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chirivella,MID,LIV,4300000,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,116,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,647,0,2,0,0,0,227,-1,0,0,Man Utd,West Brom,Crystal Palace,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7700000,5,23,4.6,5.97402597402597E-07,2.98701298701299E-06,0,132687,1,6,0,0,0,3,0,3,7476,2,-1,23,-2,0.6,0,4.7,2,0,0,0,0,8.6,361829,0,315,0,0,443,100182,1,0,76,West Ham,Leicester,Liverpool,Burnley,Man City,6.4,4.4,6.9,4.5,6.4,6.5,5.4,6.9,5,5.9,6,4.9,5.8,5.9,5.4,4.5,6.2,6.3,5.4,5.5,4.9,6.3,5.4,4.5,4.6,6.4,5.5,6.8,5.4,5.5,5
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4381,0,0,0,0,0,405,0,0,0,Bournemouth,Stoke,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4700000,0,5,0.238095238095238,5.06585612968592E-08,1.06382978723404E-06,0,2473,0,3,0,0,0,0,0,1,142,-3,1,5,3,0.1,0,0.3,0,0,0,0,0,0.1,972,0,183,0,0,196,60,-1,0,24,Burnley,Man City,Chelsea,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Clayton,MID,MID,4400000,0,10,1.7,3.86363636363636E-07,2.27272727272727E-06,0,11376,1,6,0,0,0,0,0,2.3,837,-1,0,10,1,0.2,0,1,0,0,1,0,0,0.3,5321,0,0,0,0,414,259,0,0,57,Watford,Arsenal,Bournemouth,Man City,Chelsea,1,0.8,1.4,0.8,0.9,1,0.8,0.9,0.8,0.9,0.8,1.1,1.5,1,0.9,0.8,0.8,0.9,1,1.2,1.3,1,1.3,1.3,1.5,0.8,0.8,0.8,0.8,1,0.8
Tom,Cleverley,MID,EVE,5300000,1,4,0.19047619047619,3.59389038634322E-08,7.54716981132075E-07,0,6339,1,1,0,0,0,0,0,0.8,214,-2,0,4,2,0.2,0,1,0,0,0,0,0,0.1,614,0,241,0,0,133,93,0,0,23,Man City,Burnley,West Ham,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
