FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Christian,Fuchs,DEF,LEI,5400000,0,20,3.3,6.11111111111111E-07,3.7037037037037E-06,0,165249,1,11,0,0,0,0,0,3.7,18571,-1,0,20,1,0.7,0,4,3,0,2,0,1,8.1,34787,0,482,0,1,540,5471,0,0,132,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,4.8,1.7,4.6,2.2,3.9,2.1,3.4,2.3,3.3,2.4,3.4,4,4.9,2.1,4.2,2.5,1.6,3,2.7,4.9,3.5,3.3,3.2,4.9,3.8,1.8,2.9,4.3,2.2,3.9,1.6,4.9
Jay,Fulton,MID,SWA,4400000,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0,474,0,4,0,0,0,124,0,0,0,Liverpool,Arsenal,Watford,Stoke,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4800000,0,5,0.277777777777778,5.78703703703704E-08,1.04166666666667E-06,0,59246,0,2,0,0,0,0,0,1,5545,-2,0,5,2,0,0,0,0,0,0,0,0,1.6,12664,0,304,0,0,187,329,0,0,37,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Gabriel,DEF,ARS,4800000,0,0,0,0,0,0,4934,0,0,0,0,0,0,0,0,150,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,415,0,244,0,0,0,178,0,0,0,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan,Galloway,DEF,WBA,4500000,0,9,3,6.66666666666667E-07,2E-06,0,6831,0,3,0,0,0,0,0,2,1058,0,0,9,0,0.2,0,1,0,0,1,0,0,0.4,11436,0,126,0,0,247,333,0,0,44,Sunderland,Tottenham,Liverpool,Man City,Leicester,2.9,3.2,3.5,2.3,1.8,4.2,3.3,2.9,2.2,2.7,2.1,4,3.1,2.5,2.8,2.8,2.6,4,3.8,4.5,3.5,2.3,4,1.9,2.7,3.7,4.5,2.1,3.3,2.1,3.1,3.3
Cristian,Gamboa,DEF,WBA,4000000,0,0,0,0,0,0,19246,0,0,0,0,0,0,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1724,0,0,0,0,0,56,0,0,0,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garcia,MID,MCI,5000000,0,1,0.0555555555555556,1.11111111111111E-08,2E-07,0,53,0,0,0,0,0,0,0,0.2,21,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,96,0,0,0,0,16,30,0,0,4,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Gardner,MID,WBA,5500000,0,10,0.555555555555556,1.01010101010101E-07,1.81818181818182E-06,0,5265,0,3,0,0,0,0,0,1.8,497,0,0,10,0,0.1,0,0.3,0,0,1,0,1,0.1,4835,0,244,0,0,167,19,0,0,40,Sunderland,Tottenham,Liverpool,Man City,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Florin,Gardos,DEF,SOU,4000000,0,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1247,0,0,0,0,0,508,0,0,0,Leicester,Burnley,Man City,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,15,0,0,0,2,0,0,0,Leicester,Burnley,Man City,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,4800000,1,2,0.111111111111111,2.31481481481481E-08,4.16666666666667E-07,0,12902,0,0,0,0,0,0,0,0.4,856,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.6,2479,0,69,0,0,39,424,0,0,11,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4600000,9,24,4,8.69565217391304E-07,5.21739130434783E-06,0,26600,0,9,0,0,0,1,0,5.3,5676,1,-1,24,-1,0.8,0,3.7,5,0,1,0,0,3.7,134919,0,0,0,1,540,69661,1,0,119,West Ham,Watford,Arsenal,Bournemouth,Man City,5.2,4.2,5.4,6,3.5,4.5,3.1,3.7,4.8,6,4,3.6,3.3,4.8,4.3,5.4,4.2,4.5,4.3,5.3,5.5,4.1,3.1,5.1,5.1,6,5.2,4.6,3.5,3.7,5.4,4.9
Darron,Gibson,MID,EVE,4400000,0,0,0,0,0,0,3068,0,0,0,0,0,0,0,0,242,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,470,0,44,0,0,0,22,0,0,0,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,ARS,8900000,1,6,2,2.24719101123596E-07,6.74157303370787E-07,0,64757,0,0,0,0,0,0,0,0.7,5178,-1,0,6,1,0.2,0,1.7,0,0,0,0,1,0.8,35771,0,629,0,0,54,620,0,0,11,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,1.7,1.5,2.1,1.4,1.3,2.3,1.9,2.4,1.2,1.6,1.5,1.6,1,2,2.5,2,1.6,1.8,1.3,1.7,2.2,1.5,1.8,2.2,1.6,1.6,2.1,1.2,1.4,2.4,1.6
Shay,Given,GLK,STK,4500000,0,13,2.6,5.77777777777778E-07,2.88888888888889E-06,0,9422,1,14,0,18,0,0,0,2.9,2444,0,0,13,0,0.2,0,0.7,3,0,0,0,0,0.8,17205,1,24,1,1,450,551,0,0,92,Man Utd,Sunderland,Hull City,Swansea,West Ham,1.5,2.2,2.7,2.2,3.3,3.9,2.1,3.5,3.4,3.1,2.7,3,1.8,2.3,2.3,1.6,2.3,2.3,2.9,2.3,1.9,1.7,2.5,1.4,1.7,3.9,2,2.7,3.6,2.4,3.5,2.5
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,4,0,0,0,5,0,0,0,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,5000000,1,11,1.8,3.6E-07,2.2E-06,0,39106,1,11,0,17,0,0,0,2.2,4409,0,0,11,0,0.3,0,1.3,1,0,0,0,0,2.4,11977,0,375,0,0,540,1773,0,0,95,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,2.5,1.1,1.5,1.1,1.7,1.6,2.1,1.2,1.4,0.9,1.2,1.7,1.5,2,1.1,1.3,2.3,2.2,0.9,2.4,1.8,0.9,1.6,1.3,1.3,1.2,1.2,1.5,2.5,0.9,1,1
Joseph,Gomez,DEF,LIV,4900000,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,96,0,58,0,0,0,10,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,242,0,0,0,19,0,0,0,Liverpool,Arsenal,Watford,Stoke,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynden,Gooch,MID,SUN,4500000,0,6,1.5,3.33333333333333E-07,1.33333333333333E-06,0,1546,2,3,0,0,0,0,0,1.3,204,0,0,6,0,0.1,0,0.3,0,0,1,0,0,0.1,2525,0,0,0,0,286,53,0,0,29,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0.8,0.9,0.8,0.8,0.8,0.8,0.8,1.4,1.1,0.9,0.8,0.9,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.8,1.2,1.5,0.8,0.8,0.9,0.8,0.8,1.4,1,0.8,0.8
Dan,Gosling,MID,BOU,4800000,1,5,0.277777777777778,5.78703703703704E-08,1.04166666666667E-06,0,3858,0,1,0,0,0,0,0,1,257,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.1,255,0,331,0,0,92,32,0,0,14,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lewis,Grabban,FWD,BOU,4400000,0,6,2,4.54545454545455E-07,1.36363636363636E-06,0,91908,0,2,0,0,0,0,0,1.3,9380,-1,1,6,1,0,0,0,0,0,0,0,1,3.5,60503,0,124,0,0,60,10838,-1,0,17,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,1.1,2.2,1.8,1,2.5,1.6,1,2.9,1,2.7,2.2,1,1.2,1.9,1.5,2.5,2.1,1,2.2,1,1,2.6,2.1,1,1,2.6,1,1.9,1.3,2.8,2.9,1
Max,Gradel,MID,BOU,5200000,1,4,0.222222222222222,4.27350427350427E-08,7.69230769230769E-07,0,10794,0,0,0,0,0,0,0,0.8,494,-3,0,4,3,0.2,0,1,0,0,0,0,0,0.2,800,0,155,0,0,64,39,0,0,19,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Grant,GLK,STK,4000000,2,2,0.111111111111111,2.77777777777778E-08,5E-07,0,829,0,1,0,2,0,0,0,0.5,495,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.2,6231,0,0,0,0,90,4411,0,0,13,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andre,Gray,FWD,BUR,6300000,0,18,3.6,5.71428571428571E-07,2.85714285714286E-06,0,409585,0,7,0,0,0,1,0,2.8,70013,-2,1,18,2,0.2,0,1.3,1,0,2,0,1,4.2,133598,0,0,0,0,427,374,-1,0,30,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0,0,0,1.8,4.8,2.1,5,3.1,5.4,2.7,1.8,4.6,5.4,2.3,4.9,1.9,5.4,2.7,5.4,3.5,3,2.4,3.1,4.3,5.4,2.3,1.8,4.4,2.3,4.6,1.8,5.4
Demarai,Gray,MID,LEI,4900000,6,12,0.666666666666667,1.36054421768707E-07,2.44897959183673E-06,0,31230,0,2,0,0,0,1,0,2.4,1447,-1,0,12,1,0.5,0,2.3,0,0,0,0,1,0.8,24472,0,57,0,0,118,4803,0,0,38,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.5
Marko,Grujic,MID,LIV,4600000,1,2,0.111111111111111,2.41545893719807E-08,4.34782608695652E-07,0,21699,0,0,0,0,0,0,0,0.4,1102,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.3,2020,0,0,0,0,30,112,0,0,6,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Johann Berg,Gudmundsson,MID,BUR,5200000,3,10,0.555555555555556,1.06837606837607E-07,1.92307692307692E-06,0,7568,0,3,0,0,0,0,0,1.9,375,-3,0,10,3,0.4,0,2.3,0,0,2,0,0,0.1,269,0,0,0,0,284,36,0,0,44,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,WAT,4500000,0,7,0.388888888888889,8.64197530864198E-08,1.55555555555556E-06,0,3764,1,6,0,0,0,0,0,1.6,351,0,0,7,0,0,0,0,0,0,0,0,1,0.1,4730,0,56,0,0,204,59,0,0,32,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,1,16,2.7,5.4E-07,3.2E-06,0,8889,2,4,0,0,0,0,0,3.2,2164,0,0,16,0,0.6,0,3,1,0,2,0,1,0.6,19508,0,270,0,0,530,2152,0,0,142,Crystal Palace,Man City,Burnley,West Ham,Chelsea,2.1,1.4,1.4,2.4,1.4,2.3,1.5,2.6,1.9,1.5,2,1.6,2.1,2.6,1.7,1.6,2,3.5,2.6,3,1.4,2.3,2,1.4,1.9,3.5,3.7,1.5,2.6,2.3,2.5,1.4
Ilkay,Gundogan,MID,MCI,5400000,2,10,0.555555555555556,1.02880658436214E-07,1.85185185185185E-06,0,19953,0,1,0,0,0,1,0,1.9,4667,-1,0,10,1,0.6,0,3.3,0,0,1,0,0,1.4,46388,0,0,0,0,138,10681,0,0,41,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4500000,0,9,0.5,1.11111111111111E-07,2E-06,0,14203,0,1,0,6,0,0,0,2,1682,0,0,9,0,0,0,0,0,0,1,0,0,0.8,8206,0,188,0,0,180,160,0,0,40,West Ham,Watford,Arsenal,Bournemouth,Man City,0.3,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.2
Ben,Hamer,GLK,LEI,4500000,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,33,0,0,0,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,161606,0,0,0,0,0,0,0,0,3615,-2,0,0,2,0,0,0,0,0,0,0,0,1.4,2306,0,360,0,0,0,18,0,0,0,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Haugaard,GLK,STK,4400000,0,0,0,0,0,0,2141,0,0,0,0,0,0,0,0,192,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,120,0,31,0,0,0,9,0,0,0,Man Utd,Sunderland,Hull City,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Hazard,MID,CHE,9900000,2,30,5,5.05050505050505E-07,3.03030303030303E-06,0,629427,2,9,0,0,0,2,0,3,163327,-1,1,30,1,0.2,0,1.7,6,0,1,0,1,21.1,619366,0,476,0,1,504,15255,-1,0,113,Hull City,Leicester,Man Utd,Southampton,Everton,5.2,7.5,6.4,3.9,6.1,6,5.5,3.2,5.9,5.9,4.1,7.5,6.4,3.5,4.2,5.3,2.5,4.4,3.6,6,4,6.3,5,5.6,4.9,3.5,4.8,6.4,3.7,6.9,4.5,7.1
Tom,Heaton,GLK,BUR,4600000,7,28,4.7,1.02173913043478E-06,6.08695652173913E-06,0,65220,0,8,0,27,0,0,0,6.1,6974,1,0,28,-1,0.8,0,3.7,3,0,2,0,0,8.3,180702,0,0,0,2,540,22982,0,0,131,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,7,3.6,6.7,2.4,7,3.3,5.8,4,7,3.7,3.3,5.9,6.4,2.4,7,4,7,3,6.9,3.9,4,3.3,3.3,7,7,3,2.6,5.4,4,6.5,3,7
Jordan,Henderson,MID,LIV,6400000,2,17,2.8,4.375E-07,2.65625E-06,0,20975,3,9,0,0,0,1,0,2.7,3489,-1,0,17,1,0.7,0,4.3,3,0,0,0,0,1.1,18316,0,250,0,0,523,2809,0,0,112,Swansea,Man Utd,West Brom,Crystal Palace,Watford,2.1,2.9,2.6,1.4,2.9,1.4,3.3,1.4,2.7,2.3,1.4,2.9,2,2.3,1.7,2.7,2.9,1.9,2.4,1.4,1.8,4,1.4,2.7,3.8,1.8,1.6,2.4,1.7,2.9,1.4,3.2
Jeff,Hendrick,MID,BUR,5400000,8,11,0.611111111111111,1.13168724279835E-07,2.03703703703704E-06,0,764,0,4,0,0,0,1,0,2,118,-1,0,11,1,0.7,0,3.7,0,0,1,0,0,0,2275,0,0,0,0,196,561,0,0,39,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Wayne,Hennessey,GLK,CRY,4500000,0,5,0.277777777777778,6.17283950617284E-08,1.11111111111111E-06,0,76214,0,2,0,6,0,0,0,1.1,8474,0,0,5,0,0,0,0,0,0,0,0,0,2.8,12130,0,266,0,0,180,172,0,0,29,Everton,West Ham,Leicester,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3082,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0.1,378,0,0,0,0,0,17,0,0,0,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,5400000,1,1,0.0555555555555556,1.02880658436214E-08,1.85185185185185E-07,0,365,0,0,0,0,0,0,0,0.2,51,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,670,0,0,0,0,18,32,0,0,3,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abel,Hernandez,FWD,HUL,6000000,2,19,3.2,5.33333333333333E-07,3.16666666666667E-06,0,66716,0,9,0,0,0,1,0,3.2,12323,0,0,19,0,0.3,0,2,0,0,2,0,1,2.1,96432,0,0,0,0,518,7579,0,0,36,Chelsea,Bournemouth,Stoke,Watford,Southampton,3.7,2.7,3.8,4.1,3,4.5,2.7,3.7,2.9,2.9,4.1,3.1,2.7,3.5,3.9,3.7,3.2,4.2,3.3,4.1,3,2.9,3,3.7,2.6,3.7,4.6,3.5,3.1,3.6,3.7,2.4
Luis,Hernandez,DEF,LEI,4400000,0,1,0.0555555555555556,1.26262626262626E-08,2.27272727272727E-07,0,12440,0,4,0,0,0,0,0,0.2,1056,-1,0,1,1,0,0,0,0,0,0,0,0,0.5,3517,0,0,0,0,147,190,0,0,23,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,2,5,0.277777777777778,4.40917107583774E-08,7.93650793650794E-07,0,7747,1,2,0,0,0,0,0,0.8,480,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.3,2224,0,307,0,0,234,747,0,0,44,Stoke,Liverpool,Chelsea,Burnley,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,0,Leicester,Burnley,Man City,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,200,0,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,8340,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0.3,924,0,0,0,0,0,34,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4400000,3,9,0.5,1.13636363636364E-07,2.04545454545455E-06,0,64590,1,4,0,0,0,0,0,2,4723,-1,0,9,1,0.3,0,1.3,0,0,1,0,0,1.9,23716,0,0,0,0,360,2483,0,0,73,Leicester,Burnley,Man City,Chelsea,Hull City,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4400000,0,7,2.3,5.22727272727273E-07,1.59090909090909E-06,0,45289,1,5,0,0,0,0,0,1.6,5279,-1,1,7,1,0,0,0,0,0,1,0,0,0.9,37721,0,0,0,0,270,467,-1,0,61,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,1.4,1.8,1.6,1.9,2.1,1.2,3.4,2.9,2.9,1.5,1.3,1.9,2.4,2,2.2,3,1.9,1.4,1.6,2,2.5,2.3,1.9,1.5,3.2,2.3,1.7,1.8,1.9,1.3,2.8,2
Jose,Holebas,DEF,WAT,4500000,0,10,1.7,3.77777777777778E-07,2.22222222222222E-06,0,11137,4,11,0,0,0,1,0,2.2,1881,0,0,10,0,0.6,0,2.7,0,0,0,0,0,1.3,52306,0,96,0,0,539,12103,0,0,49,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,2.4,1,1.4,1,1.5,1.5,1.9,1.1,1.2,0.8,1.1,1.5,1.4,1.8,1,1.2,2.2,2,0.8,2.2,1.7,0.8,1.4,1.1,1.2,1.1,1.1,1.3,2.3,0.8,0.9,0.9
Mason,Holgate,DEF,EVE,4500000,0,16,0.888888888888889,1.97530864197531E-07,3.55555555555556E-06,0,145391,0,2,0,0,0,0,0,3.6,28192,0,0,16,0,0,0,0,3,0,1,0,1,5,290307,0,0,0,0,270,3698,0,0,78,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0.6,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,1,1,0.4,0.4,0.7,0.4,0.4,0.6,1,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.8,0.6,0.5,0.4,0.4,0.9
Tom,Huddlestone,MID,HUL,4900000,0,12,0.666666666666667,1.36054421768707E-07,2.44897959183673E-06,0,5814,2,8,0,0,0,0,0,2.4,916,-1,1,12,1,0.4,0,2,0,0,1,0,1,0.3,3623,0,0,0,0,462,120,-1,0,66,Chelsea,Bournemouth,Stoke,Watford,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
