FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Lucas,Perez,FWD,ARS,8200000,0,3,1.5,1.82926829268293E-07,3.65853658536585E-07,0,26594,0,1,0,0,0,0,0,0.4,6059,-3,1,3,3,0.1,0,1,0,0,0,0,0,0.3,34199,0,0,0,0,64,1133,-1,0,12,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0.8,1.1,0.9,1.4,0.8,0.8,1.5,1.2,1.6,0.8,1,1,1,0.8,1.3,1.6,1.3,1,1.1,0.8,1.1,1.5,0.9,1.1,1.4,1,1,1.4,0.8,0.9,1.6,1
Matt,Phillips,MID,WBA,5300000,2,17,2.8,5.28301886792453E-07,3.20754716981132E-06,0,7546,0,6,0,0,0,0,0,3.1,626,-2,1,17,2,0.6,0,3,0,0,2,0,1,0.2,2713,0,0,0,0,511,161,-1,0,54,Sunderland,Tottenham,Liverpool,Man City,Leicester,3,1.9,1.4,1.6,2,3.6,2.6,2.4,1.7,2.2,2.5,1.4,1.9,1.8,1.7,2.9,3,2.5,1.9,3.4,2,1.8,1.4,2.3,2.3,2.5,1.9,1.5,3.4,1.7,2.5,2.8
Jordan,Pickford,GLK,SUN,4000000,1,12,3,7.5E-07,3E-06,0,58693,0,8,0,21,0,0,0,3,4044,0,0,12,0,0.7,0,2.7,0,0,0,0,0,11.1,155847,0,18,0,0,360,38103,0,0,76,West Brom,Stoke,West Ham,Arsenal,Bournemouth,2.8,4,3.9,4,3,2.4,3.6,3.3,3.4,3,2.8,2,2.2,4.5,4,2.9,3.1,3.5,3.7,2.4,2.3,2.7,4.2,2.7,1.9,2,4.2,4,4.5,3.4,2.7,2.3
Jeremy,Pied,DEF,SOU,4800000,0,1,0.0555555555555556,1.15740740740741E-08,2.08333333333333E-07,0,2261,0,0,0,0,0,0,0,0.2,92,-2,1,1,2,0,0,0,0,0,0,0,0,0,119,0,0,0,0,12,9,-1,0,2,Leicester,Burnley,Man City,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,5000000,1,6,0.333333333333333,6.66666666666667E-08,1.2E-06,0,466,1,2,0,0,0,0,0,1.2,89,0,0,6,0,0.2,0,1,0,0,1,0,0,0,594,0,0,0,0,196,14,0,0,23,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Erik,Pieters,DEF,STK,4400000,2,5,1,2.27272727272727E-07,1.13636363636364E-06,0,88752,1,11,0,0,0,0,0,1.1,7295,-1,0,5,1,0.2,0,0.7,0,0,0,0,0,3,13720,0,388,0,0,450,1212,0,0,57,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.5,0.5,0.6,0.5,0.9,1.1,0.5,0.9,1.1,0.7,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1.1,0.5,0.6,1,0.5,1.2,0.5
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,13068,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1652,0,16,0,0,0,48,0,0,0,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8300000,8,17,3.4,4.09638554216867E-07,2.04819277108434E-06,0,311979,1,6,0,0,0,1,0,2,12481,-2,0,17,2,0.4,0,3.7,1,0,2,0,0,10.2,232305,0,0,0,0,450,18991,0,0,84,Stoke,Liverpool,Chelsea,Burnley,Swansea,3.4,1.7,2.3,4.8,3.6,2.1,3.1,2.4,2.7,2.6,2.9,3.9,3.8,2.5,2.7,3.2,2.6,2.7,3.3,2,4.5,2.5,3.9,3,3.2,3.8,3.4,2.3,3.1,1.9,2.2,2.8
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,19030,0,0,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,2.1,7933,0,0,0,0,0,669,0,0,0,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-4,0,0,0,4,0,0,0,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,1,7,1.2,2.66666666666667E-07,1.55555555555556E-06,0,3529,1,9,0,0,0,0,0,1.6,477,0,0,7,0,0.3,0,1.3,0,0,0,0,0,0.3,5596,0,181,0,0,459,1637,0,0,68,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,1.5,0.6,0.8,0.6,0.9,0.8,1.1,0.6,0.7,0.6,0.6,0.9,0.8,1.1,0.6,0.7,1.4,1.2,0.6,1.3,1,0.6,0.8,0.6,0.7,0.6,0.6,0.8,1.4,0.6,0.6,0.6
Marc,Pugh,MID,BOU,4800000,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,150,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,142,0,245,0,0,0,15,0,0,0,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Puncheon,MID,CRY,5500000,1,23,3.8,6.90909090909091E-07,4.18181818181818E-06,0,34607,2,7,0,0,0,0,0,4.2,7084,0,0,23,0,0.7,0,3.7,4,0,0,0,3,1.7,53038,0,381,0,0,526,6050,0,0,136,Everton,West Ham,Leicester,Liverpool,Burnley,2.9,3.6,3.3,3.2,2.8,2.8,4.3,3.9,4,3.9,4,3.6,2.4,3.6,3.1,3.7,2.7,4.5,3.9,4.4,3.5,3.2,3.9,2.9,3,2.4,5.2,1.9,5.5,2.5,3.1,3.7
Gaston,Ramirez,MID,MID,5400000,1,10,1.7,3.14814814814815E-07,1.85185185185185E-06,0,56383,3,6,0,0,0,0,0,1.9,4468,-1,1,10,1,0.2,0,1,0,0,1,0,1,0.9,40719,0,0,0,0,389,118,-1,0,42,West Ham,Watford,Arsenal,Bournemouth,Man City,0.9,1,0.8,1.6,0.8,1,0.9,0.8,0.8,0.8,0.9,0.8,1.1,1.6,1,0.9,0.9,0.8,0.9,0.9,1.2,1.3,1,1.3,1.2,1.7,0.8,0.8,0.8,0.8,1,0.8
Aaron,Ramsey,MID,ARS,7700000,0,2,0.111111111111111,1.44300144300144E-08,2.5974025974026E-07,0,132045,0,3,0,0,0,0,0,0.3,2478,-3,0,2,3,0,0,0,0,0,0,0,0,1.1,2085,0,558,0,0,60,31,0,0,5,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,4000000,0,0,0,0,0,0,10743,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0.7,6713,0,30,0,0,0,1215,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,0,0,0,0,0,0,6733,0,0,0,0,0,0,0,0,645,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,1002,0,56,0,0,0,101,0,0,0,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,4400000,1,4,0.222222222222222,5.05050505050505E-08,9.09090909090909E-07,0,6329,0,4,0,0,0,0,0,0.9,442,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.3,1076,0,194,0,0,141,297,0,0,26,Liverpool,Arsenal,Watford,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,10805,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1359,0,3,0,0,0,49,0,0,0,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6900000,6,17,0.944444444444445,1.36876006441224E-07,2.46376811594203E-06,0,112012,1,4,0,0,0,3,0,2.5,9108,-1,-1,17,1,0.6,0,4.3,0,0,0,0,0,9,254295,0,237,0,0,237,144288,1,0,80,Stoke,Liverpool,Chelsea,Burnley,Swansea,0.8,0.5,0.5,0.8,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.8,0.8,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,97,-1,0,0,1,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,10,0,0,0,West Ham,Watford,Arsenal,Bournemouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,6000000,3,21,3.5,5.83333333333333E-07,3.5E-06,0,288205,1,6,0,0,0,1,0,3.5,33141,0,0,21,0,0.5,0,2.7,3,0,2,0,0,7.2,275452,0,379,0,0,540,5435,0,0,78,Leicester,Burnley,Man City,Chelsea,Hull City,2.5,5.2,1.8,3.9,3.2,3.1,3.6,2.4,4.2,3,2,3.1,3.4,2.2,2.1,5,3.4,3.5,3.7,2.4,2.8,3.8,2,5,3.2,2.6,2.7,2.1,3,1.8,3.7,3.8
Harrison,Reed,MID,SOU,4400000,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,0,107,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,487,0,1,0,0,0,56,0,0,0,Leicester,Burnley,Man City,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5000000,0,7,1.4,2.8E-07,1.4E-06,0,33523,2,11,0,0,0,0,0,1.4,3793,0,0,7,0,0,0,0,0,0,1,0,0,1.5,9787,0,294,0,0,437,635,0,0,81,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0.7,1,0.9,0.7,1.5,0.7,0.7,1.9,1.1,1.6,0.8,0.9,0.7,0.7,1.2,0.7,0.7,0.8,0.9,0.7,1,0.8,1.1,0.9,1.7,0.9,0.7,0.9,1.3,1,1.8,0.7
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,19932,0,0,0,0,0,0,0,0,745,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,14306,0,62,0,0,0,42,-1,0,0,Everton,West Ham,Leicester,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5500000,1,1,0.0555555555555556,1.01010101010101E-08,1.81818181818182E-07,0,33484,0,0,0,0,0,0,0,0.2,750,-5,0,1,5,0.1,0,0.3,0,0,0,0,0,0.3,1348,0,0,0,0,32,259,0,0,3,West Ham,Watford,Arsenal,Bournemouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Robertson,DEF,HUL,4500000,0,13,2.2,4.88888888888889E-07,2.88888888888889E-06,0,23412,0,12,0,0,0,0,0,2.9,3608,0,0,13,0,0.2,0,0.7,1,0,1,0,0,1.8,44080,0,0,0,0,540,2726,0,0,99,Chelsea,Bournemouth,Stoke,Watford,Southampton,1.6,2.1,2.3,1.9,2.1,2,1.4,1.9,1.9,2,3,1.1,1.5,2,2.9,1.6,1.4,2.9,3.1,2.5,1.3,1.4,1.6,2.7,1.2,1.5,2.9,1.4,2.2,1.4,2.5,1.7
Paul,Robinson,GLK,BUR,4000000,0,0,0,0,0,0,23668,0,0,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,0,0,0,0,2.6,7814,0,0,0,0,0,673,0,0,0,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4800000,0,0,0,0,0,0,2347,0,0,0,0,0,0,0,0,135,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,468,0,110,0,0,0,53,0,0,0,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,5000000,1,2,0.111111111111111,2.22222222222222E-08,4E-07,0,3378,0,0,0,0,0,0,0,0.4,721,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,6825,0,0,0,0,18,1119,0,0,5,Sunderland,Tottenham,Liverpool,Man City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jay,Rodriguez,MID,SOU,6300000,0,10,0.555555555555556,8.81834215167549E-08,1.58730158730159E-06,0,13751,0,2,0,0,0,1,0,1.6,1760,-2,1,10,2,0,0,0.3,2,0,0,0,0,0.2,3513,0,56,0,0,69,17,-1,0,23,Leicester,Burnley,Man City,Chelsea,Hull City,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4500000,0,11,2.8,6.22222222222222E-07,2.44444444444444E-06,0,48879,1,8,0,0,0,0,0,2.4,5637,0,0,11,0,0.2,0,0.7,1,0,0,0,1,1.5,63785,0,112,0,0,360,470,0,0,55,West Brom,Stoke,West Ham,Arsenal,Bournemouth,2.1,2.5,1.9,1.4,1.7,1.8,1.4,3.4,2.8,2.4,2.4,2.4,1.7,1.9,2.4,2.2,1.9,2,2.4,1.8,1.6,3.1,3.6,2.3,2.1,2.4,2.2,1.4,3.4,2.6,2.2,1.8
Marcos,Rojo,DEF,MUN,5200000,0,0,0,0,0,0,11979,0,0,0,0,0,0,0,0,612,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,670,0,192,0,0,0,84,0,0,0,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,2076,0,0,0,0,0,0,0,0,177,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,389,0,40,0,0,0,34,-1,0,0,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6600000,8,31,5.2,7.87878787878788E-07,4.6969696969697E-06,0,102834,0,6,0,0,0,3,0,4.7,11933,1,0,31,-1,1,0,6.3,5,0,2,0,1,6,230463,0,354,0,0,474,63905,0,0,96,Sunderland,Tottenham,Liverpool,Man City,Leicester,7,6,6.1,7,5.6,7.8,7.6,7.1,6.3,6.5,6,6,5.8,6.4,5.4,6.9,6.7,6.9,6.6,7.8,6.7,5.4,6.1,5.8,6.8,6.9,7.8,6.7,7.8,5,7.6,7.4
Wayne,Rooney,FWD,MUN,8800000,1,19,3.2,3.63636363636364E-07,2.15909090909091E-06,0,184216,3,6,0,0,0,1,0,2.1,30381,-2,1,19,2,0.1,0,1,1,0,2,0,2,3.4,97424,0,509,0,0,454,808,-1,0,91,Stoke,Liverpool,Chelsea,Burnley,Swansea,4.3,3.4,3.2,4.6,4,3.1,4.3,2.5,3,3.2,3.1,4.1,3.2,3.7,4.7,4.2,3.7,2.6,4,3.3,4.4,2.7,3.3,3.2,3.3,4.1,4.2,2.3,3.5,2.9,2.5,3.4
Danny,Rose,DEF,TOT,5900000,0,16,5.3,8.98305084745763E-07,2.71186440677966E-06,0,162261,1,2,0,0,0,1,0,2.7,15720,-1,0,16,1,0,0,0,1,0,1,0,0,5.1,64566,0,346,0,0,270,527,0,0,58,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,6.2,5.6,7.5,6.7,7.6,5.1,6.6,4.5,6.2,8,6.3,5.9,7.2,6.8,4.9,6.2,6,6,7.3,6.9,6.8,7.9,4.9,7,6.8,8,4.3,7.3,6.5,5.4,7
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4485,0,0,0,0,0,1103,0,0,0,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4800000,2,7,1.8,3.75E-07,1.45833333333333E-06,0,18048,0,4,0,0,0,0,0,1.5,842,-2,0,7,2,0.1,0,0.7,0,0,1,0,0,0.3,5567,0,269,0,0,270,171,0,0,29,Liverpool,Arsenal,Watford,Stoke,Man Utd,0.9,0.9,1,1.4,1,0.9,0.9,0.9,1.3,1.2,1.7,0.9,1.6,1.1,0.9,0.9,1,0.9,1.6,0.9,1.8,1.4,0.9,1.2,0.9,1,1.2,1,1.3,0.9,1.7,0.9
Bacary,Sagna,DEF,MCI,5400000,4,14,3.5,6.48148148148148E-07,2.59259259259259E-06,0,158997,1,3,0,0,0,0,0,2.6,3891,-1,0,14,1,0.7,0,4,0,0,1,0,1,3.4,21810,0,386,0,0,347,8410,0,0,73,Tottenham,Everton,Southampton,West Brom,Middlesbrough,3.5,3.8,4.7,3.5,3.2,4.2,2.6,4,2.3,3.7,4.8,4,4,5.2,2.9,4.1,4.3,3.6,3.6,2.8,3.5,4.8,5.2,4.5,2.8,3.3,3.7,3.7,3.2,4.4,4.3,3.3
Diafra,Sakho,FWD,WHU,5900000,0,0,0,0,0,0,3737,0,0,0,0,0,0,0,0,241,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,835,0,286,0,0,0,97,0,0,0,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou,Sakho,DEF,LIV,4800000,0,0,0,0,0,0,2521,0,0,0,0,0,0,0,0,168,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,310,0,273,0,0,0,33,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5400000,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0,127,0,220,0,0,0,38,0,0,0,Everton,West Ham,Leicester,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11200000,14,46,7.7,6.875E-07,4.10714285714286E-06,0,190374,0,6,0,0,0,4,0,4.1,6461,2,-2,46,-2,0.7,1,8.3,6,0,2,0,3,20.6,604797,0,690,0,2,467,259486,2,0,135,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,8.3,9.7,10,10.3,9.2,10.1,11.6,8.9,10.3,8.6,7.6,9.8,9.4,8.2,10.9,11.6,10.5,8.5,8.9,8.8,5.9,11.6,9.7,8.3,10,9.2,10.5,10.2,8.2,10.5,10.2,10.1
Leroy,Sane,MID,MCI,7700000,0,2,0.111111111111111,1.44300144300144E-08,2.5974025974026E-07,0,22510,0,0,0,0,0,0,0,0.3,1334,-3,1,2,3,0.1,0,0.7,0,0,0,0,0,0.2,3270,0,0,0,0,50,142,-1,0,7,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yaya,Sanogo,FWD,ARS,4800000,0,0,0,0,0,0,5641,0,0,0,0,0,0,0,0,454,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1756,0,0,0,0,0,265,0,0,0,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4900000,1,1,0.0555555555555556,1.13378684807256E-08,2.04081632653061E-07,0,12140,0,0,0,0,0,0,0,0.2,284,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,565,0,236,0,0,29,157,0,0,6,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,5000000,0,13,3.3,6.6E-07,2.6E-06,0,215360,0,6,0,16,0,0,0,2.6,26874,0,0,13,0,0.1,0,0.7,1,0,1,0,0,9.4,58173,0,475,0,0,326,1108,0,0,76,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,4.8,1.7,4.6,2.2,3.9,2.1,3.4,2.3,3.3,2.4,3.4,4,4.9,2.1,4.2,2.5,1.6,3,2.7,4.9,3.5,3.3,3.2,4.9,3.8,1.8,2.9,4.3,2.2,3.9,1.6,4.9
Morgan,Schneiderlin,MID,MUN,4700000,0,1,0.0555555555555556,1.18203309692671E-08,2.12765957446809E-07,0,8822,0,0,0,0,0,0,0,0.2,527,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,1019,0,317,0,0,6,98,0,0,3,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5200000,0,0,0,0,0,0,4871,0,0,0,0,0,0,0,0,217,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,446,0,200,0,0,0,36,0,0,0,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6300000,3,12,0.666666666666667,1.05820105820106E-07,1.9047619047619E-06,0,269292,0,1,0,0,0,1,0,1.9,5819,-2,0,12,2,0.2,0,1,2,0,1,0,0,3.5,63673,0,302,0,0,177,1338,0,0,31,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Shaw,DEF,MUN,5500000,0,21,4.2,7.63636363636364E-07,3.81818181818182E-06,0,403814,0,5,0,0,0,0,0,3.8,121527,0,1,21,0,0.1,0,0.7,2,0,2,0,1,17.9,339863,0,92,0,1,434,889,-1,0,105,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,4.9,3.7,6.3,5.2,5.7,5.9,3.9,5.2,5.4,4.6,4.7,4.1,5.3,6.3,5.5,4.3,3.1,4.8,3.5,6.3,4.9,4.3,4.8,4.9,4.6,5.1,3.6,4.6,5.5,4.6,5.6
Ryan,Shawcross,DEF,STK,4900000,1,6,1,2.04081632653061E-07,1.22448979591837E-06,0,28384,3,15,0,0,0,0,0,1.2,3486,-1,0,6,1,0.1,0,0.3,0,0,0,0,1,1.5,5487,0,176,0,0,540,460,0,0,70,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.5,0.5,0.6,0.5,0.9,1.1,0.5,0.9,1.1,0.7,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1.1,0.5,0.6,1,0.5,1.2,0.5
,Sheyi Ojo,MID,LIV,4800000,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0,52,0,81,0,0,0,3,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7200000,6,20,3.3,4.58333333333333E-07,2.77777777777778E-06,0,178144,0,10,0,0,0,1,0,2.8,8293,-3,0,20,3,0.7,0,5.3,2,0,0,0,1,3.5,18481,0,586,0,0,447,1335,0,0,75,Liverpool,Arsenal,Watford,Stoke,Man Utd,2.2,2.1,2.8,3.5,2.8,2.6,2.3,2.5,3.3,3.1,4.1,2.6,4,2.9,1.6,1.6,2.8,2.2,4,2.6,4.2,3.6,2.4,3.2,2.2,2.8,3.2,2.8,3.3,2.6,4,2.5
