FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Almen,Abdi,MID,WAT,5000000,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,250,0,0,0,4,0,0,0,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Adam,MID,STK,4700000,2,3,0.1,2.12765957446809E-08,6.38297872340426E-07,0,3294,2,2,0,0,0,0,0,0.6,134,-3,0,3,3,0.2,0,1,0,0,0,0,0,0.1,1064,0,109,0,0,141,292,0,0,6,West Ham,Bournemouth,Watford,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,9859,0,2,0,0,0,0,0,0.6,57,-1,0,3,1,0,0,0,0,0,0,0,0,0,636,0,0,0,0,122,5,0,0,6,Man City,Chelsea,Leicester,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Adrian,GLK,WHU,5000000,2,35,3.5,7E-07,7E-06,0,61934,0,19,0,34,0,0,0,7,3589,0,0,35,0,1.1,0,5.3,3,0,3,0,0,2.8,50887,0,356,0,0,900,1628,0,0,189,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,4.8,3.5,2.5,4.7,4.1,4.7,3.9,3.5,2,3.6,4.7,3.2,3.4,3.7,4.1,3.3,3.9,3.1,4.1,3.9,4.6,3.8,3.4,4,4.1,4.7,5.2,2.9
Ibrahim,Afellay,MID,STK,5400000,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,134,0,270,0,0,0,11,0,0,0,West Ham,Bournemouth,Watford,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benik,Afobe,FWD,BOU,5600000,1,6,1,1.78571428571429E-07,1.07142857142857E-06,0,20234,0,0,0,0,0,0,0,1.1,577,-4,0,6,4,0.2,0,1,0,0,0,0,0,0.3,4403,0,146,0,0,70,666,0,0,9,Sunderland,Stoke,Arsenal,Liverpool,Burnley,0.9,0.5,0.5,0.8,0.5,0.9,0.7,0.5,0.5,0.5,0.6,0.6,0.7,0.5,0.8,0.5,0.5,0.8,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.7,0.8,0.5
Sergio,Aguero,FWD,MCI,13100000,16,55,6.9,5.26717557251908E-07,4.19847328244275E-06,0,1400910,1,8,0,0,0,7,0,4.2,5759,1,-1,55,-1,0.4,1,5.3,12,0,1,0,1,46.3,1507234,0,789,0,3,654,170633,1,0,220,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,9,9.3,8.1,9.3,7.9,9.1,8.4,9.7,8.5,10.4,8.1,9.3,8.5,9.1,7.5,9.3,8.7,9.5,9.9,8.9,8,8.8,8.8,9.1,9.1,9.1,10.4,8.6
Ola,Aina,DEF,CHE,4700000,0,1,0.0333333333333333,7.09219858156028E-09,2.12765957446809E-07,0,4118,0,0,0,0,0,0,0,0.2,94,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,354,0,0,0,0,9,31,0,0,3,Everton,Middlesbrough,Tottenham,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ake,DEF,BOU,4200000,0,2,0.0666666666666667,1.58730158730159E-08,4.76190476190476E-07,0,38102,0,2,0,0,0,0,0,0.5,1483,-3,1,2,3,0,0,0,0,0,0,0,0,1,4740,0,232,0,0,15,431,-1,0,6,Sunderland,Stoke,Arsenal,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuba,Akpom,FWD,ARS,5200000,0,0,0,0,0,0,8164,0,0,0,0,0,0,0,0,137,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1064,0,0,0,0,0,18,0,0,0,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Albrighton,MID,LEI,5100000,1,19,2.4,4.70588235294118E-07,3.72549019607843E-06,0,50350,0,9,0,0,0,0,0,3.7,2251,-4,0,19,4,0.2,0,1,0,0,4,0,0,0.9,7951,0,519,0,0,532,360,0,0,77,West Brom,Watford,Middlesbrough,Sunderland,Man City,2.1,1.2,2.4,1.5,1.7,1.2,1.2,2.3,2.2,1.5,1.9,1.2,1.2,2.6,1.4,1.6,2,1.2,1.2,2.1,2.9,1.2,1.2,2,1.3,2.3,1.2,2.9
Toby,Alderweireld,DEF,TOT,6400000,0,31,3.9,6.09375E-07,4.84375E-06,0,473918,0,3,0,0,0,0,0,4.8,64843,-1,0,31,1,0,0,0.3,0,0,4,0,0,12.3,69709,0,598,0,0,689,255,0,0,157,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,5.8,3.2,4.5,3.1,4.5,5.4,4.3,3.9,4.5,4.8,3.2,4,4.3,4.6,5.5,4.7,5,5.3,3.5,4.1,4.7,5.8,2.4,5.3,4.6,4.2,4.6
Trent,Alexander-Arnold,MID,LIV,4400000,0,0,0,0,0,0,867,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,28,0,0,0,Watford,Southampton,Sunderland,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Allen,MID,STK,5300000,10,55,5.5,1.0377358490566E-06,1.0377358490566E-05,0,75586,2,15,0,0,0,4,0,10.8,14987,3,-2,55,-3,1.8,0,9.3,9,0,3,0,2,17.2,678745,0,132,0,1,802,248334,2,0,239,West Ham,Bournemouth,Watford,Burnley,Arsenal,5.2,8,6.3,7.7,4.8,6.3,8.2,3.8,4.6,6.7,6.9,7.3,6.8,6.3,5.8,4.9,7,4.8,5.8,6.1,5.6,5.1,6,6.7,6.5,4.7,4.4,5.6
Bamidele,Alli,MID,TOT,8200000,2,42,4.2,5.1219512195122E-07,5.1219512195122E-06,0,292624,2,5,0,0,0,3,0,5.1,28449,-3,0,42,3,0.6,0,4.7,3,0,4,0,1,6.4,93586,0,666,0,0,801,7014,0,0,128,Arsenal,West Ham,Chelsea,Swansea,Man Utd,2.9,4.6,2.7,4.7,4,4.3,5.6,3.4,4,4.1,4.4,2.9,4.6,5,2.2,4.5,4.8,3.7,4.5,3.4,4.3,4.8,5.8,3.9,3,3.1,5.3,4.4
Marcos,Alonso,DEF,CHE,5900000,6,27,0.9,1.52542372881356E-07,4.57627118644068E-06,0,3760,1,0,0,0,0,0,0,4.6,1293,-1,0,27,1,1.1,0,6.7,0,0,4,0,1,1,38501,0,0,0,0,396,18829,0,0,121,Everton,Middlesbrough,Tottenham,Man City,West Brom,0.5,0.4,0.6,0.4,0.5,0.4,0.5,0.9,0.7,0.4,0.4,0.4,0.6,0.8,0.4,0.4,0.6,0.5,0.5,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5
Daniel,Amartey,MID,LEI,4500000,0,18,2.3,5.11111111111111E-07,4E-06,0,5008,1,12,0,0,0,0,0,4,839,0,0,18,0,0.2,0,1,0,0,2,0,1,0.2,7258,0,23,0,0,567,245,0,0,89,West Brom,Watford,Middlesbrough,Sunderland,Man City,2,1.2,2.3,1.4,1.6,1.2,1.2,2.2,2.1,1.4,1.8,1.2,1.2,2.4,1.3,1.5,1.9,1.2,1.2,2,2.7,1.2,1.2,1.9,1.2,2.2,1.2,2.8
Jordi,Amat,DEF,SWA,4100000,0,11,1.4,3.41463414634146E-07,2.68292682926829E-06,0,152246,3,15,0,0,0,0,0,2.7,19015,1,0,11,-1,0.1,0,0.3,0,0,1,0,0,13.5,305984,0,63,0,0,720,9102,0,0,126,Man Utd,Everton,Crystal Palace,Tottenham,Sunderland,0.7,0.7,1.1,1,1,1,0.9,1.6,1.5,1.3,1.4,1.5,1,0.7,0.9,0.7,1.1,1.1,0.8,0.7,1.1,1.5,0.9,1.1,0.7,0.8,0.9,0.9
Nordin,Amrabat,MID,WAT,5000000,5,23,2.6,5.2E-07,4.6E-06,0,7073,2,11,0,0,0,0,0,4.6,317,0,0,23,0,0.5,0,2.7,5,0,2,0,1,0.1,7608,0,74,0,0,626,345,0,0,87,Liverpool,Leicester,Stoke,West Brom,Everton,1.3,3.2,2,2.1,2.2,1.4,2.4,1.8,1.9,1.8,2.3,1.4,1.4,2.7,2.1,2.1,2,1.3,1.9,2.8,2,1.4,2.1,2.3,1.5,2,1.5,1.6
Keshi,Anderson,FWD,CRY,4500000,0,0,0,0,0,0,2056,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,0,0,0,0,0,15,0,0,0,Burnley,Man City,Swansea,Southampton,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Angelino,DEF,MCI,4400000,0,0,0,0,0,0,1831,0,0,0,0,0,0,0,0,87,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,592,0,0,0,0,0,58,0,0,0,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Anichebe,FWD,SUN,4500000,0,2,0.0666666666666667,1.48148148148148E-08,4.44444444444444E-07,0,2613,0,1,0,0,0,0,0,0.4,526,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,6241,0,0,0,0,15,1028,0,0,3,Bournemouth,Hull City,Liverpool,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6900000,1,49,4.9,7.10144927536232E-07,7.10144927536232E-06,0,519789,2,18,0,0,0,5,0,7,81302,-1,1,49,1,0.3,0,2.3,4,0,3,0,0,10.2,721583,0,452,0,2,833,16656,-1,0,156,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,5.7,3.7,5,3.9,2.8,6.9,5.4,5.3,4.8,6.5,5.2,5.6,4.7,4.3,5.6,5,5.2,3.6,7.4,5.4,3.7,5.9,5.7,6,4.5,5.4,4.5,4.3
Ikechi,Anya,MID,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5515,0,0,0,0,0,0,0,0.2,102,0,0,1,0,0,0,0,0,0,0,0,0,0.1,331,0,176,0,0,10,2,0,0,3,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvaro,Arbeloa,DEF,WHU,4700000,0,1,0.0333333333333333,7.09219858156028E-09,2.12765957446809E-07,0,3815,2,4,0,0,0,0,0,0.2,323,-3,1,1,3,0,0,0,0,0,0,0,0,0.1,4397,0,0,0,0,174,89,-1,0,21,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Arfield,MID,BUR,5200000,3,25,0.833333333333333,1.6025641025641E-07,4.80769230769231E-06,0,4249,2,7,0,0,0,1,0,4.8,367,-3,0,25,3,1,0,5,3,0,3,0,1,0.1,2468,0,0,0,1,508,728,0,0,78,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Marko,Arnautovic,MID,STK,7200000,1,25,2.5,3.47222222222222E-07,3.47222222222222E-06,0,70357,5,16,0,0,0,1,0,3.5,16564,-3,0,25,3,0.4,0,3,0,0,2,0,1,1,31532,0,528,0,0,879,638,0,0,90,West Ham,Bournemouth,Watford,Burnley,Arsenal,0,2.7,1.9,2.6,1.3,1.9,3.1,1.2,1.2,2.1,2.2,2.4,2.1,1.9,1.7,1.3,2.2,1.3,1.7,1.8,1.6,1.4,1.8,2.1,2,1.3,1.2,1.6
Harry,Arter,MID,BOU,5000000,2,28,2.8,5.6E-07,5.6E-06,0,8129,0,14,0,0,0,0,0,5.6,775,0,0,28,0,0.5,0,2.3,2,0,3,0,2,0.3,11942,0,188,0,0,868,1816,0,1,159,Sunderland,Stoke,Arsenal,Liverpool,Burnley,3.6,1.4,1.4,2.2,1.4,4.1,2.8,1.4,1.6,1.8,1.6,3,2.5,1.4,2.3,1.5,1.5,2.9,2.9,1.4,1.4,2.5,1.4,3.1,1.8,2.8,3.5,1.4
Takuma,Asano,FWD,ARS,4900000,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,10,0,0,0,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Asoro,MID,SUN,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,436,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,10,4,0,0,3,Bournemouth,Hull City,Liverpool,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6700000,2,40,4.4,6.56716417910448E-07,5.97014925373134E-06,0,116588,0,3,0,0,0,4,0,6.1,25609,2,-1,40,-2,0.9,0,5.7,6,0,4,0,1,14.1,598926,0,32,0,1,539,131051,1,0,137,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,6.1,6.1,5.6,5.6,4.9,5,3.7,5.1,5.5,4.1,4.2,6.4,5.7,6.1,5.5,4.4,4.4,5.1,4,6.4,5.7,5.4,5.7,4,5.7,5,4.8,5.5
Daniel,Ayala,DEF,MID,4900000,0,20,0.666666666666667,1.36054421768707E-07,4.08163265306122E-06,0,7376,2,5,0,0,0,1,0,4,1132,-1,1,20,1,0.5,0,2.3,0,0,2,0,0,0.2,5263,0,0,0,0,390,41,-1,0,91,Man City,Chelsea,Leicester,Hull City,Southampton,0,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5
Andre,Ayew,MID,WHU,7100000,1,2,0.0666666666666667,9.38967136150235E-09,2.8169014084507E-07,0,267806,0,1,0,0,0,0,0,0.3,503,-4,0,2,4,0,0,0.3,0,0,0,0,0,1.2,4495,0,524,0,0,65,1310,0,0,9,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,6000000,8,45,4.5,7.5E-07,7.5E-06,0,211734,2,9,0,0,0,0,0,7.5,7152,0,0,45,0,1.2,0,7,7,0,5,0,1,12.2,184532,0,470,0,0,900,53345,0,0,242,Everton,Middlesbrough,Tottenham,Man City,West Brom,5.7,4.7,6.5,4,5.8,4.9,5.8,6.8,6.4,5.1,3.1,5.5,5.3,6.1,4.3,5.5,5.3,5.7,5.5,6.2,4.9,4.6,3.9,6.3,3.8,5.2,5.4,6.2
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,927,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,138,0,0,0,9,0,0,0,Everton,Middlesbrough,Tottenham,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5400000,0,30,3.3,6.11111111111111E-07,5.55555555555556E-06,0,409944,3,10,0,0,0,0,0,5.6,73261,-1,0,30,1,0.4,0,2,7,0,3,0,0,8,177730,0,0,0,0,771,215,0,0,191,Swansea,Arsenal,West Ham,Everton,Tottenham,0,0,0,0,0,0,0,0,3.3,3.9,4.9,3.9,3.5,1.9,3.7,2.5,4.9,3.5,3,3.7,3.6,3.2,3.5,2.7,3.4,4.4,3.3,4.3
Leighton,Baines,DEF,EVE,5400000,0,21,4.2,7.77777777777778E-07,3.88888888888889E-06,0,369376,0,3,0,0,0,0,0,3.9,28972,-1,0,21,1,0,1,0,2,0,2,0,1,5,226667,0,212,0,0,450,124,0,0,108,Chelsea,Swansea,Southampton,Man Utd,Watford,0,5.1,4.6,4.8,4.2,5.8,6.3,2.5,4.8,5.9,4.6,5.2,4.9,6.3,4,5.7,4.4,5.4,5.1,4.7,3.2,5.4,6.1,4.7,5.2,4.4,5.3,5.3
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,10704,0,0,0,0,0,0,0,0,94,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1354,0,0,0,0,0,20,0,0,0,Watford,Southampton,Sunderland,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Bamford,FWD,BUR,5000000,0,4,0.133333333333333,2.66666666666667E-08,8E-07,0,1828,0,1,0,0,0,0,0,0.8,204,0,0,4,0,0.1,0,0.7,0,0,0,0,0,0,2939,0,0,0,0,35,250,0,0,9,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,2925,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2366,0,0,0,0,0,30,0,0,0,Man City,Chelsea,Leicester,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,STK,4400000,2,17,0.566666666666667,1.28787878787879E-07,3.86363636363636E-06,0,3505,2,7,0,0,0,0,0,3.9,294,-1,0,17,1,1,0,4.3,0,0,2,0,0,0.2,3226,0,107,0,0,515,1573,0,0,86,West Ham,Bournemouth,Watford,Burnley,Arsenal,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.4,0.3
Ross,Barkley,MID,EVE,7200000,10,36,4,5.55555555555556E-07,5E-06,0,560003,1,7,0,0,0,2,0,5,10155,-3,0,36,3,0.6,0,4,5,0,2,0,1,7.4,455265,0,654,0,0,740,6570,0,0,117,Chelsea,Swansea,Southampton,Man Utd,Watford,2.3,4.5,3,5,3.5,2.9,3.4,3.4,3.8,4.3,3.6,3.2,3.1,5.6,4,5.5,2.5,4.3,4.1,2,3.5,6,5.3,2.7,3.9,3.8,4.6,2.5
Ashley,Barnes,FWD,BUR,4400000,1,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,5416,0,0,0,0,0,0,0,0.2,588,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,6851,0,0,0,0,31,2877,0,0,3,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Barragan,DEF,MID,4500000,7,30,3,6.66666666666667E-07,6.66666666666667E-06,0,13170,3,11,0,0,0,0,0,6.7,1284,0,0,30,0,1,0,4.7,4,0,3,0,0,0.7,23405,0,0,0,0,878,7010,0,0,185,Man City,Chelsea,Leicester,Hull City,Southampton,2.4,2.8,1.8,2.7,3.3,4.2,2.7,2.6,2.3,3,3,4.2,3,3.1,2.9,3.9,3.6,3.2,2.5,3.1,3.5,3.5,3.8,2.8,2.4,2.4,3.4,3.8
Modou,Barrow,FWD,SWA,5000000,2,23,2.3,4.6E-07,4.6E-06,0,39086,0,12,0,0,0,0,0,4.6,6114,0,0,23,0,0.6,0,3,0,0,2,0,2,1.6,69403,0,120,0,0,657,20004,0,0,112,Man Utd,Everton,Crystal Palace,Tottenham,Sunderland,1.7,1.6,2.1,1.6,2.6,2.3,1.9,2.3,2.5,2.4,1.4,2.1,1.9,2.2,2.5,1.6,2.2,3.1,1.4,1.7,1.7,2,1.8,2,1.6,2,2.5,2
Gareth,Barry,MID,EVE,4600000,3,31,3.1,6.73913043478261E-07,6.73913043478261E-06,0,193698,4,8,0,0,0,2,0,6.7,21114,1,0,31,-1,0.4,0,2,3,0,3,0,0,6.5,318647,0,418,0,0,858,11920,0,0,150,Chelsea,Swansea,Southampton,Man Utd,Watford,1.6,3.1,2,3.5,2.3,1.9,2.3,2.2,2.6,3,2.4,2.1,2.1,4,2.7,3.9,1.6,2.9,2.8,1.6,2.4,4.4,3.8,1.8,2.6,2.5,3.2,1.6
Borja,Baston,FWD,SWA,6900000,1,16,0.533333333333333,7.72946859903382E-08,2.31884057971014E-06,0,6630,0,3,0,0,0,1,0,2.3,1365,-1,0,16,1,0.4,0,3,1,0,1,0,1,0.1,5693,0,0,0,0,261,204,0,0,46,Man Utd,Everton,Crystal Palace,Tottenham,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Michy,Batshuayi,FWD,CHE,8600000,1,15,2.1,2.44186046511628E-07,1.74418604651163E-06,0,100172,0,0,0,0,0,1,0,1.7,1563,-4,0,15,4,0.1,0,0.7,1,0,0,0,1,1.1,37120,0,0,0,0,73,187,0,0,42,Everton,Middlesbrough,Tottenham,Man City,West Brom,2,1.4,1.7,1.6,1.9,1.9,1.8,2.4,2,1.1,1.2,2.5,1.5,1.4,1.2,2,1.5,1.7,1.5,2,2.1,1,1.2,1.9,1.2,1.7,1.7,2.5
Asmir,Begovic,GLK,CHE,4800000,0,0,0,0,0,0,4533,0,0,0,0,0,0,0,0,205,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1008,0,150,0,0,0,34,0,0,0,Everton,Middlesbrough,Tottenham,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valon,Behrami,MID,WAT,4500000,2,19,1.9,4.22222222222222E-07,4.22222222222222E-06,0,8725,4,13,0,0,0,0,0,4.2,937,0,0,19,0,0.6,0,2.7,0,0,3,0,0,0.3,9154,0,127,0,0,873,1235,0,0,101,Liverpool,Leicester,Stoke,West Brom,Everton,1,2.1,1.2,1.2,1.3,1,1.5,1.1,1.1,1.1,1.4,1,1,1.7,1.2,1.2,1.2,1,1.1,1.8,1.2,1,1.3,1.4,1,1.2,1,1
Hector,Bellerin,DEF,ARS,6600000,2,45,4.5,6.81818181818182E-07,6.81818181818182E-06,0,397644,0,10,0,0,0,0,0,6.8,85440,1,0,45,-1,0.7,0,4.3,6,0,4,0,2,25.7,258470,0,541,0,1,900,7451,0,0,204,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,4.5,6.8,5.9,5.8,4.5,4.7,5.2,5.6,5.3,5.7,5.9,5.1,4.7,4.8,6,5.9,5.2,6,4.3,6.1,6.4,5.4,5.6,5.8,4.5,6.1,5.1
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,6767,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1233,0,15,0,0,0,30,0,0,0,West Brom,Watford,Middlesbrough,Sunderland,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,3920,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0.1,416,0,29,0,0,0,1,0,0,0,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saido,Berahino,FWD,WBA,6100000,0,6,1.5,2.45901639344262E-07,9.83606557377049E-07,0,40754,1,2,0,0,0,0,0,1,1190,-4,0,6,4,0,0,0,0,0,2,0,0,0.5,10103,0,226,0,0,243,39,0,0,-3,Leicester,Burnley,Hull City,Watford,Chelsea,0,0,0,0,0,1.1,0.9,0.9,0.9,1.3,0.8,1.4,1,1,1,1.3,1,0.8,0.8,0.8,0.9,1,1.2,1.1,1.3,0.8,0.9,1.3
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,55,0,0,0,1,0,0,0,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,24,0,0,0,Man City,Chelsea,Leicester,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,1,25,5,9.25925925925926E-07,4.62962962962963E-06,0,34105,1,4,0,0,0,0,0,4.6,1479,-1,0,25,1,0.1,0,0.3,3,0,3,0,1,0.9,33407,0,415,0,1,437,2881,0,0,105,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,6.6,7.3,6.4,6.7,5.9,6.4,5.5,7.2,6.5,4.8,5.3,6.6,6.1,7.3,6,6.6,5.9,5.8,6.1,7.5,6.7,6.5,5.6,5,6.2,6.1,5.7,7
