FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Christian,Eriksen,MID,TOT,8100000,2,35,3.5,4.32098765432099E-07,4.32098765432099E-06,0,315684,0,6,0,0,0,0,0,4.3,12346,-4,0,35,4,0.3,0,2.3,2,0,4,0,3,4.7,71217,0,738,0,0,863,4643,0,0,142,West Ham,Chelsea,Swansea,Man Utd,Hull City,3.5,1.8,3.6,3,3.3,4.3,2.6,2.9,3,3.3,2.2,3.7,3.9,1.8,3.4,4,2.8,3.6,2.4,3.3,3.9,4.4,2.9,2.3,2.3,4,3
Jonny,Evans,DEF,WBA,4500000,2,21,2.1,4.66666666666667E-07,4.66666666666667E-06,0,185845,5,13,0,0,0,0,0,4.7,5631,0,0,21,0,0.2,0,0.7,2,0,2,0,0,7.1,166737,0,343,0,1,900,7409,0,0,153,Burnley,Hull City,Watford,Chelsea,Swansea,1.9,2,1.7,1.4,1.5,1.2,3,1.9,1.6,1.8,1.5,1.8,2.1,2.7,2.6,1.9,1.3,2.6,1.2,1.7,1.9,2.8,1.4,1.6,1.4,1.5,1.9
Lukasz,Fabianski,GLK,SWA,5000000,1,37,3.4,6.8E-07,7.4E-06,0,82847,0,21,0,32,0,0,0,7.4,8284,0,0,37,0,0.5,0,2.7,4,0,2,0,0,4.8,128705,0,366,1,0,990,732,0,0,199,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,2.9,3.9,3.7,3.3,4.2,3.6,4.7,4.9,4.4,4.2,4.4,3.9,3.1,3.3,2.9,3.9,4.1,3.6,3.1,4,4.4,3.6,4.2,2.7,3.7,3.4,3.5
,Fabio,DEF,MID,4400000,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,53,0,0,0,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesc,Fabregas,MID,CHE,6900000,0,7,0.212121212121212,3.07422046552481E-08,1.01449275362319E-06,0,210952,0,3,0,0,0,0,0,1,1871,-6,0,7,6,0,0,0,0,0,0,0,1,1.6,25045,0,617,0,0,89,99,0,0,41,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Federici,GLK,BOU,4400000,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,87,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,603,0,31,0,0,0,43,0,0,0,Stoke,Arsenal,Liverpool,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5100000,1,4,0.121212121212121,2.3767082590612E-08,7.84313725490196E-07,0,132559,1,3,0,0,0,0,0,0.8,904,-4,0,4,4,0.2,0,1,0,0,0,0,0,0.7,6557,0,0,0,0,133,42,0,0,19,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,2,15,1.7,2.93103448275862E-07,2.58620689655172E-06,0,15961,4,9,0,0,0,0,0,2.6,597,-2,0,15,2,0.2,0,1.3,0,0,3,0,0,0.3,10022,0,164,0,0,693,130,0,0,120,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,1,0.8,1,0.9,1,1.5,1.2,0.8,0.8,0.9,1,1,1.2,0.8,1.5,0.8,1.2,1,1.3,1.3,0.9,0.8,1.1,0.8,0.8,0.9
Leroy,Fer,MID,SWA,5100000,1,42,4.2,8.23529411764706E-07,8.23529411764706E-06,0,354673,2,15,0,0,0,4,0,8.2,35157,1,0,42,-1,0.2,0,1,3,0,2,0,0,7.8,525225,0,107,0,1,789,2881,0,0,168,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,3.6,3.6,3.5,5.2,4.5,5.1,4,5.1,4.3,2.6,2.4,4.1,3.5,5.7,3,5,4.6,3.4,4.5,3.9,3.7,4.4,4,4.6,4.7,5.4,3.7
Edimilson,Fernandes,MID,WHU,4900000,0,6,0.181818181818182,3.71057513914657E-08,1.22448979591837E-06,0,355,2,3,0,0,0,0,0,1.2,65,-1,0,6,1,0.3,0,1.3,0,0,1,0,0,0,518,0,0,0,0,211,34,0,0,20,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4300000,0,9,1.5,3.48837209302326E-07,2.09302325581395E-06,0,47922,3,10,0,0,0,0,0,2.1,2347,-2,0,9,2,0,0,0,0,0,1,0,0,1.5,8348,0,333,0,0,540,163,0,0,84,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0.8,1.1,1,0.9,1.2,1,1.8,1.6,1.3,1.6,1.6,1.1,0.8,0.9,0.8,1.1,1.2,1,0.8,1.2,1.7,1,1.3,0.8,1.1,0.9,1
,Fernandinho,MID,MCI,5400000,2,28,2.5,4.62962962962963E-07,5.18518518518519E-06,0,86137,3,10,0,0,0,1,0,5.2,3425,-1,0,28,1,0.4,0,2.3,2,0,2,0,0,1.9,57343,0,417,0,0,990,1591,0,0,177,Crystal Palace,Burnley,Chelsea,Leicester,Watford,1.8,1.6,1.6,1.9,2.2,1.2,2,1.2,2.5,1.4,1.8,1.5,2,1.4,2.2,2.5,1.8,1.3,1.4,1.2,1.7,1.7,1.7,2.3,1.7,2.9,1.9
,Fernando,MID,MCI,4700000,0,6,0.181818181818182,3.86847195357834E-08,1.27659574468085E-06,0,11031,1,2,0,0,0,0,0,1.3,699,-3,1,6,3,0.1,0,0.7,0,0,1,0,0,0.2,3977,0,236,0,0,206,77,-1,0,28,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.121212121212121,2.75482093663912E-08,9.09090909090909E-07,0,420,1,1,0,0,0,0,0,0.9,24,-1,0,4,1,0,0,0,0,0,1,0,0,0,467,0,0,0,0,165,26,0,0,27,Burnley,Hull City,Watford,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Roberto,Firmino,MID,LIV,8700000,15,67,6.7,7.70114942528736E-07,7.70114942528736E-06,0,330239,1,13,0,0,0,5,0,7.8,11521,2,-1,67,-2,1,0,8.7,7,0,1,0,5,17,601900,0,522,0,3,888,162176,1,0,238,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,6.9,9.6,5.9,8.9,8.3,6.2,8.8,7.6,8.1,7.8,9.1,8.1,7.7,8.7,7.1,6.6,10,6,9.7,10,7.1,7.7,8.3,7.5,9,6.3,9.4
Viktor,Fischer,MID,MID,4900000,1,9,0.272727272727273,5.56586270871985E-08,1.83673469387755E-06,0,40998,0,3,0,0,0,0,0,1.8,321,-6,0,9,6,0.1,0,0.7,0,0,0,0,1,0.2,1137,0,0,0,0,150,33,0,0,26,Chelsea,Leicester,Hull City,Southampton,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4400000,0,2,0.0606060606060606,1.37741046831956E-08,4.54545454545455E-07,0,1456,0,1,0,0,0,0,0,0.5,123,-1,0,2,1,0,0,0,0,0,0,0,0,0,2048,0,0,0,0,20,87,0,0,7,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon,Flanagan,DEF,BUR,4300000,1,2,0.0606060606060606,1.40944326990839E-08,4.65116279069767E-07,0,13211,1,2,0,0,0,0,0,0.5,436,-2,0,2,2,0.2,0,0.7,0,0,0,0,0,0.3,2798,0,67,0,0,145,769,0,0,22,West Brom,Man City,Stoke,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,5000000,1,7,1,2E-07,1.4E-06,0,5682,1,5,0,0,0,0,0,1.4,518,0,0,7,0,0.1,0,0.7,0,0,0,0,0,0.1,7866,0,0,0,0,184,579,0,0,6,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0.5,0.5,0.5,0.5,0.7,0.8,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.8,0.7,0.5,0.6,0.6,0.7,0.5,0.5,0.8,0.5
Darren,Fletcher,MID,WBA,4400000,2,24,2.2,5E-07,5.45454545454545E-06,0,317275,0,12,0,0,0,0,0,5.5,12078,-1,0,24,1,0.4,0,1.7,0,0,3,0,0,8,106485,0,403,0,0,931,10686,0,0,99,Burnley,Hull City,Watford,Chelsea,Swansea,1.9,1.7,1.6,1.1,1.5,1.7,1.2,1.4,1.3,1.2,2,2,1.4,1.3,2,1.2,1.2,1.1,1.7,1.6,1.5,1.1,1.2,2.3,1.4,1.2,1.9
Jose,Fonte,DEF,SOU,5400000,1,31,3.1,5.74074074074074E-07,5.74074074074074E-06,0,91850,1,11,0,0,0,0,0,5.7,7715,-1,0,31,1,0.2,0,1.3,4,0,3,0,0,4.5,61147,0,487,0,0,900,3055,0,0,178,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,4.6,3.6,3.6,3,3.6,2.9,3.8,3.4,2.2,2.3,3.2,3.1,4.5,2.7,4.1,2.8,2.6,2.9,4.6,3.7,3.4,2.7,2.3,3.3,3.7,2.9,4
Adam,Forshaw,MID,MID,4500000,1,22,2,4.44444444444444E-07,4.88888888888889E-06,0,3876,2,10,0,0,0,0,0,4.9,394,0,0,22,0,0.5,0,2.3,0,0,3,0,0,0.1,5410,0,0,0,0,881,601,0,0,144,Chelsea,Leicester,Hull City,Southampton,Liverpool,1,1.4,1.1,1.2,1,1.3,1.1,1.4,2.1,1.4,1.3,1.1,1,1.5,1.3,1.2,1.8,1.5,1.6,1.4,1.7,1,1,1,1,1.3,1
Fraser,Forster,GLK,SOU,5000000,1,31,2.8,5.6E-07,6.2E-06,0,95137,2,12,0,15,0,0,0,6.2,12520,0,0,31,0,0.3,0,1.3,0,0,3,0,0,4.2,64815,0,233,0,0,990,962,0,0,148,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,3.1,3.1,2.6,3.1,2.4,3.3,2.9,1.9,1.9,2.8,2.7,4.1,2.3,3.7,2.4,2.2,2.5,4,3.2,2.9,2.3,1.9,2.8,3.3,2.4,3.5
Ben,Foster,GLK,WBA,4700000,2,36,3.3,7.02127659574468E-07,7.65957446808511E-06,0,187985,0,15,0,37,0,0,0,7.7,12820,2,0,36,-2,0.4,0,1.7,3,0,2,0,0,14.9,414719,0,129,0,1,990,6645,0,0,199,Burnley,Hull City,Watford,Chelsea,Swansea,3.7,3.9,3.5,2.8,3.1,2.6,4.8,3.7,3.2,3.5,3.1,3.5,4,4.3,4.7,3.7,2.8,4,2.6,3.5,3.8,4.6,3,3.2,2.8,3.2,3.7
Timothy,Fosu-Mensah,DEF,MUN,4200000,1,1,0.0303030303030303,7.21500721500722E-09,2.38095238095238E-07,0,6712,0,0,0,0,0,0,0,0.2,262,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,2147,0,40,0,0,1,413,0,0,2,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4600000,1,30,2.7,5.8695652173913E-07,6.52173913043478E-06,0,36195,1,16,0,0,0,0,0,6.7,4591,1,-1,30,-1,0.8,0,3.7,3,0,3,0,0,2.6,86219,0,462,0,1,990,10373,1,0,223,Stoke,Arsenal,Liverpool,Burnley,Leicester,2.3,3,4.1,1.4,3,3.4,1.4,1.9,3.9,2,3.2,3.4,1.4,2.6,2.1,1.4,4.1,2.9,1.9,2.5,3,1.7,2.8,1.6,3.7,3.4,1.4
Ryan,Fraser,MID,BOU,4900000,1,8,0.242424242424242,4.94743351886209E-08,1.63265306122449E-06,0,258,0,1,0,0,0,0,0,1.6,15,-1,0,8,1,0.2,0,1,0,0,1,0,0,0,289,0,0,0,0,215,15,0,0,24,Stoke,Arsenal,Liverpool,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
George,Friend,DEF,MID,4500000,7,35,3.5,7.77777777777778E-07,7.77777777777778E-06,0,135372,1,12,0,0,0,0,0,8,8678,0,-1,35,0,1.5,0,6.7,5,0,2,0,2,4.5,102952,0,0,0,0,900,61016,1,0,199,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,2.4,3.6,4,5,3.5,3,2.8,3.6,3.7,4.9,3.8,3.8,4,4.5,4.5,3.5,2.9,4,4.2,4.1,4.3,3.7,3,3,4.2,4.4
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,57912,0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3265,0,0,0,0,0,41,0,0,0,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel,Fryers,DEF,CRY,4500000,1,7,0.212121212121212,4.71380471380471E-08,1.55555555555556E-06,0,441,0,2,0,0,0,0,0,1.6,51,0,0,7,0,0.2,0,0.7,0,0,0,0,1,0,783,0,0,0,0,107,45,0,0,26,Man City,Swansea,Southampton,Hull City,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5400000,1,38,3.5,6.48148148148148E-07,7.03703703703704E-06,0,219139,1,18,0,0,0,1,0,7,13114,-1,0,38,1,0.7,0,3.7,3,0,3,0,1,8.7,115651,0,482,0,1,990,15220,0,0,242,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,2.8,4,2.6,3.7,2.8,3.6,4.6,5.2,2.8,4.2,3.1,2.2,3.6,3.1,5.2,4.3,4.2,3.6,5,4.1,2.1,3.6,4.9,3.4,4.5,2.3,5.2
Jay,Fulton,MID,SWA,4400000,0,1,0.0303030303030303,6.8870523415978E-09,2.27272727272727E-07,0,975,0,1,0,0,0,0,0,0.2,46,-1,0,1,1,0,0,0,0,0,0,0,0,0,567,0,4,0,0,19,10,0,0,4,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4700000,0,14,0.424242424242424,9.02643455834945E-08,2.97872340425532E-06,0,71389,0,7,0,0,0,0,0,3,1514,-3,0,14,3,0.5,0,2.3,1,0,1,0,0,1.4,16434,0,304,0,0,378,1374,0,0,85,Swansea,Southampton,Man Utd,Watford,Arsenal,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Gabriel,DEF,ARS,4800000,0,0,0,0,0,0,5819,0,0,0,0,0,0,0,0,161,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1038,0,244,0,0,0,142,0,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan,Galloway,DEF,WBA,4200000,0,9,0.272727272727273,6.49350649350649E-08,2.14285714285714E-06,0,12819,0,3,0,0,0,0,0,2.1,729,-3,1,9,3,0,0,0,0,0,1,0,0,0.3,12270,0,126,0,0,247,306,-1,0,44,Burnley,Hull City,Watford,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0,0,0,0,23555,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1860,0,0,0,0,0,34,0,0,0,Burnley,Hull City,Watford,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garcia,MID,MCI,5000000,1,3,0.0909090909090909,1.81818181818182E-08,6E-07,0,183,0,1,0,0,0,0,0,0.6,31,0,0,3,0,0.1,0,0.7,0,0,0,0,0,0,238,0,0,0,0,29,31,0,0,11,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Gardner,MID,WBA,5300000,0,12,0.363636363636364,6.86106346483705E-08,2.26415094339623E-06,0,6405,1,5,0,0,0,0,0,2.3,128,-2,0,12,2,0,0,0,0,0,1,0,1,0.1,4906,0,244,0,0,196,24,0,0,46,Burnley,Hull City,Watford,Chelsea,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Florin,Gardos,DEF,SOU,4000000,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4168,0,0,0,0,0,511,0,0,0,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,15,0,0,0,4,0,0,0,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,4800000,0,7,0.212121212121212,4.41919191919192E-08,1.45833333333333E-06,0,17019,1,1,0,0,0,0,0,1.5,946,-2,0,7,2,0.3,0,1.3,0,0,0,0,1,0.5,5126,0,69,0,0,137,441,0,0,36,Man Utd,Bournemouth,West Ham,Stoke,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4700000,2,42,3.8,8.08510638297872E-07,8.93617021276596E-06,0,56205,0,12,0,0,0,1,0,9.1,7019,2,-1,42,-2,1,0,4.7,5,0,3,0,0,6.6,273636,0,0,0,1,990,67199,1,0,205,Chelsea,Leicester,Hull City,Southampton,Liverpool,4,2.7,4.1,4.5,5.4,4,3.5,3.2,4,4.2,5.3,4.2,4.3,4.5,5.1,5,3.9,3.3,4.5,4.7,4.6,4.7,4.2,3.4,3.4,4.7,4.8
Darron,Gibson,MID,EVE,4300000,0,0,0,0,0,0,4028,0,0,0,0,0,0,0,0,277,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1795,0,44,0,0,0,320,0,0,0,Swansea,Southampton,Man Utd,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,ARS,8800000,1,19,3.8,4.31818181818182E-07,2.15909090909091E-06,0,84115,0,0,0,0,0,2,0,2.2,10574,-2,0,19,2,0.5,0,4.3,3,0,0,0,1,1.5,77238,0,629,0,1,97,7770,0,0,67,Man Utd,Bournemouth,West Ham,Stoke,Everton,3.9,4.8,4.5,4.1,3.8,4.8,4,4.3,3.5,5.1,4.6,3.8,3.4,4.6,4.3,4.5,4.8,4.9,4.2,4.6,5.1,4.3,4.7,3.7,3.6,4.5,4.5
Shay,Given,GLK,STK,4400000,0,13,0.393939393939394,8.95316804407714E-08,2.95454545454545E-06,0,17538,1,14,0,18,0,0,0,2.9,932,-1,1,13,1,0,0,0,3,0,0,0,0,0.6,18570,1,24,1,1,450,180,-1,0,92,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,4,0,0,0,3,0,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4900000,1,36,3.3,6.73469387755102E-07,7.3469387755102E-06,0,58643,1,15,0,32,0,0,0,7.3,7761,-1,0,36,1,1.1,0,5.3,4,0,3,0,0,2.2,23346,0,375,0,0,932,875,0,0,202,Leicester,Stoke,West Brom,Everton,Man City,0,4.3,3.7,3.9,2.6,3,4,4.2,3.9,3.3,3.2,4.5,4,2.3,4.8,4.1,2.5,3.9,3.4,3.7,3.2,3.4,3.6,4.9,2,2.5,3
Joseph,Gomez,DEF,LIV,4800000,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,33,-2,1,0,2,0,0,0,0,0,0,0,0,0,183,0,58,0,0,0,26,-1,0,0,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,242,0,0,0,12,0,0,0,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynden,Gooch,MID,SUN,4300000,0,9,0.272727272727273,6.34249471458774E-08,2.09302325581395E-06,0,2388,3,4,0,0,0,0,0,2,293,-2,1,9,2,0.2,0,0.7,0,0,1,0,0,0.1,3247,0,0,0,0,311,541,-1,0,36,Hull City,Liverpool,Leicester,Swansea,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,8,23,0.696969696969697,1.4829142488717E-07,4.8936170212766E-06,0,5462,1,3,0,0,0,2,0,4.9,654,-3,0,23,3,0.8,0,3.7,1,0,1,0,0,0.2,5086,0,331,0,0,319,3510,0,0,88,Stoke,Arsenal,Liverpool,Burnley,Leicester,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Lewis,Grabban,FWD,BOU,4400000,0,6,0.181818181818182,4.13223140495868E-08,1.36363636363636E-06,0,127832,0,2,0,0,0,0,0,1.4,7150,-1,0,6,1,0,0,0,0,0,0,0,1,3.6,94960,0,124,0,0,60,4030,0,0,17,Stoke,Arsenal,Liverpool,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Max,Gradel,MID,BOU,5100000,0,4,0.121212121212121,2.3767082590612E-08,7.84313725490196E-07,0,12403,1,0,0,0,0,0,0,0.8,180,-4,0,4,4,0,0,0,0,0,0,0,0,0.1,939,0,155,0,0,95,20,0,0,14,Stoke,Arsenal,Liverpool,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Grant,GLK,STK,4100000,2,24,4,9.75609756097561E-07,5.85365853658537E-06,0,7879,0,4,0,20,0,0,0,5.9,1976,1,0,24,-1,0.9,0,3.7,1,0,2,0,0,2.7,103952,0,0,0,0,540,15370,0,0,117,Bournemouth,Watford,Burnley,Arsenal,Southampton,6,4.3,5.1,5.6,5.2,4.5,4.9,3.5,4.8,4.1,3.8,5,5,5.1,4.4,4.3,3.7,4.5,2.8,3.6,5.8,4.6,4.6,5.7,4.3,5.1,4.7
Andre,Gray,FWD,BUR,6200000,0,19,3.2,5.16129032258065E-07,3.06451612903226E-06,0,463566,0,7,0,0,0,1,0,3.1,5726,-3,0,19,3,0,0,0.3,1,0,2,0,1,3,142217,0,0,0,0,486,1479,0,0,36,West Brom,Man City,Stoke,Bournemouth,West Ham,3,4,2.6,4.4,2.6,2,3.4,4.4,2.8,3.9,2.5,4.5,2.2,3.5,3.8,3.1,2.6,3.2,3.7,3.9,2.4,2,3.5,3.2,3.8,1.9,4.3
