FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,329,0,75,0,0,0,19,0,0,0,Swansea,Southampton,Man Utd,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5800000,0,46,5.1,8.79310344827586E-07,7.93103448275862E-06,0,121717,0,9,0,0,0,0,0,7.9,35721,3,0,46,-3,0.5,0,2.7,9,0,4,0,2,9.8,356328,0,477,0,1,810,16461,0,0,249,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,6.7,7.4,4.9,7.4,6.8,6.8,6.3,6.2,6.2,7.5,6.5,6.6,4.1,6.9,5.2,7.6,6.4,6,6.7,7,5.7,6.4,5,6.4,7,6.1,6.8
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,42,0,0,0,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5600000,8,20,0.606060606060606,1.08225108225108E-07,3.57142857142857E-06,0,94522,1,8,0,0,0,2,0,3.6,907,-4,0,20,4,0.5,0,2.7,2,0,0,0,0,1,41505,0,360,0,0,291,1668,0,0,67,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yannick,Bolasie,MID,EVE,6100000,0,39,3.5,5.73770491803279E-07,6.39344262295082E-06,0,207629,3,11,0,0,0,1,0,6.4,20089,1,0,39,-1,0.8,0,5,3,0,3,0,4,6.6,279712,0,469,0,0,801,26976,0,0,148,Swansea,Southampton,Man Utd,Watford,Arsenal,3.8,2.3,4.2,2.6,2.5,2.8,2.6,2.7,3.8,3,2.4,2.3,4.6,3.1,4.7,1.8,3.5,3.5,1.8,2.7,5.1,4.5,2,3.2,2.9,4.1,1.9
Wilfried,Bony,FWD,STK,7300000,2,27,3.4,4.65753424657534E-07,3.6986301369863E-06,0,78268,0,11,0,0,0,2,0,3.7,5395,-2,0,27,2,0.8,0,5.7,3,0,3,0,0,1.7,106452,0,249,0,1,610,13053,0,0,90,Bournemouth,Watford,Burnley,Arsenal,Southampton,4.4,3.1,4.3,3.4,3.8,4.5,3.5,2.6,3.6,4.1,3.4,4.2,3.9,4,2.8,3.3,3.8,3.4,3,2.9,4.4,4.4,4.1,4.2,2.7,3,3.4
Fabio,Borini,FWD,SUN,5200000,0,4,2,3.84615384615385E-07,7.69230769230769E-07,0,65968,0,2,0,0,0,0,0,0.8,650,-3,0,4,3,0,0,0,0,0,1,0,0,0.5,5697,0,280,0,0,153,63,0,0,11,Hull City,Liverpool,Leicester,Swansea,Chelsea,0,0,2.1,1.9,1.5,1.6,1.3,1.2,2.1,1.7,1.8,1.6,1.9,1.7,1.2,1.8,1.4,2,1.3,1.3,1.5,2,1.5,2.1,2.3,1.8,1.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2843,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,73,0,123,0,0,0,2,0,0,0,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4600000,1,40,3.6,7.82608695652174E-07,8.69565217391304E-06,0,79318,1,16,0,35,0,0,0,8.7,8972,1,0,40,-1,0.7,0,3.3,1,0,3,0,0,8.5,194664,0,281,1,1,990,11671,0,0,212,Stoke,Arsenal,Liverpool,Burnley,Leicester,3.5,4,5.4,2.1,4.5,5,2.1,3,5.2,3.2,4.8,5,2,3.9,3.3,1.9,5.4,4.4,3,3.4,4.5,2.8,4.3,2.5,5.3,5,1.8
Sofiane,Boufal,MID,SOU,6800000,1,3,0.0909090909090909,1.33689839572192E-08,4.41176470588235E-07,0,4405,0,0,0,0,0,0,0,0.4,915,-2,0,3,2,0.1,0,1,0,0,0,0,0,0.1,6698,0,0,0,0,76,150,0,0,13,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,FWD,HUL,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,2792,0,0,0,0,0,0,0,0.2,234,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,3801,0,0,0,0,1,384,0,0,3,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5200000,1,20,2,3.84615384615385E-07,3.84615384615385E-06,0,7769,0,13,0,0,0,0,0,3.8,215,-3,0,20,3,0.1,0,0.7,0,0,2,0,0,0.1,1765,0,0,0,0,742,46,0,0,88,West Brom,Man City,Stoke,Bournemouth,West Ham,1,1.2,1,2.1,1,1,1.8,2.2,1,1.6,1,2.4,1,1.3,1,1.1,1,1.4,1.5,1.5,1.2,1,1.8,1,1.5,1,1.6
Cameron,Brannagan,MID,LIV,4300000,0,0,0,0,0,0,1467,0,0,0,0,0,0,0,0,103,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,950,0,27,0,0,0,80,0,0,0,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5500000,2,34,4.3,7.81818181818182E-07,6.18181818181818E-06,0,43889,0,7,0,18,0,0,0,6.2,7411,0,0,34,0,0.6,0,3.3,3,0,2,0,0,2.5,102020,0,0,1,1,720,2529,0,0,156,Crystal Palace,Burnley,Chelsea,Leicester,Watford,5.8,4,4.9,3.2,5.3,5.5,5.4,5.3,5.6,3.9,5.8,5.4,4.9,4.9,4.2,4.6,5.8,6.2,6,4,5,5.2,5.2,4.9,5.6,5,4.8
Miguel,Britos,DEF,WAT,4400000,-2,23,2.6,5.90909090909091E-07,5.22727272727273E-06,0,6439,3,14,0,0,0,0,0,5.2,2151,-1,0,23,1,0.9,0,4,2,0,3,0,0,0.7,27325,0,205,0,1,804,8285,0,0,155,Leicester,Stoke,West Brom,Everton,Man City,2.5,3.1,2.6,2.8,1.8,2,2.9,3,2.8,2.3,2.2,3.5,2.9,1.6,3.8,2.9,1.7,2.8,2.4,2.6,2.2,2.4,2.5,3.8,1.3,1.7,2.1
Leon,Britton,MID,SWA,4400000,2,9,0.272727272727273,6.19834710743802E-08,2.04545454545455E-06,0,2571,2,10,0,0,0,0,0,2,142,-1,0,9,1,0.3,0,1.3,0,0,1,0,0,0.1,1166,0,166,0,0,417,96,0,0,60,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,30913,0,0,0,0,0,0,0,0,2880,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,46105,0,22,0,0,0,6777,0,0,0,Swansea,Southampton,Man Utd,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,3998,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3461,0,0,0,0,0,297,0,0,0,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,4900000,1,3,0.0909090909090909,1.85528756957328E-08,6.12244897959184E-07,0,878,1,6,0,0,0,0,0,0.6,227,-1,0,3,1,0.1,0,0.7,0,0,0,0,0,0.2,7941,0,230,0,0,247,6724,0,0,24,Burnley,Hull City,Watford,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,2090,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,0,0,0,0,0,46,0,0,0,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4700000,0,0,0,0,0,0,129604,0,0,0,0,0,0,0,0,2379,-3,0,0,3,0,0,0,0,0,0,0,0,1.2,2405,0,341,0,0,0,210,0,0,0,Bournemouth,Watford,Burnley,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4300000,0,7,0.212121212121212,4.93305144467935E-08,1.62790697674419E-06,0,27365,2,6,0,0,0,0,0,1.6,853,-2,1,7,2,0,0,0,0,0,1,0,0,0.3,11220,0,39,0,0,264,15,-1,0,56,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4800000,0,6,0.181818181818182,3.78787878787879E-08,1.25E-06,0,24786,0,3,0,5,0,0,0,1.3,438,-2,0,6,2,0,0,0,0,0,0,0,0,0.4,20290,0,45,0,0,270,89,0,0,39,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,2,17,0.515151515151515,9.1991341991342E-08,3.03571428571429E-06,0,112543,3,14,0,0,0,1,0,3,1790,-4,0,17,4,0.8,1,4.3,3,0,0,0,0,1.2,10331,0,397,0,1,548,464,0,0,111,Man City,Swansea,Southampton,Hull City,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gary,Cahill,DEF,CHE,6100000,6,50,4.5,7.37704918032787E-07,8.19672131147541E-06,0,89792,1,9,0,0,0,1,0,8.3,6203,1,-1,50,-1,1.4,0,8.7,2,0,6,0,0,8.2,160014,0,283,0,1,983,58221,1,0,229,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,4.7,6.4,4,5.9,4.5,5.7,6.8,6.4,4.8,3,5.7,5.1,6.1,3.9,5.6,5.2,6,5.5,6.2,5,4.7,3.6,6.4,3.8,5.4,5.5,5.5
Jonathan,Calleri,FWD,WHU,6700000,0,6,0.181818181818182,2.71370420624152E-08,8.95522388059701E-07,0,2323,0,2,0,0,0,0,0,0.9,99,-3,1,6,3,0,0,0.3,0,0,0,0,0,0,2260,0,0,0,0,135,45,-1,0,8,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6500000,0,35,3.5,5.38461538461538E-07,5.38461538461538E-06,0,182748,0,10,0,0,0,3,0,5.3,78613,0,1,35,0,0.2,0,1,2,0,5,0,1,3.7,216567,0,165,0,0,749,783,-1,0,92,Stoke,Arsenal,Liverpool,Burnley,Leicester,0,2.5,5.1,2.1,5.1,4.6,1.8,3.3,3.7,3.8,4.3,4.7,2.1,4.7,3.1,2.2,4.9,4.6,2.5,2.7,4.1,2,4,3.3,4.6,5,2.2
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,351,0,0,0,Swansea,Southampton,Man Utd,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff,Cameron,DEF,STK,4400000,0,20,2.9,6.59090909090909E-07,4.54545454545455E-06,0,14089,0,11,0,0,0,0,0,4.5,2778,-1,0,20,1,0.5,0,2.3,2,0,2,0,0,0.4,14276,0,293,0,0,630,118,0,0,126,Bournemouth,Watford,Burnley,Arsenal,Southampton,0,2.7,3.3,4,3.3,2.8,3.5,2.1,3.1,2.5,2.3,3.2,3.2,3.3,2.7,2.6,2.2,2.8,1.6,2.1,4.2,2.9,2.9,4.1,2.7,3.7,2.9
Fraizer,Campbell,FWD,CRY,4400000,0,2,0.0606060606060606,1.37741046831956E-08,4.54545454545455E-07,0,26564,0,1,0,0,0,0,0,0.5,3262,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,1.1,40808,0,12,0,0,24,4982,0,0,4,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4720,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,244,0,175,0,0,0,4,0,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4800000,7,21,0.636363636363636,1.32575757575758E-07,4.375E-06,0,48832,1,5,0,0,0,2,0,4.4,2272,-2,0,21,2,1,0,5,0,0,1,0,0,1.4,33980,0,399,0,0,404,21423,0,0,80,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Etienne,Capoue,MID,WAT,4900000,2,58,5.3,1.08163265306122E-06,1.18367346938776E-05,0,536875,1,18,0,0,0,4,0,11.6,84224,4,1,58,-4,0.5,0,2.3,11,0,3,0,1,36.4,1710151,0,347,0,2,949,29394,-1,0,203,Leicester,Stoke,West Brom,Everton,Man City,8,6.1,5.8,6.9,4.5,6.7,5.7,6,5.4,6.7,4.5,4.6,7.4,6,6.2,6.3,3.9,5.6,7.4,5.8,4.5,6.4,5.9,4.8,5.8,4.6,5.1
Michael,Carrick,MID,MUN,4300000,2,3,0.0909090909090909,2.11416490486258E-08,6.97674418604651E-07,0,46343,0,1,0,0,0,0,0,0.7,2141,-2,0,3,2,0.2,0,0.7,0,0,0,0,0,1.3,42339,0,275,0,0,103,3737,0,0,21,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,6200000,0,2,0.0606060606060606,9.77517106549365E-09,3.2258064516129E-07,0,269490,0,2,0,0,0,0,0,0.3,862,-3,0,2,3,0,0,0,0,0,0,0,0,1.3,29648,0,381,0,0,90,74,0,0,7,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Carroll,MID,TOT,4300000,0,1,0.0303030303030303,7.04721634954193E-09,2.32558139534884E-07,0,5015,0,0,0,0,0,0,0,0.2,318,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,3177,0,93,0,0,1,340,0,0,3,West Ham,Chelsea,Swansea,Man Utd,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,64,-1,0,0,1,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,46,0,0,0,West Ham,Chelsea,Swansea,Man Utd,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,6,0.181818181818182,4.13223140495868E-08,1.36363636363636E-06,0,15605,1,7,0,0,0,0,0,1.4,713,-1,0,6,1,0,0,0,0,0,0,0,0,0.2,3508,0,335,0,0,405,16,0,0,51,Leicester,Stoke,West Brom,Everton,Man City,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4300000,0,3,0.0909090909090909,2.11416490486258E-08,6.97674418604651E-07,0,4837,1,3,0,0,0,0,0,0.7,182,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,1380,0,246,0,0,175,68,0,0,17,Hull City,Liverpool,Leicester,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,7100000,0,38,1.15151515151515,1.62185232607768E-07,5.35211267605634E-06,0,344047,2,5,0,0,0,2,0,5.3,17336,-4,1,38,4,0,0,0,5,0,4,0,2,2.2,329242,0,259,0,0,618,177,-1,0,159,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6
Petr,Cech,GLK,ARS,5500000,2,37,3.4,6.18181818181818E-07,6.72727272727273E-06,0,238293,2,11,0,29,0,0,0,6.7,20294,0,0,37,0,0.6,0,3.3,0,0,4,0,0,16.5,184213,1,409,0,0,990,4427,0,0,181,Man Utd,Bournemouth,West Ham,Stoke,Everton,2.8,4.8,4.5,4.1,3,3.2,3.4,3.7,3.7,4,3.8,3.5,3,3.3,4,4.4,3.2,4.3,2.7,4.6,4.5,3.7,3.1,3.8,2.6,4.5,3.6
,Cedric,DEF,SOU,4900000,0,24,3.4,6.93877551020408E-07,4.89795918367347E-06,0,66379,0,6,0,0,0,0,0,4.9,3063,-1,0,24,1,0,0,0,5,0,2,0,0,1,56432,0,320,0,0,552,729,0,0,131,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,5,4.1,4.1,3.5,4.1,3.3,4.3,3.9,2.6,2.6,3.7,3.6,4.9,3.1,4.5,3.3,3.1,3.3,5.1,4.2,3.8,3.1,2.6,3.7,4,3.3,4.5
Nacer,Chadli,MID,WBA,6400000,0,48,6.9,1.078125E-06,7.5E-06,0,184336,1,10,0,0,0,4,0,7.4,47503,-1,2,48,1,0.2,0,1.3,8,0,1,0,2,2.7,261239,0,173,0,2,607,2215,-2,0,147,Burnley,Hull City,Watford,Chelsea,Swansea,0,0,9,6.7,8.5,9.1,7.6,8.4,7.8,7.4,9,9.6,8.2,7.8,9.9,7.6,7.6,5.8,9.2,9,8.4,6.4,7.5,10.3,8.1,7.4,9.7
Nathaniel,Chalobah,MID,CHE,4500000,0,6,0.181818181818182,4.04040404040404E-08,1.33333333333333E-06,0,445,0,0,0,0,0,0,0,1.3,85,0,0,6,0,0.1,0,0.3,0,0,0,0,1,0,706,0,0,0,0,45,58,0,0,22,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,1,22,0.666666666666667,1.14942528735632E-07,3.79310344827586E-06,0,95263,0,4,0,0,0,1,0,3.8,3557,-2,0,22,2,0.4,0,2.3,0,0,1,0,1,1.3,66393,0,186,0,0,381,603,0,0,101,Man Utd,Bournemouth,West Ham,Stoke,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Calum,Chambers,DEF,MID,4400000,2,18,3,6.81818181818182E-07,4.09090909090909E-06,0,118777,1,9,0,0,0,1,0,4.1,2271,-1,0,18,1,0.5,0,2.3,0,0,1,0,0,2.9,88982,0,70,0,0,540,2830,0,0,116,Chelsea,Leicester,Hull City,Southampton,Liverpool,2.8,1.9,2.9,3.2,4.2,2.8,2.4,2.2,2.8,2.9,4.2,3,3,3.2,3.7,3.7,2.7,2.3,3.2,3.4,3.3,3.7,3,2.4,2.4,3.4,3.8
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4253,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,85,0,0,0,2,0,0,0,Burnley,Hull City,Watford,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4300000,0,0,0,0,0,0,5566,0,0,0,0,0,0,0,0,314,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,668,0,0,0,0,0,21,0,0,0,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chirivella,MID,LIV,4300000,0,0,0,0,0,0,1395,0,0,0,0,0,0,0,0,98,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,919,0,2,0,0,0,68,0,0,0,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7600000,6,32,3.6,4.73684210526316E-07,4.21052631578947E-06,0,276449,2,17,0,0,0,4,0,4.2,32678,1,0,32,-1,0.4,1,3.3,2,0,0,0,0,6.6,428623,0,315,0,0,803,9003,0,0,90,Man City,Swansea,Southampton,Hull City,Man Utd,4.1,4.6,4,5.1,3.5,3.5,3.6,3.9,4.1,4.1,4.3,3.1,4.5,4.1,3.4,4.5,3.7,3.7,3,3.9,3,4.6,4,4.4,4.3,4.5,3.5
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,2782,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5741,0,0,0,0,0,412,0,0,0,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4700000,1,11,0.333333333333333,7.09219858156028E-08,2.34042553191489E-06,0,2927,2,9,0,0,0,0,0,2.3,112,-3,0,11,3,0.3,0,1.3,0,0,0,0,0,0.1,1340,0,183,0,0,488,107,0,0,51,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,1,17,1.9,4.41860465116279E-07,3.95348837209302E-06,0,16438,2,7,0,0,0,0,0,4,1839,-2,0,17,2,0.5,0,2.3,0,0,3,0,0,0.6,21912,0,0,0,0,684,6734,0,0,91,Chelsea,Leicester,Hull City,Southampton,Liverpool,1,1.3,1,1.1,1,1.2,1,1.3,1.9,1.3,1.2,1,1,1.4,1.2,1.1,1.7,1.4,1.4,1.3,1.6,1,1,1,1,1.2,1
Tom,Cleverley,MID,EVE,5200000,2,10,0.303030303030303,5.82750582750583E-08,1.92307692307692E-06,0,7030,1,8,0,0,0,0,0,1.9,158,-3,0,10,3,0.3,0,1.3,0,0,0,0,0,0.1,966,0,241,0,0,340,119,0,0,56,Swansea,Southampton,Man Utd,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gael,Clichy,DEF,MCI,5300000,2,14,2.8,5.28301886792453E-07,2.64150943396226E-06,0,39278,0,4,0,0,0,0,0,2.6,1098,-2,0,14,2,0.1,0,0.7,0,0,1,0,0,1.1,13424,0,166,0,0,439,820,0,0,98,Crystal Palace,Burnley,Chelsea,Leicester,Watford,3.2,2.1,2.6,1.6,2.9,3.6,3,3.5,3.1,2,3.2,3.5,2.6,2.6,2.1,2.4,3.4,4,3.9,2,2.7,2.8,2.8,2.6,3.1,2.6,2.6
Sam,Clucas,MID,HUL,4700000,5,22,2,4.25531914893617E-07,4.68085106382979E-06,0,2795,4,24,0,0,0,0,0,4.7,99,-3,1,22,3,0.5,0,2.3,0,0,1,0,1,0.1,1259,0,0,0,0,972,279,-1,0,185,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,1.9,1.1,1.7,1,1,1.1,1,1.5,1.5,1.7,1,1.5,1,1,1.7,1.4,1.3,1.1,1.2,1.4,1,1.3,1.4,1.2,1.7,1.3,1.1
Nathaniel,Clyne,DEF,LIV,5600000,2,29,2.6,4.64285714285714E-07,5.17857142857143E-06,0,203351,0,14,0,0,0,0,0,5.2,13065,1,0,29,-1,0.3,0,1.7,3,0,1,0,1,10,184300,0,387,0,1,990,11271,0,0,184,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,2.2,2.5,2,3.9,2,1.5,3.3,2.2,1.9,1.4,2.5,2.6,2.3,3.1,1.3,3.5,3,1.6,2.9,3.8,2.6,2.4,3,2,3,3,2.4
